Year,District Code,District Name,NSPF School Code,School Name,School Type,Total Index Score,Star Rating,Title I Status,% Proficient ELA,% Proficient Math,% Proficient Science,95% Participation Met Mathematics,95% Participation Met ELA,Participation Warning,Participation Penalty,Continuing Participation Penalty,% Meeting AGP ELA,% Meeting AGP Math,Perc_WIDA_AGP,% Meeting AGP EL,NAC 389.445 Credit Requirements (8th Grade),9th Grade Credit Sufficiency,CCR Participation,CCR Completion,Advanced Diploma,4-Year Graduation Rate,5-Year Graduation Rate,Chronic Absenteeism,CSI,Yrs In Designation As CSI,TSI,Yrs In Designation As TSI,ATSI,Yrs In Designation As ATSI
2024,02,Clark,02216.1,Park ES,Regular,9,1,YES,30.0,24.8,<5,YES,YES,NO,NO,NO,25.0,18.1,27.4,27.4,N/A,N/A,N/A,N/A,N/A,N/A,N/A,37.1,YES,1,NO,N/A,NO,N/A
2024,02,Clark,02217.1,Mackey ES,Regular,48,2,NO,55.3,46.2,10.7,YES,YES,NO,NO,NO,48.8,30.5,52.5,52.5,N/A,N/A,N/A,N/A,N/A,N/A,N/A,8.5,NO,N/A,NO,N/A,NO,N/A
2024,02,Clark,02218.1,McWilliams ES,Regular,18.5,1,YES,25.6,19.7,<5,YES,YES,NO,NO,NO,30.0,24.7,34.4,34.4,N/A,N/A,N/A,N/A,N/A,N/A,N/A,22.7,NO,N/A,NO,N/A,YES,1
2024,02,Clark,02219.1,Toland ES,Regular,39.5,2,YES,48.4,38.4,7.1,YES,YES,NO,NO,NO,47.0,30.5,37.0,37.0,N/A,N/A,N/A,N/A,N/A,N/A,N/A,15.7,NO,N/A,NO,N/A,NO,N/A
2024,02,Clark,02220.1,Dearing ES,Regular,13,1,YES,22.9,17.8,<5,YES,YES,NO,NO,NO,31.1,20.3,25.9,25.9,N/A,N/A,N/A,N/A,N/A,N/A,N/A,35.7,NO,N/A,NO,N/A,YES,2
2024,02,Clark,02221.1,Rowe ES,Regular,37.5,2,YES,43.7,29.8,7.9,YES,YES,NO,NO,NO,60.2,24.2,40.6,40.6,N/A,N/A,N/A,N/A,N/A,N/A,N/A,24.8,NO,N/A,NO,N/A,NO,N/A
2024,02,Clark,02222.1,Lincoln ES,Regular,29,2,YES,22.0,20.9,5.2,YES,YES,NO,NO,NO,33.3,32.7,33.3,33.3,N/A,N/A,N/A,N/A,N/A,N/A,N/A,21.1,NO,N/A,NO,N/A,NO,N/A
2024,02,Clark,02223.1,Craig ES,Regular,9,1,YES,8.2,8.2,<5,YES,YES,NO,NO,NO,15.4,6.3,28.0,28.0,N/A,N/A,N/A,N/A,N/A,N/A,N/A,42.8,YES,1,NO,N/A,NO,N/A
2024,02,Clark,02224.1,Williams W ES,Regular,14,1,YES,13.8,11.8,<5,YES,YES,NO,NO,NO,17.1,19.1,31.5,31.5,N/A,N/A,N/A,N/A,N/A,N/A,N/A,46.4,NO,N/A,NO,N/A,YES,2
2024,02,Clark,02225.1,Cahlan ES,Regular,21,1,YES,35.7,30.6,5.9,YES,YES,NO,NO,NO,38.3,25.7,37.1,37.1,N/A,N/A,N/A,N/A,N/A,N/A,N/A,30.1,NO,N/A,NO,N/A,NO,N/A
2024,02,Clark,02226.1,Kelly ES,Regular,11,1,YES,11.3,9.0,<5,YES,YES,NO,NO,NO,17.1,17.1,23.0,23.0,N/A,N/A,N/A,N/A,N/A,N/A,N/A,35.2,YES,6,NO,N/A,NO,N/A
2024,02,Clark,02228.1,Mountain View ES,Regular,10,1,YES,22.0,21.2,<5,YES,YES,NO,NO,NO,24.2,19.3,32.1,32.1,N/A,N/A,N/A,N/A,N/A,N/A,N/A,36.7,YES,1,NO,N/A,NO,N/A
2024,02,Clark,02230.1,Taylor G ES,Regular,69,4,NO,63.1,56.9,21.0,YES,YES,NO,NO,NO,59.2,51.7,60.7,60.7,N/A,N/A,N/A,N/A,N/A,N/A,N/A,13.6,NO,N/A,NO,N/A,NO,N/A
2024,02,Clark,02231.1,Adcock ES,Regular,29,2,YES,37.9,34.9,6.6,YES,YES,NO,NO,NO,39.0,33.3,40.9,40.9,N/A,N/A,N/A,N/A,N/A,N/A,N/A,29.3,NO,N/A,NO,N/A,NO,N/A
2024,02,Clark,02232.1,Paradise ES,Regular,41,2,YES,36.1,26.2,<5,YES,YES,NO,NO,NO,52.3,30.2,41.3,41.3,N/A,N/A,N/A,N/A,N/A,N/A,N/A,35.1,NO,N/A,NO,N/A,NO,N/A
2024,02,Clark,02233.1,Culley ES,Regular,21.5,1,YES,35.6,25.2,5.4,YES,YES,NO,NO,NO,39.4,25.4,30.9,30.9,N/A,N/A,N/A,N/A,N/A,N/A,N/A,21.9,NO,N/A,NO,N/A,YES,1
2024,02,Clark,02234.1,McCall ES,Regular,38,2,YES,27.4,26.5,<5,YES,YES,NO,NO,NO,45.8,40.8,25.0,25.0,N/A,N/A,N/A,N/A,N/A,N/A,N/A,30.3,NO,N/A,NO,N/A,NO,N/A
2024,02,Clark,02235.1,Red Rock ES,Regular,45,2,YES,29.2,28.6,<5,YES,YES,NO,NO,NO,39.0,53.2,43.1,43.1,N/A,N/A,N/A,N/A,N/A,N/A,N/A,29.5,NO,N/A,NO,N/A,NO,N/A
2024,02,Clark,02236.1,Bell ES,Regular,18,1,YES,24.0,18.7,<5,YES,YES,NO,NO,NO,29.6,25.9,31.6,31.6,N/A,N/A,N/A,N/A,N/A,N/A,N/A,30.6,NO,N/A,NO,N/A,YES,2
2024,02,Clark,02237.1,Lake ES,Regular,18,1,YES,24.1,18.3,<5,YES,YES,NO,NO,NO,30.4,17.2,43.8,43.8,N/A,N/A,N/A,N/A,N/A,N/A,N/A,26.3,NO,N/A,NO,N/A,NO,N/A
2024,02,Clark,02238.1,Warren ES,Regular,27,2,YES,27.3,24.8,<5,YES,YES,NO,NO,NO,39.3,21.2,40.6,40.6,N/A,N/A,N/A,N/A,N/A,N/A,N/A,34.9,NO,N/A,NO,N/A,NO,N/A
2024,02,Clark,02239.1,Thomas ES,Regular,15,1,YES,18.6,11.4,<5,YES,YES,NO,NO,NO,26.2,14.7,42.8,42.8,N/A,N/A,N/A,N/A,N/A,N/A,N/A,47.7,NO,N/A,YES,N/A,NO,N/A
2024,02,Clark,02241.1,Sunrise Acres ES,Regular,19.5,1,YES,22.2,15.8,<5,YES,YES,YES,YES,NO,30.1,23.5,29.3,29.3,N/A,N/A,N/A,N/A,N/A,N/A,N/A,31.3,YES,2,NO,N/A,NO,N/A
2024,02,Clark,02242.1,Williams T ES,Regular,26,1,YES,28.9,15.6,<5,YES,YES,NO,NO,NO,39.6,14.2,37.1,37.1,N/A,N/A,N/A,N/A,N/A,N/A,N/A,14.2,NO,N/A,NO,N/A,YES,2
2024,02,Clark,02243.1,Twin Lakes ES,Regular,30,2,YES,30.1,23.8,<5,YES,YES,NO,NO,NO,42.0,24.3,34.0,34.0,N/A,N/A,N/A,N/A,N/A,N/A,N/A,16.3,NO,N/A,NO,N/A,NO,N/A
2024,02,Clark,02244.1,Pittman ES,Regular,50,3,YES,22.2,24.0,5.4,YES,YES,NO,NO,NO,45.0,45.4,50.0,50.0,N/A,N/A,N/A,N/A,N/A,N/A,N/A,31.8,NO,N/A,NO,N/A,NO,N/A
2024,02,Clark,02245.1,Vegas Verdes ES,Regular,38.5,2,YES,29.7,30.4,<5,YES,YES,NO,NO,NO,35.9,41.2,36.5,36.5,N/A,N/A,N/A,N/A,N/A,N/A,N/A,16.6,NO,N/A,NO,N/A,NO,N/A
2024,02,Clark,02246.1,Bracken ES,Regular,80,4,YES,64.9,47.6,17.2,YES,YES,NO,NO,NO,66.0,53.9,37.1,37.1,N/A,N/A,N/A,N/A,N/A,N/A,N/A,6.8,NO,N/A,NO,N/A,NO,N/A
2024,02,Clark,02247.1,Wasden ES,Regular,38,2,YES,36.5,29.7,7.9,YES,YES,NO,NO,NO,47.9,34.7,31.6,31.6,N/A,N/A,N/A,N/A,N/A,N/A,N/A,28.2,NO,N/A,NO,N/A,NO,N/A
2024,02,Clark,02248.1,Beckley ES,Regular,18.5,1,YES,23.7,17.7,<5,YES,YES,NO,NO,NO,35.1,19.3,36.1,36.1,N/A,N/A,N/A,N/A,N/A,N/A,N/A,31.7,NO,N/A,NO,N/A,YES,1
2024,02,Clark,02249.1,McCaw ES,Regular,89,5,NO,77.8,73.9,42.1,YES,YES,NO,NO,NO,67.1,59.9,66.6,66.6,N/A,N/A,N/A,N/A,N/A,N/A,N/A,<5,NO,N/A,NO,N/A,NO,N/A
2024,02,Clark,02250.1,Mitchell ES,Regular,45,Not Rated,NO,N/A,N/A,N/A,N/A,N/A,NO,NO,NO,N/A,N/A,-,-,N/A,N/A,N/A,N/A,N/A,N/A,N/A,17.8,NO,N/A,NO,N/A,NO,N/A
2024,02,Clark,02251.1,Sewell ES,Regular,12,1,YES,28.1,22.0,<5,YES,YES,NO,NO,NO,28.2,16.4,18.9,18.9,N/A,N/A,N/A,N/A,N/A,N/A,N/A,34.9,NO,N/A,NO,N/A,YES,1
2024,02,Clark,02252.1,Indian Springs ES,Regular,38.3,2,YES,37.0,29.0,12.0,YES,YES,NO,NO,NO,46.3,34.1,-,-,N/A,N/A,N/A,N/A,N/A,N/A,N/A,31.4,NO,N/A,NO,N/A,NO,N/A
2024,02,Clark,02253.1,Priest ES,Regular,32.5,2,YES,37.9,34.0,8.4,YES,YES,NO,NO,NO,42.0,37.5,39.0,39.0,N/A,N/A,N/A,N/A,N/A,N/A,N/A,25.0,NO,N/A,NO,N/A,NO,N/A
2024,02,Clark,02254.1,Taylor R ES,Regular,18,1,YES,17.8,18.3,<5,YES,YES,YES,YES,NO,22.4,18.8,50.0,50.0,N/A,N/A,N/A,N/A,N/A,N/A,N/A,35.8,YES,6,NO,N/A,NO,N/A
2024,02,Clark,02255.1,Virgin Valley ES,Regular,43.5,2,NO,50.0,44.8,7.0,YES,YES,NO,NO,NO,48.8,40.4,33.8,33.8,N/A,N/A,N/A,N/A,N/A,N/A,N/A,14.5,NO,N/A,NO,N/A,NO,N/A
2024,02,Clark,02256.1,Whitney ES,Regular,27.5,2,YES,32.8,23.7,<5,YES,YES,NO,NO,NO,45.2,25.0,41.3,41.3,N/A,N/A,N/A,N/A,N/A,N/A,N/A,25.0,NO,N/A,NO,N/A,NO,N/A
2024,02,Clark,02257.1,Ferron ES,Regular,36.5,2,YES,40.0,35.2,9.3,YES,YES,NO,NO,NO,33.5,34.7,46.3,46.3,N/A,N/A,N/A,N/A,N/A,N/A,N/A,11.0,NO,N/A,NO,N/A,NO,N/A
2024,02,Clark,02258.1,Gene Ward ES,Regular,12,1,YES,25.2,16.9,<5,YES,YES,NO,NO,NO,19.6,14.9,38.2,38.2,N/A,N/A,N/A,N/A,N/A,N/A,N/A,22.8,YES,6,NO,N/A,NO,N/A
2024,02,Clark,02259.1,Wengert ES,Regular,31,2,YES,35.2,25.3,5.7,YES,YES,NO,NO,NO,40.9,27.0,49.6,49.6,N/A,N/A,N/A,N/A,N/A,N/A,N/A,21.2,NO,N/A,NO,N/A,NO,N/A
2024,02,Clark,02260.1,Tate ES,Regular,40,2,YES,37.5,36.4,8.1,YES,YES,NO,NO,NO,38.4,37.4,45.2,45.2,N/A,N/A,N/A,N/A,N/A,N/A,N/A,26.7,NO,N/A,NO,N/A,YES,1
2024,02,Clark,02261.1,Harmon ES,Regular,20.5,1,YES,35.3,29.6,6.5,YES,YES,NO,NO,NO,33.5,25.0,32.5,32.5,N/A,N/A,N/A,N/A,N/A,N/A,N/A,21.1,NO,N/A,NO,N/A,NO,N/A
2024,02,Clark,02262.1,Harris ES,Regular,15,1,YES,33.4,22.7,<5,YES,YES,NO,NO,NO,30.6,17.4,26.4,26.4,N/A,N/A,N/A,N/A,N/A,N/A,N/A,29.3,NO,N/A,NO,N/A,YES,1
2024,02,Clark,02263.1,Diskin ES,Regular,59,3,YES,45.0,40.9,12.7,YES,YES,NO,NO,NO,53.5,48.0,50.0,50.0,N/A,N/A,N/A,N/A,N/A,N/A,N/A,21.5,NO,N/A,NO,N/A,NO,N/A
2024,02,Clark,02264.1,Smith Helen ES,Regular,43,2,YES,42.5,38.8,8.9,YES,YES,NO,NO,NO,44.4,40.5,47.0,47.0,N/A,N/A,N/A,N/A,N/A,N/A,N/A,15.0,NO,N/A,NO,N/A,NO,N/A
2024,02,Clark,02265.1,Tomiyasu ES,Regular,31.5,2,YES,37.5,31.7,5.3,YES,YES,NO,NO,NO,40.7,30.0,50.0,50.0,N/A,N/A,N/A,N/A,N/A,N/A,N/A,23.2,NO,N/A,NO,N/A,NO,N/A
2024,02,Clark,02266.1,Dondero ES,Regular,37,2,YES,30.7,27.8,<5,YES,YES,NO,NO,NO,38.0,40.3,31.0,31.0,N/A,N/A,N/A,N/A,N/A,N/A,N/A,17.9,NO,N/A,NO,N/A,NO,N/A
2024,02,Clark,02267.1,Edwards ES,Regular,21.5,1,YES,26.6,21.3,<5,YES,YES,NO,NO,NO,32.0,24.3,38.5,38.5,N/A,N/A,N/A,N/A,N/A,N/A,N/A,24.6,NO,N/A,NO,N/A,NO,N/A
2024,02,Clark,02268.1,French ES,Regular,32,2,YES,41.0,29.8,18.4,YES,YES,NO,NO,NO,49.5,32.7,38.8,38.8,N/A,N/A,N/A,N/A,N/A,N/A,N/A,20.6,NO,N/A,NO,N/A,NO,N/A
2024,02,Clark,02269.1,Decker ES,Regular,58.5,3,YES,40.3,39.0,7.7,YES,YES,NO,NO,NO,51.4,53.6,47.4,47.4,N/A,N/A,N/A,N/A,N/A,N/A,N/A,21.4,NO,N/A,NO,N/A,NO,N/A
2024,02,Clark,02270.1,Long ES,Regular,10,1,YES,27.6,21.3,5.8,YES,YES,NO,NO,NO,26.1,13.0,21.5,21.5,N/A,N/A,N/A,N/A,N/A,N/A,N/A,28.0,YES,5,NO,N/A,NO,N/A
2024,02,Clark,02271.1,Bilbray ES,Regular,76.5,4,NO,64.0,57.9,15.3,YES,YES,NO,NO,NO,59.2,55.0,43.7,43.7,N/A,N/A,N/A,N/A,N/A,N/A,N/A,15.7,NO,N/A,NO,N/A,NO,N/A
2024,02,Clark,02272.1,Frias ES,Regular,77.5,4,NO,65.9,64.1,26.8,YES,YES,NO,NO,NO,64.8,45.1,75.0,75.0,N/A,N/A,N/A,N/A,N/A,N/A,N/A,14.0,NO,N/A,NO,N/A,NO,N/A
2024,02,Clark,02273.1,Hollingsworth ES,Regular,32.5,2,YES,30.1,16.5,<5,YES,YES,NO,NO,NO,42.1,26.3,39.4,39.4,N/A,N/A,N/A,N/A,N/A,N/A,N/A,25.4,NO,N/A,NO,N/A,NO,N/A
2024,02,Clark,02274.1,Miller Sandy ES,Regular,34.5,2,YES,44.0,37.0,6.4,YES,YES,NO,NO,NO,40.0,20.2,48.1,48.1,N/A,N/A,N/A,N/A,N/A,N/A,N/A,7.4,NO,N/A,NO,N/A,NO,N/A
2024,02,Clark,02275.1,Gragson ES,Regular,27,2,YES,33.3,16.6,7.4,YES,YES,NO,NO,NO,43.2,12.8,44.5,44.5,N/A,N/A,N/A,N/A,N/A,N/A,N/A,28.6,NO,N/A,YES,N/A,NO,N/A
2024,02,Clark,02276.1,Galloway ES,Regular,19.5,1,YES,39.4,38.8,6.0,YES,YES,NO,NO,NO,27.7,28.4,38.0,38.0,N/A,N/A,N/A,N/A,N/A,N/A,N/A,25.1,NO,N/A,NO,N/A,YES,2
2024,02,Clark,02277.1,Mack ES,Regular,56,3,NO,56.8,59.3,18.5,YES,YES,NO,NO,NO,52.7,51.3,26.6,26.6,N/A,N/A,N/A,N/A,N/A,N/A,N/A,19.6,NO,N/A,NO,N/A,NO,N/A
2024,02,Clark,02278.1,Gray ES,Regular,36,2,YES,39.7,29.1,6.1,YES,YES,NO,NO,NO,48.9,30.2,38.7,38.7,N/A,N/A,N/A,N/A,N/A,N/A,N/A,20.5,NO,N/A,NO,N/A,NO,N/A
2024,02,Clark,02279.1,Bowler Grant ES,Regular,69.4,4,NO,56.9,49.3,20.1,YES,YES,NO,NO,NO,59.5,49.4,-,-,N/A,N/A,N/A,N/A,N/A,N/A,N/A,21.6,NO,N/A,NO,N/A,NO,N/A
2024,02,Clark,02280.1,Bass ES,Regular,68.5,4,YES,59.3,48.1,16.8,YES,YES,NO,NO,NO,58.4,51.2,60.6,60.6,N/A,N/A,N/A,N/A,N/A,N/A,N/A,15.6,NO,N/A,NO,N/A,NO,N/A
2024,02,Clark,02281.1,Martinez ES,Regular,35,2,YES,24.8,20.6,<5,YES,YES,NO,NO,NO,30.8,29.7,47.4,47.4,N/A,N/A,N/A,N/A,N/A,N/A,N/A,16.2,NO,N/A,NO,N/A,NO,N/A
2024,02,Clark,02282.1,Moore ES,Regular,30.5,2,YES,29.0,26.1,<5,YES,YES,NO,NO,NO,36.0,37.6,36.5,36.5,N/A,N/A,N/A,N/A,N/A,N/A,N/A,34.3,NO,N/A,NO,N/A,NO,N/A
2024,02,Clark,02283.1,Ober ES,Regular,50.5,3,NO,44.5,35.8,20.2,YES,YES,NO,NO,NO,56.4,40.9,34.8,34.8,N/A,N/A,N/A,N/A,N/A,N/A,N/A,24.4,NO,N/A,NO,N/A,NO,N/A
2024,02,Clark,02284.1,Smith Hal ES,Regular,16,1,YES,14.8,8.2,<5,YES,YES,NO,NO,NO,24.1,18.7,35.0,35.0,N/A,N/A,N/A,N/A,N/A,N/A,N/A,38.8,YES,6,NO,N/A,NO,N/A
2024,02,Clark,02285.1,Tarr ES,Regular,54.5,3,NO,61.6,55.3,13.7,YES,YES,NO,NO,NO,49.3,40.6,52.5,52.5,N/A,N/A,N/A,N/A,N/A,N/A,N/A,11.6,NO,N/A,NO,N/A,NO,N/A
2024,02,Clark,02286.1,Staton ES,Regular,74.5,4,NO,65.7,64.7,32.1,YES,YES,NO,NO,NO,57.4,45.4,65.7,65.7,N/A,N/A,N/A,N/A,N/A,N/A,N/A,11.7,NO,N/A,NO,N/A,NO,N/A
2024,02,Clark,02287.1,Wolff ES,Regular,81.5,4,NO,73.1,69.3,33.3,YES,YES,NO,NO,NO,67.6,59.8,68.7,68.7,N/A,N/A,N/A,N/A,N/A,N/A,N/A,13.0,NO,N/A,NO,N/A,NO,N/A
2024,02,Clark,02289.1,Petersen ES,Regular,27,2,YES,18.3,14.6,<5,YES,YES,NO,NO,NO,34.1,25.9,21.9,21.9,N/A,N/A,N/A,N/A,N/A,N/A,N/A,46.5,NO,N/A,NO,N/A,YES,2
2024,02,Clark,02290.1,Tobler ES,Regular,67,4,YES,52.8,41.3,5.8,YES,YES,NO,NO,NO,52.3,38.7,55.5,55.5,N/A,N/A,N/A,N/A,N/A,N/A,N/A,8.1,NO,N/A,NO,N/A,NO,N/A
2024,02,Clark,02291.1,Sandy Valley ES,Regular,54.5,3,YES,47.2,36.3,10.0,YES,YES,NO,NO,NO,60.5,39.4,46.1,46.1,N/A,N/A,N/A,N/A,N/A,N/A,N/A,32.0,NO,N/A,NO,N/A,NO,N/A
2024,02,Clark,02292.1,Bennett William ES,Regular,15,1,YES,20.2,16.7,<5,YES,YES,NO,NO,NO,17.8,13.0,18.1,18.1,N/A,N/A,N/A,N/A,N/A,N/A,N/A,28.0,NO,N/A,NO,N/A,NO,N/A
2024,02,Clark,02293.1,Cox C ES,Regular,29.5,2,YES,21.8,12.1,<5,YES,YES,NO,NO,NO,41.0,21.0,43.7,43.7,N/A,N/A,N/A,N/A,N/A,N/A,N/A,29.3,YES,3,NO,N/A,NO,N/A
2024,02,Clark,02294.1,Stanford ES,Regular,20,1,YES,30.5,30.0,7.1,YES,YES,NO,NO,NO,34.0,20.5,33.0,33.0,N/A,N/A,N/A,N/A,N/A,N/A,N/A,14.2,NO,N/A,NO,N/A,NO,N/A
2024,02,Clark,02295.1,Reed ES,Regular,23.5,1,YES,31.0,28.9,<5,YES,YES,NO,NO,NO,27.8,32.2,29.2,29.2,N/A,N/A,N/A,N/A,N/A,N/A,N/A,38.2,NO,N/A,YES,N/A,NO,N/A
2024,02,Clark,02296.1,Earl M ES,Regular,35.5,2,YES,36.4,33.7,13.2,YES,YES,NO,NO,NO,40.7,34.3,31.8,31.8,N/A,N/A,N/A,N/A,N/A,N/A,N/A,17.0,NO,N/A,NO,N/A,NO,N/A
2024,02,Clark,02297.1,Hinman ES,Regular,21,1,YES,28.1,17.1,6.1,YES,YES,NO,NO,NO,34.3,19.3,41.9,41.9,N/A,N/A,N/A,N/A,N/A,N/A,N/A,24.4,YES,2,NO,N/A,NO,N/A
2024,02,Clark,02298.1,McDoniel ES,Regular,88.5,5,YES,67.7,61.4,26.5,YES,YES,NO,NO,NO,61.2,60.7,53.3,53.3,N/A,N/A,N/A,N/A,N/A,N/A,N/A,8.8,NO,N/A,NO,N/A,NO,N/A
2024,02,Clark,02299.1,Odyssey ES,District Charter,55.5,3,NO,58.9,35.3,14.8,YES,YES,NO,NO,NO,52.2,35.7,90.9,90.9,N/A,N/A,N/A,N/A,N/A,N/A,N/A,<5,NO,N/A,NO,N/A,NO,N/A
2024,02,Clark,02300.1,Detwiler ES,Regular,20,1,YES,17.3,14.6,<5,YES,YES,NO,NO,NO,24.5,15.0,56.1,56.1,N/A,N/A,N/A,N/A,N/A,N/A,N/A,29.6,NO,N/A,NO,N/A,YES,1
2024,02,Clark,02301.2,Von Tobel MS,Regular,13,1,YES,19.2,7.9,20.8,YES,YES,NO,NO,NO,19.4,8.3,5.0,5.0,74.8,N/A,N/A,N/A,N/A,N/A,N/A,37.6,YES,5,NO,N/A,NO,N/A
2024,02,Clark,02302.2,Garside MS,Regular,22,1,YES,22.1,8.9,19.9,YES,YES,NO,NO,NO,22.5,10.7,30.0,30.0,60.4,N/A,N/A,N/A,N/A,N/A,N/A,28.5,NO,N/A,NO,N/A,YES,1
2024,02,Clark,02303.2,Hyde Park MS,Regular,65.5,3,NO,54.9,48.1,59.4,YES,YES,NO,NO,NO,52.6,47.8,20.5,20.5,86.5,N/A,N/A,N/A,N/A,N/A,N/A,6.9,NO,N/A,YES,N/A,NO,N/A
2024,02,Clark,02304.2,Cashman MS,Regular,22,1,YES,25.5,14.5,29.2,YES,YES,NO,NO,NO,26.5,14.1,26.9,26.9,85.0,N/A,N/A,N/A,N/A,N/A,N/A,37.7,NO,N/A,YES,N/A,NO,N/A
2024,02,Clark,02305.2,Smith MS,Regular,18,1,YES,17.7,6.2,16.0,YES,YES,NO,NO,NO,19.0,8.5,19.5,19.5,66.4,N/A,N/A,N/A,N/A,N/A,N/A,32.5,NO,N/A,YES,N/A,NO,N/A
2024,02,Clark,02306.2,Brinley MS,Regular,30,2,YES,22.7,8.1,34.9,YES,YES,NO,NO,NO,23.8,10.3,43.3,43.3,65.7,N/A,N/A,N/A,N/A,N/A,N/A,31.3,NO,N/A,YES,N/A,NO,N/A
2024,02,Clark,02307.2,Bridger MS,Regular,30,2,YES,26.5,17.7,24.1,YES,YES,NO,NO,NO,24.9,19.4,29.7,29.7,84.1,N/A,N/A,N/A,N/A,N/A,N/A,25.2,NO,N/A,YES,N/A,NO,N/A
2024,02,Clark,02308.2,Fremont MS,Regular,44,2,YES,33.3,17.5,21.1,YES,YES,NO,NO,NO,31.6,20.0,41.3,41.3,94.0,N/A,N/A,N/A,N/A,N/A,N/A,16.3,NO,N/A,NO,N/A,NO,N/A
2024,02,Clark,02309.2,Knudson MS,Regular,28.5,1,YES,43.7,14.3,29.2,YES,YES,NO,NO,NO,44.3,12.4,17.1,17.1,92.3,N/A,N/A,N/A,N/A,N/A,N/A,26.0,NO,N/A,YES,N/A,NO,N/A
2024,02,Clark,02310.2,Gibson MS,Regular,29,2,YES,30.7,13.7,30.0,YES,YES,NO,NO,NO,31.4,14.7,25.1,25.1,66.7,N/A,N/A,N/A,N/A,N/A,N/A,24.7,NO,N/A,YES,N/A,NO,N/A
2024,02,Clark,02311.2,Martin MS,Regular,22,1,YES,29.4,12.1,21.1,YES,YES,NO,NO,NO,28.6,13.1,22.1,22.1,68.4,N/A,N/A,N/A,N/A,N/A,N/A,32.3,NO,N/A,YES,N/A,NO,N/A
2024,02,Clark,02312.2,Orr MS,Regular,24,1,YES,17.2,8.3,13.5,YES,YES,NO,NO,NO,21.0,10.5,25.7,25.7,60.7,N/A,N/A,N/A,N/A,N/A,N/A,42.4,NO,N/A,YES,N/A,NO,N/A
2024,02,Clark,02313.2,Burkholder MS,Regular,30.5,2,YES,33.7,18.2,35.2,YES,YES,NO,NO,NO,36.1,19.0,20.5,20.5,80.1,N/A,N/A,N/A,N/A,N/A,N/A,33.6,NO,N/A,YES,N/A,NO,N/A
2024,02,Clark,02314.2,Woodbury MS,Regular,14,1,YES,20.3,7.5,16.8,YES,YES,NO,NO,NO,18.8,6.8,10.7,10.7,92.2,N/A,N/A,N/A,N/A,N/A,N/A,37.6,NO,N/A,NO,N/A,YES,1
2024,02,Clark,02315.2,Robison MS,Regular,26,1,YES,21.0,5.8,13.8,YES,YES,NO,NO,NO,22.7,6.2,28.7,28.7,75.3,N/A,N/A,N/A,N/A,N/A,N/A,25.4,NO,N/A,YES,N/A,NO,N/A
2024,02,Clark,02316.2,Cannon JHS MS,Regular,11,1,YES,21.4,8.5,19.5,NO,NO,YES,NO,NO,21.3,8.7,9.8,9.8,54.9,N/A,N/A,N/A,N/A,N/A,N/A,32.1,YES,1,NO,N/A,NO,N/A
2024,02,Clark,02317.2,Guinn MS,Regular,45,2,YES,44.4,29.0,45.2,NO,YES,YES,NO,NO,45.2,28.1,17.3,17.3,75.8,N/A,N/A,N/A,N/A,N/A,N/A,21.3,NO,N/A,YES,N/A,NO,N/A
2024,02,Clark,02318.2,Garrett MS,Regular,62.2,3,NO,54.6,38.1,56.6,YES,YES,NO,NO,NO,51.2,37.4,-,-,93.0,N/A,N/A,N/A,N/A,N/A,N/A,15.9,NO,N/A,NO,N/A,NO,N/A
2024,02,Clark,02319.2,Brown JHS MS,Regular,31.5,2,YES,36.6,20.6,35.4,YES,YES,NO,NO,NO,36.0,19.0,23.6,23.6,87.8,N/A,N/A,N/A,N/A,N/A,N/A,34.2,NO,N/A,YES,N/A,NO,N/A
2024,02,Clark,02320.2,Sandy Valley JSHS MS,Regular,43.5,2,YES,22.0,22.3,35.7,YES,YES,NO,NO,NO,25.0,27.0,40.0,40.0,>95,N/A,N/A,N/A,N/A,N/A,N/A,26.9,NO,N/A,NO,N/A,NO,N/A
2024,02,Clark,02320.3,Sandy Valley JSHS HS,Regular,65,3,NO,42.3,21.4,9.5,YES,YES,NO,NO,NO,N/A,N/A,5.0,5.0,N/A,100.0,64.7,41.1,44.4,94.7,>95,18.7,NO,N/A,NO,N/A,NO,N/A
2024,02,Clark,02321.2,Laughlin JSHS MS,Regular,26.1,1,NO,33.5,17.8,29.7,YES,YES,NO,NO,NO,33.0,19.1,-,-,94.3,N/A,N/A,N/A,N/A,N/A,N/A,33.8,NO,N/A,NO,N/A,NO,N/A
2024,02,Clark,02321.3,Laughlin JSHS HS,Regular,48.8,2,YES,51.6,<5,16.0,YES,YES,NO,NO,NO,N/A,N/A,-,-,N/A,93.4,55.2,21.0,46.6,83.3,85.7,34.1,NO,N/A,NO,N/A,NO,N/A
2024,02,Clark,02322.2,OCallaghan i3 ACAD MS,Regular,81.5,5,NO,57.7,42.3,59.1,YES,YES,NO,NO,NO,57.2,44.9,54.6,54.6,>95,N/A,N/A,N/A,N/A,N/A,N/A,9.6,NO,N/A,NO,N/A,NO,N/A
2024,02,Clark,02323.2,Johnson JHS MS,Regular,51.5,3,NO,48.5,31.4,46.7,YES,YES,NO,NO,NO,49.7,31.8,22.9,22.9,71.6,N/A,N/A,N/A,N/A,N/A,N/A,22.2,NO,N/A,YES,N/A,NO,N/A
