Year,District Code,District Name,NSPF School Code,School Name,School Type,Total Index Score,Star Rating,Title I Status,% Proficient ELA,% Proficient Math,% Proficient Science,95% Participation Met Mathematics,95% Participation Met ELA,Participation Warning,Participation Penalty,Continuing Participation Penalty,% Meeting AGP ELA,% Meeting AGP Math,Perc_WIDA_AGP,% Meeting AGP EL,NAC 389.445 Credit Requirements (8th Grade),9th Grade Credit Sufficiency,CCR Participation,CCR Completion,Advanced Diploma,4-Year Graduation Rate,5-Year Graduation Rate,Chronic Absenteeism,CSI,Yrs In Designation As CSI,TSI,Yrs In Designation As TSI,ATSI,Yrs In Designation As ATSI
2024,02,Clark,02112.1,Mendoza ES,Regular,34.5,2,YES,29.9,26.2,<5,YES,YES,NO,NO,NO,37.5,36.6,43.2,43.2,N/A,N/A,N/A,N/A,N/A,N/A,N/A,19.4,NO,N/A,NO,N/A,YES,2
2024,02,Clark,02113.1,McMillan ES,Regular,30.5,2,YES,43.2,31.6,<5,YES,YES,NO,NO,NO,42.9,20.6,44.6,44.6,N/A,N/A,N/A,N/A,N/A,N/A,N/A,29.7,NO,N/A,NO,N/A,YES,2
2024,02,Clark,02114.1,Perkins U ES,Regular,72.2,4,NO,46.0,46.0,28.5,YES,YES,NO,NO,NO,69.7,58.1,-,-,N/A,N/A,N/A,N/A,N/A,N/A,N/A,27.2,NO,N/A,NO,N/A,NO,N/A
2024,02,Clark,02115.1,Lynch ES,Regular,19,1,YES,15.6,12.7,<5,YES,YES,NO,NO,NO,28.4,16.8,21.2,21.2,N/A,N/A,N/A,N/A,N/A,N/A,N/A,33.3,NO,N/A,YES,N/A,NO,N/A
2024,02,Clark,02116.1,Woolley ES,Regular,26.5,1,YES,29.5,21.2,8.4,YES,YES,NO,NO,NO,39.7,24.4,32.5,32.5,N/A,N/A,N/A,N/A,N/A,N/A,N/A,27.7,NO,N/A,NO,N/A,NO,N/A
2024,02,Clark,02117.1,Lunt  ES,Regular,16,1,YES,13.9,14.4,<5,YES,YES,NO,NO,NO,22.0,12.6,44.1,44.1,N/A,N/A,N/A,N/A,N/A,N/A,N/A,28.3,NO,N/A,NO,N/A,YES,1
2024,02,Clark,02118.1,Eisenberg ES,Regular,38,2,YES,41.9,38.5,15.4,YES,YES,NO,NO,NO,38.0,41.7,45.9,45.9,N/A,N/A,N/A,N/A,N/A,N/A,N/A,22.6,NO,N/A,NO,N/A,NO,N/A
2024,02,Clark,02119.1,Fong ES,Regular,32.5,2,YES,36.3,31.8,9.0,YES,YES,NO,NO,NO,45.0,33.9,31.7,31.7,N/A,N/A,N/A,N/A,N/A,N/A,N/A,24.4,NO,N/A,NO,N/A,NO,N/A
2024,02,Clark,02120.1,Gibson ES,Regular,61.5,3,NO,56.4,52.9,20.0,YES,YES,NO,NO,NO,57.3,55.0,39.1,39.1,N/A,N/A,N/A,N/A,N/A,N/A,N/A,18.5,NO,N/A,NO,N/A,NO,N/A
2024,02,Clark,02121.1,Wynn ES,Regular,16,1,YES,20.0,16.3,<5,YES,YES,NO,NO,NO,32.5,18.5,35.2,35.2,N/A,N/A,N/A,N/A,N/A,N/A,N/A,31.8,NO,N/A,YES,N/A,NO,N/A
2024,02,Clark,02122.1,Hill ES,Regular,83,4,YES,53.9,52.2,23.3,YES,YES,NO,NO,NO,65.3,74.4,59.5,59.5,N/A,N/A,N/A,N/A,N/A,N/A,N/A,18.3,NO,N/A,NO,N/A,NO,N/A
2024,02,Clark,02123.1,Jacobson ES,Regular,32,2,YES,42.7,29.2,14.2,YES,YES,NO,NO,NO,50.3,25.9,41.1,41.1,N/A,N/A,N/A,N/A,N/A,N/A,N/A,19.6,NO,N/A,NO,N/A,NO,N/A
2024,02,Clark,02124.1,Derfelt ES,Regular,29,2,YES,44.5,32.9,7.5,YES,YES,NO,NO,NO,45.9,27.7,44.8,44.8,N/A,N/A,N/A,N/A,N/A,N/A,N/A,27.4,NO,N/A,NO,N/A,YES,1
2024,02,Clark,02125.1,Cunningham ES,Regular,23.5,1,YES,31.3,21.0,9.3,YES,YES,NO,NO,NO,45.8,25.0,37.5,37.5,N/A,N/A,N/A,N/A,N/A,N/A,N/A,32.0,NO,N/A,NO,N/A,YES,2
2024,02,Clark,02126.1,Cox D ES,Regular,71.5,4,NO,59.2,53.9,33.7,YES,YES,NO,NO,NO,54.2,50.7,64.0,64.0,N/A,N/A,N/A,N/A,N/A,N/A,N/A,13.3,NO,N/A,NO,N/A,NO,N/A
2024,02,Clark,02127.1,Treem ES,Regular,65,3,YES,51.2,43.4,15.4,YES,YES,NO,NO,NO,53.0,45.8,72.2,72.2,N/A,N/A,N/A,N/A,N/A,N/A,N/A,33.6,NO,N/A,NO,N/A,NO,N/A
2024,02,Clark,02128.1,Rundle ES,Regular,11,1,YES,31.8,25.8,<5,YES,YES,NO,NO,NO,27.8,13.9,20.5,20.5,N/A,N/A,N/A,N/A,N/A,N/A,N/A,24.0,YES,2,NO,N/A,NO,N/A
2024,02,Clark,02129.1,Herr ES,Regular,23.5,1,YES,29.8,23.7,5.5,YES,YES,NO,NO,NO,36.2,25.7,39.5,39.5,N/A,N/A,N/A,N/A,N/A,N/A,N/A,18.2,NO,N/A,NO,N/A,NO,N/A
2024,02,Clark,02130.1,Dailey ES,Regular,26.5,1,YES,34.2,27.1,5.9,YES,YES,NO,NO,NO,34.7,32.1,39.5,39.5,N/A,N/A,N/A,N/A,N/A,N/A,N/A,25.5,NO,N/A,NO,N/A,NO,N/A
2024,02,Clark,02131.1,Adams ES,Regular,17,1,YES,30.3,23.2,<5,YES,YES,NO,NO,NO,22.9,13.6,37.1,37.1,N/A,N/A,N/A,N/A,N/A,N/A,N/A,16.8,NO,N/A,NO,N/A,YES,1
2024,02,Clark,02132.1,May ES,Regular,45,2,NO,49.3,36.8,19.0,YES,YES,NO,NO,NO,45.9,32.4,64.2,64.2,N/A,N/A,N/A,N/A,N/A,N/A,N/A,20.0,NO,N/A,NO,N/A,NO,N/A
2024,02,Clark,02133.1,Kahre ES,Regular,21,1,YES,40.9,34.4,8.4,YES,YES,NO,NO,NO,22.6,19.8,45.4,45.4,N/A,N/A,N/A,N/A,N/A,N/A,N/A,22.0,NO,N/A,NO,N/A,YES,1
2024,02,Clark,02134.1,Katz ES,Regular,32,2,YES,38.2,33.6,<5,YES,YES,NO,NO,NO,42.5,32.4,44.4,44.4,N/A,N/A,N/A,N/A,N/A,N/A,N/A,26.3,NO,N/A,NO,N/A,NO,N/A
2024,02,Clark,02135.1,Jydstrup ES,Regular,53.5,3,YES,39.6,41.8,14.8,YES,YES,NO,NO,NO,55.2,37.0,53.7,53.7,N/A,N/A,N/A,N/A,N/A,N/A,N/A,15.2,NO,N/A,NO,N/A,NO,N/A
2024,02,Clark,02136.1,King Martha ES,Regular,54.4,3,NO,58.2,53.9,27.1,YES,YES,NO,NO,NO,52.3,41.0,-,-,N/A,N/A,N/A,N/A,N/A,N/A,N/A,14.2,NO,N/A,NO,N/A,YES,1
2024,02,Clark,02137.1,Bartlett ES,Regular,52,3,NO,59.5,50.5,16.3,YES,YES,NO,NO,NO,52.1,39.6,44.8,44.8,N/A,N/A,N/A,N/A,N/A,N/A,N/A,13.9,NO,N/A,NO,N/A,NO,N/A
2024,02,Clark,02138.1,Bendorf ES,Regular,31,2,YES,41.3,32.7,8.4,YES,YES,NO,NO,NO,38.4,29.3,49.1,49.1,N/A,N/A,N/A,N/A,N/A,N/A,N/A,24.9,NO,N/A,NO,N/A,YES,2
2024,02,Clark,02139.1,Thorpe ES,Regular,44.5,2,YES,33.7,22.6,12.7,YES,YES,NO,NO,NO,51.1,32.9,77.4,77.4,N/A,N/A,N/A,N/A,N/A,N/A,N/A,33.0,NO,N/A,NO,N/A,NO,N/A
2024,02,Clark,02140.1,Antonello ES,Regular,54.5,3,YES,39.0,35.7,<5,YES,YES,NO,NO,NO,50.0,42.1,66.6,66.6,N/A,N/A,N/A,N/A,N/A,N/A,N/A,25.8,NO,N/A,NO,N/A,YES,2
2024,02,Clark,02141.1,Lummis ES,Regular,64.5,3,NO,62.1,58.4,14.2,YES,YES,NO,NO,NO,52.2,49.6,60.8,60.8,N/A,N/A,N/A,N/A,N/A,N/A,N/A,17.0,NO,N/A,NO,N/A,NO,N/A
2024,02,Clark,02142.1,Wiener ES,Regular,38,2,YES,42.5,31.0,13.4,YES,YES,NO,NO,NO,45.2,32.1,45.7,45.7,N/A,N/A,N/A,N/A,N/A,N/A,N/A,27.9,NO,N/A,NO,N/A,NO,N/A
2024,02,Clark,02143.1,Fitzgerald ES,Regular,21,1,YES,29.5,34.8,<5,YES,YES,NO,NO,NO,40.5,25.2,34.3,34.3,N/A,N/A,N/A,N/A,N/A,N/A,N/A,39.8,NO,N/A,NO,N/A,NO,N/A
2024,02,Clark,02144.1,Lowman ES,Regular,18,1,YES,19.7,13.4,<5,YES,YES,NO,NO,NO,27.7,18.9,36.7,36.7,N/A,N/A,N/A,N/A,N/A,N/A,N/A,42.7,NO,N/A,NO,N/A,YES,2
2024,02,Clark,02145.1,Piggott ACAD ES,Regular,70.5,4,NO,54.6,60.7,26.9,YES,YES,NO,NO,NO,47.3,52.2,53.0,53.0,N/A,N/A,N/A,N/A,N/A,N/A,N/A,7.9,NO,N/A,NO,N/A,NO,N/A
2024,02,Clark,02146.1,Newton ES,Regular,54.5,3,NO,59.3,50.2,21.8,YES,YES,NO,NO,NO,59.1,42.1,25.0,25.0,N/A,N/A,N/A,N/A,N/A,N/A,N/A,15.4,NO,N/A,NO,N/A,NO,N/A
2024,02,Clark,02147.1,Bruner ES,Regular,17,1,YES,28.1,21.5,<5,YES,YES,NO,NO,NO,33.7,18.3,37.0,37.0,N/A,N/A,N/A,N/A,N/A,N/A,N/A,29.2,NO,N/A,NO,N/A,YES,1
2024,02,Clark,02148.1,Bryan Richard ES,Regular,51.5,3,YES,52.8,39.9,16.0,YES,YES,NO,NO,NO,60.2,35.2,37.7,37.7,N/A,N/A,N/A,N/A,N/A,N/A,N/A,16.7,NO,N/A,NO,N/A,NO,N/A
2024,02,Clark,02149.1,Wilhelm ES,Regular,35,2,YES,35.9,31.2,<5,YES,YES,NO,NO,NO,39.7,33.0,41.8,41.8,N/A,N/A,N/A,N/A,N/A,N/A,N/A,26.4,NO,N/A,NO,N/A,NO,N/A
2024,02,Clark,02150.1,Roberts ES,Regular,13.5,1,YES,34.4,23.3,5.8,YES,YES,NO,NO,NO,30.5,14.9,34.2,34.2,N/A,N/A,N/A,N/A,N/A,N/A,N/A,21.1,NO,N/A,NO,N/A,YES,2
2024,02,Clark,02151.1,Allen ES,Regular,40.5,2,NO,50.2,42.5,10.6,YES,YES,NO,NO,NO,43.3,42.5,30.7,30.7,N/A,N/A,N/A,N/A,N/A,N/A,N/A,19.5,NO,N/A,NO,N/A,NO,N/A
2024,02,Clark,02152.1,Wolfe ES,Regular,35,2,YES,33.7,25.9,7.6,YES,YES,NO,NO,NO,45.1,26.5,49.0,49.0,N/A,N/A,N/A,N/A,N/A,N/A,N/A,19.4,NO,N/A,NO,N/A,YES,2
2024,02,Clark,02153.1,Goldfarb ES,Regular,23,1,YES,32.6,26.2,7.9,YES,YES,NO,NO,NO,40.7,15.4,33.5,33.5,N/A,N/A,N/A,N/A,N/A,N/A,N/A,25.0,YES,2,NO,N/A,NO,N/A
2024,02,Clark,02154.1,Vanderburg ES,Regular,77,4,NO,72.6,69.2,45.8,YES,YES,NO,NO,NO,57.8,62.3,55.0,55.0,N/A,N/A,N/A,N/A,N/A,N/A,N/A,11.1,NO,N/A,NO,N/A,NO,N/A
2024,02,Clark,02155.1,Cambeiro ES,Regular,18,1,YES,29.2,14.6,5.7,YES,YES,NO,NO,NO,40.5,13.7,34.4,34.4,N/A,N/A,N/A,N/A,N/A,N/A,N/A,30.9,YES,6,NO,N/A,NO,N/A
2024,02,Clark,02156.1,Bryan Roger ES,Regular,46.5,2,YES,51.2,51.4,8.1,YES,YES,NO,NO,NO,44.9,45.3,46.7,46.7,N/A,N/A,N/A,N/A,N/A,N/A,N/A,30.3,NO,N/A,NO,N/A,NO,N/A
2024,02,Clark,02157.1,Bonner ES,Regular,86.5,5,NO,72.4,71.6,25.3,YES,YES,NO,NO,NO,67.4,62.7,52.1,52.1,N/A,N/A,N/A,N/A,N/A,N/A,N/A,7.4,NO,N/A,NO,N/A,NO,N/A
2024,02,Clark,02158.1,Cartwright ES,Regular,36,2,YES,41.1,30.3,8.8,YES,YES,NO,NO,NO,43.7,22.0,38.4,38.4,N/A,N/A,N/A,N/A,N/A,N/A,N/A,5.4,NO,N/A,NO,N/A,NO,N/A
2024,02,Clark,02159.1,Bowler Joseph ES,Regular,18,1,YES,29.6,29.1,10.0,YES,YES,NO,NO,NO,39.0,20.1,26.9,26.9,N/A,N/A,N/A,N/A,N/A,N/A,N/A,25.3,NO,N/A,NO,N/A,YES,2
2024,02,Clark,02160.1,Rhodes ES,Regular,29.5,2,NO,50.1,46.2,9.4,YES,YES,NO,NO,NO,37.5,26.0,40.0,40.0,N/A,N/A,N/A,N/A,N/A,N/A,N/A,18.5,NO,N/A,NO,N/A,NO,N/A
2024,02,Clark,02161.1,Guy ES,Regular,11.5,1,YES,26.3,21.8,<5,YES,YES,NO,NO,NO,29.7,13.0,20.4,20.4,N/A,N/A,N/A,N/A,N/A,N/A,N/A,23.3,NO,N/A,NO,N/A,YES,2
2024,02,Clark,02162.1,Morrow ES,Regular,68.5,4,NO,54.4,50.6,26.2,YES,YES,NO,NO,NO,61.6,54.4,54.5,54.5,N/A,N/A,N/A,N/A,N/A,N/A,N/A,24.0,NO,N/A,NO,N/A,NO,N/A
2024,02,Clark,02163.1,Bunker ES,Regular,8,1,YES,24.6,22.5,<5,YES,YES,NO,NO,NO,25.4,13.2,26.4,26.4,N/A,N/A,N/A,N/A,N/A,N/A,N/A,27.8,YES,1,NO,N/A,NO,N/A
2024,02,Clark,02164.1,Elizondo ES,Regular,29,2,YES,29.0,17.3,15.2,YES,YES,NO,NO,NO,40.3,20.5,55.9,55.9,N/A,N/A,N/A,N/A,N/A,N/A,N/A,31.7,NO,N/A,NO,N/A,NO,N/A
2024,02,Clark,02165.1,Cortez ES,Regular,38.5,2,YES,29.2,28.8,6.7,YES,YES,NO,NO,NO,42.6,34.0,44.5,44.5,N/A,N/A,N/A,N/A,N/A,N/A,N/A,25.9,NO,N/A,YES,N/A,NO,N/A
2024,02,Clark,02166.1,Lamping ES,Regular,66.5,3,NO,66.5,60.5,32.2,YES,YES,NO,NO,NO,58.2,49.1,42.8,42.8,N/A,N/A,N/A,N/A,N/A,N/A,N/A,14.6,NO,N/A,NO,N/A,NO,N/A
2024,02,Clark,02167.1,Garehime ES,Regular,17,1,YES,37.6,34.0,9.2,YES,YES,NO,NO,NO,32.4,20.3,46.6,46.6,N/A,N/A,N/A,N/A,N/A,N/A,N/A,27.1,NO,N/A,NO,N/A,YES,1
2024,02,Clark,02168.1,Hayes ES,Regular,66,3,NO,55.1,48.8,39.0,YES,YES,NO,NO,NO,65.4,40.1,40.0,40.0,N/A,N/A,N/A,N/A,N/A,N/A,N/A,13.9,NO,N/A,NO,N/A,NO,N/A
2024,02,Clark,02169.1,Kesterson ES,Regular,54,3,YES,54.9,49.7,14.8,YES,YES,NO,NO,NO,51.0,45.2,50.0,50.0,N/A,N/A,N/A,N/A,N/A,N/A,N/A,17.6,NO,N/A,NO,N/A,NO,N/A
2024,02,Clark,02170.1,Neal ES,Regular,65.5,3,NO,50.1,44.7,23.8,YES,YES,NO,NO,NO,57.5,48.8,40.0,40.0,N/A,N/A,N/A,N/A,N/A,N/A,N/A,22.7,NO,N/A,NO,N/A,NO,N/A
2024,02,Clark,02171.1,Carl ES,Regular,31.5,2,NO,43.5,36.1,9.1,YES,YES,NO,NO,NO,37.2,22.4,54.5,54.5,N/A,N/A,N/A,N/A,N/A,N/A,N/A,14.9,NO,N/A,NO,N/A,YES,1
2024,02,Clark,02172.1,Darnell ES,Regular,23.5,1,NO,43.7,39.2,6.4,YES,YES,NO,NO,NO,36.1,30.7,16.6,16.6,N/A,N/A,N/A,N/A,N/A,N/A,N/A,31.3,NO,N/A,YES,N/A,NO,N/A
2024,02,Clark,02173.1,Heckethorn ES,Regular,68.8,4,NO,64.5,58.4,14.6,YES,YES,NO,NO,NO,59.2,41.6,-,-,N/A,N/A,N/A,N/A,N/A,N/A,N/A,16.7,NO,N/A,NO,N/A,NO,N/A
2024,02,Clark,02174.1,Rogers ES,Regular,49,2,NO,47.9,44.9,22.2,YES,YES,NO,NO,NO,53.9,36.6,39.4,39.4,N/A,N/A,N/A,N/A,N/A,N/A,N/A,22.4,NO,N/A,NO,N/A,NO,N/A
2024,02,Clark,02175.1,Snyder W ES,Regular,26.5,1,YES,25.5,22.5,<5,YES,YES,NO,NO,NO,35.0,29.8,30.4,30.4,N/A,N/A,N/A,N/A,N/A,N/A,N/A,35.1,NO,N/A,NO,N/A,NO,N/A
2024,02,Clark,02176.1,Twitchell ES,Regular,81.5,4,NO,65.6,62.4,40.6,YES,YES,NO,NO,NO,63.0,56.0,65.0,65.0,N/A,N/A,N/A,N/A,N/A,N/A,N/A,7.1,NO,N/A,NO,N/A,NO,N/A
2024,02,Clark,02177.1,Watson ES,Regular,15,1,YES,27.2,24.9,<5,YES,YES,NO,NO,NO,31.0,21.5,43.7,43.7,N/A,N/A,N/A,N/A,N/A,N/A,N/A,26.7,NO,N/A,NO,N/A,YES,2
2024,02,Clark,02178.1,Alamo ES,Regular,50,3,NO,52.9,46.0,14.1,YES,YES,NO,NO,NO,54.5,39.7,51.0,51.0,N/A,N/A,N/A,N/A,N/A,N/A,N/A,16.7,NO,N/A,NO,N/A,NO,N/A
2024,02,Clark,02179.1,Brookman ES,Regular,34.5,2,YES,42.8,34.5,10.3,YES,YES,NO,NO,NO,41.3,32.6,41.8,41.8,N/A,N/A,N/A,N/A,N/A,N/A,N/A,21.3,NO,N/A,NO,N/A,NO,N/A
2024,02,Clark,02180.1,Cozine ES,Regular,29.5,2,YES,39.4,33.5,8.4,YES,YES,NO,NO,NO,40.6,33.4,37.1,37.1,N/A,N/A,N/A,N/A,N/A,N/A,N/A,21.1,NO,N/A,NO,N/A,YES,1
2024,02,Clark,02181.1,Gehring ACAD ES,Regular,96,5,NO,81.8,82.8,60.7,YES,YES,NO,NO,NO,73.4,74.0,64.8,64.8,N/A,N/A,N/A,N/A,N/A,N/A,N/A,<5,NO,N/A,NO,N/A,NO,N/A
2024,02,Clark,02182.1,Iverson ES,Regular,42.5,2,YES,41.7,41.3,12.2,YES,YES,NO,NO,NO,41.9,41.6,31.5,31.5,N/A,N/A,N/A,N/A,N/A,N/A,N/A,18.0,NO,N/A,NO,N/A,NO,N/A
2024,02,Clark,02183.1,Walker ES,Regular,48.5,2,NO,54.8,50.6,24.0,YES,YES,NO,NO,NO,52.5,48.5,18.1,18.1,N/A,N/A,N/A,N/A,N/A,N/A,N/A,19.0,NO,N/A,NO,N/A,NO,N/A
2024,02,Clark,02184.1,Conners ES,Regular,69,4,YES,56.7,50.1,19.8,YES,YES,NO,NO,NO,57.8,51.1,56.0,56.0,N/A,N/A,N/A,N/A,N/A,N/A,N/A,24.6,NO,N/A,NO,N/A,NO,N/A
2024,02,Clark,02185.1,Givens ES,Regular,71,4,NO,71.4,70.5,35.0,YES,YES,NO,NO,NO,56.6,51.8,59.5,59.5,N/A,N/A,N/A,N/A,N/A,N/A,N/A,13.1,NO,N/A,NO,N/A,NO,N/A
2024,02,Clark,02186.1,Goolsby ES,Regular,84.5,5,NO,71.8,70.1,51.6,YES,YES,NO,NO,NO,67.4,61.4,55.3,55.3,N/A,N/A,N/A,N/A,N/A,N/A,N/A,11.2,NO,N/A,NO,N/A,NO,N/A
2024,02,Clark,02187.1,Hummel ES,Regular,18,1,YES,34.8,32.5,<5,YES,YES,NO,NO,NO,38.1,19.3,5.7,5.7,N/A,N/A,N/A,N/A,N/A,N/A,N/A,28.7,NO,N/A,NO,N/A,YES,1
2024,02,Clark,02188.1,Scherkenbach ES,Regular,78.8,4,NO,66.5,54.9,9.3,YES,YES,NO,NO,NO,60.1,49.0,-,-,N/A,N/A,N/A,N/A,N/A,N/A,N/A,14.4,NO,N/A,NO,N/A,NO,N/A
2024,02,Clark,02189.1,Simmons ES,Regular,21,1,YES,41.5,27.6,14.5,YES,YES,NO,NO,NO,38.8,17.0,34.0,34.0,N/A,N/A,N/A,N/A,N/A,N/A,N/A,20.9,NO,N/A,NO,N/A,YES,1
2024,02,Clark,02190.1,Tanaka ES,Regular,58.5,3,YES,55.6,53.1,22.1,YES,YES,NO,NO,NO,52.0,45.5,60.8,60.8,N/A,N/A,N/A,N/A,N/A,N/A,N/A,28.5,NO,N/A,NO,N/A,NO,N/A
2024,02,Clark,02191.1,Tartan ES,Regular,28,2,YES,29.3,21.1,<5,YES,YES,YES,NO,NO,41.0,23.3,36.3,36.3,N/A,N/A,N/A,N/A,N/A,N/A,N/A,34.7,NO,N/A,YES,N/A,NO,N/A
2024,02,Clark,02192.1,Thiriot ES,Regular,55.5,3,YES,40.7,39.0,18.2,YES,YES,NO,NO,NO,47.9,36.3,69.6,69.6,N/A,N/A,N/A,N/A,N/A,N/A,N/A,12.6,NO,N/A,NO,N/A,YES,2
2024,02,Clark,02193.1,Batterman ES,Regular,78.5,4,NO,63.7,60.2,29.2,YES,YES,NO,NO,NO,62.0,54.6,48.5,48.5,N/A,N/A,N/A,N/A,N/A,N/A,N/A,14.1,NO,N/A,NO,N/A,NO,N/A
2024,02,Clark,02194.1,Ries ES,Regular,49.5,2,NO,54.5,51.6,13.5,YES,YES,NO,NO,NO,55.2,40.6,29.0,29.0,N/A,N/A,N/A,N/A,N/A,N/A,N/A,18.7,NO,N/A,NO,N/A,NO,N/A
2024,02,Clark,02195.1,Hickey ES,Regular,13,1,YES,23.1,18.5,<5,YES,YES,NO,NO,NO,23.5,17.9,24.2,24.2,N/A,N/A,N/A,N/A,N/A,N/A,N/A,30.8,NO,N/A,NO,N/A,YES,2
2024,02,Clark,02196.1,Jeffers ES,Regular,15.5,1,YES,19.7,20.6,<5,YES,YES,NO,NO,NO,26.6,24.1,22.0,22.0,N/A,N/A,N/A,N/A,N/A,N/A,N/A,29.7,NO,N/A,YES,N/A,NO,N/A
2024,02,Clark,02197.1,Goynes ES,Regular,58,3,NO,56.7,46.9,13.8,YES,YES,NO,NO,NO,56.9,42.1,36.0,36.0,N/A,N/A,N/A,N/A,N/A,N/A,N/A,22.6,NO,N/A,NO,N/A,NO,N/A
2024,02,Clark,02198.1,Thompson ES,Regular,40,2,NO,50.1,42.4,15.0,YES,YES,NO,NO,NO,49.0,37.3,-,-,N/A,N/A,N/A,N/A,N/A,N/A,N/A,19.5,NO,N/A,NO,N/A,NO,N/A
2024,02,Clark,02199.1,Hayden ES,Regular,14,1,YES,26.4,18.4,<5,YES,YES,NO,NO,NO,28.3,17.2,14.7,14.7,N/A,N/A,N/A,N/A,N/A,N/A,N/A,29.8,NO,N/A,NO,N/A,YES,1
2024,02,Clark,02200.1,Wright ES,Regular,35,2,YES,57.8,40.7,13.3,YES,YES,NO,NO,NO,52.9,20.9,38.0,38.0,N/A,N/A,N/A,N/A,N/A,N/A,N/A,20.2,NO,N/A,NO,N/A,NO,N/A
2024,02,Clark,02201.1,Ronzone ES,Regular,13,1,YES,21.4,16.1,<5,YES,YES,NO,NO,NO,29.2,18.7,25.6,25.6,N/A,N/A,N/A,N/A,N/A,N/A,N/A,25.2,NO,N/A,NO,N/A,YES,2
2024,02,Clark,02202.1,Hoggard ES,Regular,62.5,3,NO,60.7,56.4,15.6,YES,YES,NO,NO,NO,53.8,49.1,35.2,35.2,N/A,N/A,N/A,N/A,N/A,N/A,N/A,5.0,NO,N/A,NO,N/A,NO,N/A
2024,02,Clark,02203.1,Ronnow ES,Regular,19,1,YES,25.7,25.7,<5,YES,YES,NO,NO,NO,26.8,21.7,38.6,38.6,N/A,N/A,N/A,N/A,N/A,N/A,N/A,18.7,NO,N/A,NO,N/A,YES,2
2024,02,Clark,02204.1,Squires ES,Regular,22,1,YES,28.2,19.6,<5,YES,YES,NO,NO,NO,38.9,18.6,28.0,28.0,N/A,N/A,N/A,N/A,N/A,N/A,N/A,30.0,NO,N/A,YES,N/A,NO,N/A
2024,02,Clark,02205.1,Crestwood ES,Regular,56,3,YES,31.8,26.9,<5,YES,YES,NO,NO,NO,45.6,41.7,58.3,58.3,N/A,N/A,N/A,N/A,N/A,N/A,N/A,13.5,NO,N/A,NO,N/A,NO,N/A
2024,02,Clark,02206.1,Gilbert ES,Regular,43.5,2,YES,46.0,32.7,<5,YES,YES,NO,NO,NO,49.3,36.8,43.4,43.4,N/A,N/A,N/A,N/A,N/A,N/A,N/A,17.3,NO,N/A,NO,N/A,NO,N/A
2024,02,Clark,02207.1,Hancock ES,Regular,20.5,1,YES,29.3,26.5,5.4,YES,YES,NO,NO,NO,32.1,24.1,40.6,40.6,N/A,N/A,N/A,N/A,N/A,N/A,N/A,29.3,YES,5,NO,N/A,NO,N/A
2024,02,Clark,02208.1,Griffith ES,Regular,22,1,YES,22.7,20.3,<5,YES,YES,NO,NO,NO,23.0,26.9,25.8,25.8,N/A,N/A,N/A,N/A,N/A,N/A,N/A,22.2,NO,N/A,NO,N/A,NO,N/A
2024,02,Clark,02209.1,Herron ES,Regular,29,2,YES,37.7,37.0,5.0,YES,YES,NO,NO,NO,37.9,24.0,41.8,41.8,N/A,N/A,N/A,N/A,N/A,N/A,N/A,6.9,NO,N/A,NO,N/A,NO,N/A
2024,02,Clark,02210.1,Hewetson ES,Regular,21,1,YES,22.8,16.9,<5,YES,YES,NO,NO,NO,26.3,22.5,36.0,36.0,N/A,N/A,N/A,N/A,N/A,N/A,N/A,22.3,NO,N/A,YES,N/A,NO,N/A
2024,02,Clark,02211.1,Booker ES,Regular,32.5,2,YES,24.1,17.7,6.0,YES,YES,NO,NO,NO,34.0,31.9,44.8,44.8,N/A,N/A,N/A,N/A,N/A,N/A,N/A,22.4,NO,N/A,NO,N/A,NO,N/A
2024,02,Clark,02212.1,Earl I ES,Regular,12,1,YES,16.4,17.1,<5,YES,YES,NO,NO,NO,22.9,17.3,28.1,28.1,N/A,N/A,N/A,N/A,N/A,N/A,N/A,27.3,NO,N/A,YES,N/A,NO,N/A
2024,02,Clark,02213.1,Manch ES,Regular,9,1,YES,18.1,7.4,<5,YES,YES,NO,NO,NO,17.3,6.4,18.9,18.9,N/A,N/A,N/A,N/A,N/A,N/A,N/A,49.6,YES,6,NO,N/A,NO,N/A
2024,02,Clark,02214.1,Ullom ES,Regular,43.5,2,YES,35.5,32.0,10.8,YES,YES,NO,NO,NO,38.0,35.3,55.6,55.6,N/A,N/A,N/A,N/A,N/A,N/A,N/A,31.7,NO,N/A,NO,N/A,NO,N/A
2024,02,Clark,02215.1,Miller John F ES,Special Education,6.6,1,YES,<5,15.0,-,-,N/A,YES,NO,NO,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,61.2,YES,4,NO,N/A,NO,N/A
2024,02,Clark,02215.2,Miller John F MS,Special Education,8.1,1,NO,<5,<5,-,NO,NO,YES,YES,NO,N/A,N/A,N/A,N/A,-,N/A,N/A,N/A,N/A,N/A,N/A,54.5,YES,4,NO,N/A,NO,N/A
2024,02,Clark,02215.3,Miller John F HS,Special Education,3.3,1,NO,<5,<5,-,-,-,YES,NO,NO,N/A,N/A,N/A,N/A,N/A,<5,N/A,N/A,N/A,<5,<5,55.5,YES,4,NO,N/A,NO,N/A
