SCHOOL_ID,SCHOOL_YEAR,SCHOOL_NAME,TOTAL_ENROLLMENT,CHRONIC_ABSENTEEISM_RATE,ABSENTEEISM_TIER,ELA_PCT_PROFICIENT,ELA_SUPPRESSED,MATH_PCT_PROFICIENT,MATH_SUPPRESSED,DBT_UPDATED_AT
2106,2023,Ruthe Deskin Elementary School,527,34,Critical,38,FALSE,29,FALSE,2026-06-23 16:30:42.783 -0700
2106,2024,Ruthe Deskin Elementary School,491,24,High,49,FALSE,36,FALSE,2026-06-23 16:30:42.783 -0700
2107,2020,Frank Kim Elementary School,435,9,Low,43,FALSE,19,FALSE,2026-06-23 16:30:42.783 -0700
2107,2021,Frank Kim Elementary School,381,32,Critical,38,FALSE,21,FALSE,2026-06-23 16:30:42.783 -0700
2107,2022,Frank Kim Elementary School,412,33,Critical,43,FALSE,30,FALSE,2026-06-23 16:30:42.783 -0700
2107,2023,Frank Kim Elementary School,427,31,Critical,36,FALSE,29,FALSE,2026-06-23 16:30:42.783 -0700
2107,2024,Frank Kim Elementary School,430,27,High,47,FALSE,40,FALSE,2026-06-23 16:30:42.783 -0700
2108,2020,John R Beatty Elementary School,554,24,High,42,FALSE,18,FALSE,2026-06-23 16:30:42.783 -0700
2108,2021,John R Beatty Elementary School,537,36,Critical,47,FALSE,27,FALSE,2026-06-23 16:30:42.783 -0700
2108,2022,John R Beatty Elementary School,493,35,Critical,48,FALSE,32,FALSE,2026-06-23 16:30:42.783 -0700
2108,2023,John R Beatty Elementary School,503,35,Critical,54,FALSE,36,FALSE,2026-06-23 16:30:42.783 -0700
2108,2024,John R Beatty Elementary School,486,32,Critical,55,FALSE,40,FALSE,2026-06-23 16:30:42.783 -0700
2109,2020,M J Christensen Elementary School,482,22,High,45,FALSE,16,FALSE,2026-06-23 16:30:42.783 -0700
2109,2021,M J Christensen Elementary School,530,44,Critical,46,FALSE,28,FALSE,2026-06-23 16:30:42.783 -0700
2109,2022,M J Christensen Elementary School,541,42,Critical,44,FALSE,29,FALSE,2026-06-23 16:30:42.783 -0700
2109,2023,M J Christensen Elementary School,492,37,Critical,42,FALSE,33,FALSE,2026-06-23 16:30:42.783 -0700
2109,2024,M J Christensen Elementary School,487,37,Critical,52,FALSE,41,FALSE,2026-06-23 16:30:42.783 -0700
2110,2020,Claude & Stella Parson Elementary School,316,43,Critical,16,FALSE,,FALSE,2026-06-23 16:30:42.783 -0700
2110,2021,Claude & Stella Parson Elementary School,297,42,Critical,19,FALSE,13,FALSE,2026-06-23 16:30:42.783 -0700
2110,2022,Claude & Stella Parson Elementary School,309,38,Critical,20,FALSE,15,FALSE,2026-06-23 16:30:42.783 -0700
2110,2023,Claude & Stella Parson Elementary School,312,41,Critical,28,FALSE,14,FALSE,2026-06-23 16:30:42.783 -0700
2110,2024,Claude & Stella Parson Elementary School,323,35,Critical,24,FALSE,14,FALSE,2026-06-23 16:30:42.783 -0700
2111,2020,John Dooley Elementary School,340,15,Moderate,48,FALSE,18,FALSE,2026-06-23 16:30:42.783 -0700
2111,2021,John Dooley Elementary School,346,32,Critical,53,FALSE,46,FALSE,2026-06-23 16:30:42.783 -0700
2111,2022,John Dooley Elementary School,337,32,Critical,52,FALSE,45,FALSE,2026-06-23 16:30:42.783 -0700
2111,2023,John Dooley Elementary School,339,27,High,51,FALSE,46,FALSE,2026-06-23 16:30:42.783 -0700
2111,2024,John Dooley Elementary School,332,19,Moderate,48,FALSE,46,FALSE,2026-06-23 16:30:42.783 -0700
2112,2020,John F Mendoza Elementary School,738,22,High,20,FALSE,13,FALSE,2026-06-23 16:30:42.783 -0700
2112,2021,John F Mendoza Elementary School,649,40,Critical,33,FALSE,28,FALSE,2026-06-23 16:30:42.783 -0700
2112,2022,John F Mendoza Elementary School,666,36,Critical,34,FALSE,30,FALSE,2026-06-23 16:30:42.783 -0700
2112,2023,John F Mendoza Elementary School,645,27,High,30,FALSE,25,FALSE,2026-06-23 16:30:42.783 -0700
2112,2024,John F Mendoza Elementary School,648,25,High,40,FALSE,32,FALSE,2026-06-23 16:30:42.783 -0700
2113,2020,James B McMillan Elementary School,506,43,Critical,18,FALSE,,TRUE,2026-06-23 16:30:42.783 -0700
2113,2021,James B McMillan Elementary School,474,53,Critical,29,FALSE,18,FALSE,2026-06-23 16:30:42.783 -0700
2113,2022,James B McMillan Elementary School,526,47,Critical,26,FALSE,18,FALSE,2026-06-23 16:30:42.783 -0700
2113,2023,James B McMillan Elementary School,498,42,Critical,38,FALSE,26,FALSE,2026-06-23 16:30:42.783 -0700
2113,2024,James B McMillan Elementary School,460,35,Critical,40,FALSE,30,FALSE,2026-06-23 16:30:42.783 -0700
2114,2020,Ute Perkins Elementary School,137,22,High,53,FALSE,31,FALSE,2026-06-23 16:30:42.783 -0700
2114,2021,Ute Perkins Elementary School,148,54,Critical,45,FALSE,44,FALSE,2026-06-23 16:30:42.783 -0700
2114,2022,Ute Perkins Elementary School,152,32,Critical,38,FALSE,40,FALSE,2026-06-23 16:30:42.783 -0700
2114,2023,Ute Perkins Elementary School,153,34,Critical,45,FALSE,44,FALSE,2026-06-23 16:30:42.783 -0700
2114,2024,Ute Perkins Elementary School,138,32,Critical,46,FALSE,38,FALSE,2026-06-23 16:30:42.783 -0700
2115,2020,Ann Lynch Elementary School,562,47,Critical,,FALSE,,FALSE,2026-06-23 16:30:42.783 -0700
2115,2021,Ann Lynch Elementary School,533,59,Critical,13,FALSE,7,FALSE,2026-06-23 16:30:42.783 -0700
2115,2022,Ann Lynch Elementary School,485,61,Critical,15,FALSE,11,FALSE,2026-06-23 16:30:42.783 -0700
2115,2023,Ann Lynch Elementary School,426,43,Critical,15,FALSE,12,FALSE,2026-06-23 16:30:42.783 -0700
2115,2024,Ann Lynch Elementary School,446,37,Critical,21,FALSE,17,FALSE,2026-06-23 16:30:42.783 -0700
2116,2020,Gwendolyn Woolley Elementary School,662,19,Moderate,21,FALSE,7,FALSE,2026-06-23 16:30:42.783 -0700
2116,2021,Gwendolyn Woolley Elementary School,623,49,Critical,26,FALSE,15,FALSE,2026-06-23 16:30:42.783 -0700
2116,2022,Gwendolyn Woolley Elementary School,683,47,Critical,28,FALSE,16,FALSE,2026-06-23 16:30:42.783 -0700
2116,2023,Gwendolyn Woolley Elementary School,707,37,Critical,29,FALSE,21,FALSE,2026-06-23 16:30:42.783 -0700
2116,2024,Gwendolyn Woolley Elementary School,651,32,Critical,32,FALSE,19,FALSE,2026-06-23 16:30:42.783 -0700
2117,2020,Robert Lunt Elementary School,551,31,Critical,16,FALSE,7,FALSE,2026-06-23 16:30:42.783 -0700
2117,2021,Robert Lunt Elementary School,502,50,Critical,19,FALSE,13,FALSE,2026-06-23 16:30:42.783 -0700
2117,2022,Robert Lunt Elementary School,470,47,Critical,21,FALSE,13,FALSE,2026-06-23 16:30:42.783 -0700
2117,2023,Robert Lunt Elementary School,447,37,Critical,14,FALSE,13,FALSE,2026-06-23 16:30:42.783 -0700
2117,2024,Robert Lunt Elementary School,384,27,High,20,FALSE,21,FALSE,2026-06-23 16:30:42.783 -0700
2118,2020,Dorothy Eisenberg Elementary School,516,18,Moderate,27,FALSE,15,FALSE,2026-06-23 16:30:42.783 -0700
2118,2021,Dorothy Eisenberg Elementary School,528,38,Critical,44,FALSE,28,FALSE,2026-06-23 16:30:42.783 -0700
2118,2022,Dorothy Eisenberg Elementary School,505,32,Critical,43,FALSE,37,FALSE,2026-06-23 16:30:42.783 -0700
2118,2023,Dorothy Eisenberg Elementary School,467,30,Critical,42,FALSE,39,FALSE,2026-06-23 16:30:42.783 -0700
2118,2024,Dorothy Eisenberg Elementary School,497,25,High,53,FALSE,42,FALSE,2026-06-23 16:30:42.783 -0700
2119,2020,Wing and Lilly Fong Elementary School,717,44,Critical,26,FALSE,11,FALSE,2026-06-23 16:30:42.783 -0700
2119,2021,Wing and Lilly Fong Elementary School,712,55,Critical,35,FALSE,27,FALSE,2026-06-23 16:30:42.783 -0700
2119,2022,Wing and Lilly Fong Elementary School,654,50,Critical,32,FALSE,29,FALSE,2026-06-23 16:30:42.783 -0700
2119,2023,Wing and Lilly Fong Elementary School,604,39,Critical,36,FALSE,30,FALSE,2026-06-23 16:30:42.783 -0700
2119,2024,Wing and Lilly Fong Elementary School,609,33,Critical,34,FALSE,26,FALSE,2026-06-23 16:30:42.783 -0700
2120,2020,James Gibson Elementary School,494,14,Moderate,39,FALSE,24,FALSE,2026-06-23 16:30:42.783 -0700
2120,2021,James Gibson Elementary School,488,35,Critical,61,FALSE,45,FALSE,2026-06-23 16:30:42.783 -0700
2120,2022,James Gibson Elementary School,458,33,Critical,58,FALSE,43,FALSE,2026-06-23 16:30:42.783 -0700
2120,2023,James Gibson Elementary School,411,26,High,57,FALSE,51,FALSE,2026-06-23 16:30:42.783 -0700
2120,2024,James Gibson Elementary School,409,22,High,61,FALSE,52,FALSE,2026-06-23 16:30:42.783 -0700
2121,2020,Elaine Wynn Elementary School,811,31,Critical,15,FALSE,6,FALSE,2026-06-23 16:30:42.783 -0700
2121,2021,Elaine Wynn Elementary School,783,42,Critical,15,FALSE,10,FALSE,2026-06-23 16:30:42.783 -0700
2121,2022,Elaine Wynn Elementary School,743,42,Critical,21,FALSE,11,FALSE,2026-06-23 16:30:42.783 -0700
2121,2023,Elaine Wynn Elementary School,703,39,Critical,19,FALSE,15,FALSE,2026-06-23 16:30:42.783 -0700
2121,2024,Elaine Wynn Elementary School,706,38,Critical,25,FALSE,21,FALSE,2026-06-23 16:30:42.783 -0700
2122,2020,Charlotte Hill Elementary School,519,11,Moderate,47,FALSE,24,FALSE,2026-06-23 16:30:42.783 -0700
2122,2021,Charlotte Hill Elementary School,483,33,Critical,48,FALSE,36,FALSE,2026-06-23 16:30:42.783 -0700
2122,2022,Charlotte Hill Elementary School,499,34,Critical,46,FALSE,33,FALSE,2026-06-23 16:30:42.783 -0700
2122,2023,Charlotte Hill Elementary School,507,28,High,53,FALSE,52,FALSE,2026-06-23 16:30:42.783 -0700
2122,2024,Charlotte Hill Elementary School,471,26,High,54,FALSE,53,FALSE,2026-06-23 16:30:42.783 -0700
2123,2020,Walter Jacobson Elementary School,494,25,High,47,FALSE,34,FALSE,2026-06-23 16:30:42.783 -0700
2123,2021,Walter Jacobson Elementary School,505,44,Critical,50,FALSE,41,FALSE,2026-06-23 16:30:42.783 -0700
2123,2022,Walter Jacobson Elementary School,505,44,Critical,47,FALSE,44,FALSE,2026-06-23 16:30:42.783 -0700
2123,2023,Walter Jacobson Elementary School,519,27,High,42,FALSE,29,FALSE,2026-06-23 16:30:42.783 -0700
2123,2024,Walter Jacobson Elementary School,494,17,Moderate,39,FALSE,32,FALSE,2026-06-23 16:30:42.783 -0700
2124,2020,Herbert A Derfelt Elementary School,567,29,High,26,FALSE,18,FALSE,2026-06-23 16:30:42.783 -0700
2124,2021,Herbert A Derfelt Elementary School,588,45,Critical,29,FALSE,23,FALSE,2026-06-23 16:30:42.783 -0700
2124,2022,Herbert A Derfelt Elementary School,578,44,Critical,44,FALSE,33,FALSE,2026-06-23 16:30:42.783 -0700
2124,2023,Herbert A Derfelt Elementary School,513,35,Critical,43,FALSE,31,FALSE,2026-06-23 16:30:42.783 -0700
2124,2024,Herbert A Derfelt Elementary School,553,30,Critical,42,FALSE,34,FALSE,2026-06-23 16:30:42.783 -0700
2125,2020,Cynthia Cunningham Elementary School,780,57,Critical,23,FALSE,18,FALSE,2026-06-23 16:30:42.783 -0700
2125,2021,Cynthia Cunningham Elementary School,690,53,Critical,22,FALSE,18,FALSE,2026-06-23 16:30:42.783 -0700
2125,2022,Cynthia Cunningham Elementary School,692,51,Critical,26,FALSE,20,FALSE,2026-06-23 16:30:42.783 -0700
2125,2023,Cynthia Cunningham Elementary School,632,41,Critical,29,FALSE,18,FALSE,2026-06-23 16:30:42.783 -0700
2125,2024,Cynthia Cunningham Elementary School,601,45,Critical,27,FALSE,21,FALSE,2026-06-23 16:30:42.783 -0700
2126,2020,David M Cox Elementary School,536,11,Moderate,49,FALSE,32,FALSE,2026-06-23 16:30:42.783 -0700
2126,2021,David M Cox Elementary School,522,24,High,56,FALSE,49,FALSE,2026-06-23 16:30:42.783 -0700
2126,2022,David M Cox Elementary School,512,24,High,56,FALSE,48,FALSE,2026-06-23 16:30:42.783 -0700
2126,2023,David M Cox Elementary School,491,18,Moderate,59,FALSE,54,FALSE,2026-06-23 16:30:42.783 -0700
2126,2024,David M Cox Elementary School,460,19,Moderate,63,FALSE,56,FALSE,2026-06-23 16:30:42.783 -0700
2127,2020,Harriet Treem Elementary School,469,21,High,46,FALSE,19,FALSE,2026-06-23 16:30:42.783 -0700
2127,2021,Harriet Treem Elementary School,472,52,Critical,47,FALSE,40,FALSE,2026-06-23 16:30:42.783 -0700
2127,2022,Harriet Treem Elementary School,501,44,Critical,50,FALSE,43,FALSE,2026-06-23 16:30:42.783 -0700
2127,2023,Harriet Treem Elementary School,493,41,Critical,48,FALSE,38,FALSE,2026-06-23 16:30:42.783 -0700
2127,2024,Harriet Treem Elementary School,497,24,High,52,FALSE,48,FALSE,2026-06-23 16:30:42.783 -0700
2128,2020,Richard Rundle Elementary School,659,32,Critical,18,FALSE,11,FALSE,2026-06-23 16:30:42.783 -0700
2128,2021,Richard Rundle Elementary School,630,52,Critical,32,FALSE,18,FALSE,2026-06-23 16:30:42.783 -0700
2128,2022,Richard Rundle Elementary School,672,46,Critical,27,FALSE,21,FALSE,2026-06-23 16:30:42.783 -0700
2128,2023,Richard Rundle Elementary School,621,35,Critical,30,FALSE,24,FALSE,2026-06-23 16:30:42.783 -0700
2128,2024,Richard Rundle Elementary School,598,26,High,33,FALSE,29,FALSE,2026-06-23 16:30:42.783 -0700
2129,2020,Helen Herr Elementary School,680,28,High,15,FALSE,6,FALSE,2026-06-23 16:30:42.783 -0700
2129,2021,Helen Herr Elementary School,666,47,Critical,23,FALSE,14,FALSE,2026-06-23 16:30:42.783 -0700
2129,2022,Helen Herr Elementary School,615,39,Critical,29,FALSE,28,FALSE,2026-06-23 16:30:42.783 -0700
2129,2023,Helen Herr Elementary School,594,28,High,29,FALSE,23,FALSE,2026-06-23 16:30:42.783 -0700
2129,2024,Helen Herr Elementary School,584,25,High,37,FALSE,34,FALSE,2026-06-23 16:30:42.783 -0700
2130,2020,Jack Dailey Elementary School,651,20,High,27,FALSE,19,FALSE,2026-06-23 16:30:42.783 -0700
2130,2021,Jack Dailey Elementary School,607,37,Critical,27,FALSE,18,FALSE,2026-06-23 16:30:42.783 -0700
2130,2022,Jack Dailey Elementary School,543,30,Critical,36,FALSE,25,FALSE,2026-06-23 16:30:42.783 -0700
2130,2023,Jack Dailey Elementary School,494,34,Critical,31,FALSE,23,FALSE,2026-06-23 16:30:42.783 -0700
2130,2024,Jack Dailey Elementary School,506,30,Critical,33,FALSE,23,FALSE,2026-06-23 16:30:42.783 -0700
2131,2020,Kirk Adams Elementary School,407,15,Moderate,27,FALSE,13,FALSE,2026-06-23 16:30:42.783 -0700
2131,2021,Kirk Adams Elementary School,403,34,Critical,30,FALSE,21,FALSE,2026-06-23 16:30:42.783 -0700
2131,2022,Kirk Adams Elementary School,403,41,Critical,28,FALSE,16,FALSE,2026-06-23 16:30:42.783 -0700
2131,2023,Kirk Adams Elementary School,404,26,High,29,FALSE,22,FALSE,2026-06-23 16:30:42.783 -0700
2131,2024,Kirk Adams Elementary School,321,22,High,32,FALSE,25,FALSE,2026-06-23 16:30:42.783 -0700
2132,2020,Ernest May Elementary School,553,20,High,33,FALSE,16,FALSE,2026-06-23 16:30:42.783 -0700
2132,2021,Ernest May Elementary School,552,42,Critical,53,FALSE,35,FALSE,2026-06-23 16:30:42.783 -0700
2132,2022,Ernest May Elementary School,584,35,Critical,47,FALSE,36,FALSE,2026-06-23 16:30:42.783 -0700
2132,2023,Ernest May Elementary School,582,26,High,51,FALSE,38,FALSE,2026-06-23 16:30:42.783 -0700
2132,2024,Ernest May Elementary School,580,28,High,59,FALSE,46,FALSE,2026-06-23 16:30:42.783 -0700
2133,2020,Marc Kahre Elementary School,420,27,High,35,FALSE,14,FALSE,2026-06-23 16:30:42.783 -0700
2133,2021,Marc Kahre Elementary School,361,37,Critical,36,FALSE,22,FALSE,2026-06-23 16:30:42.783 -0700
2133,2022,Marc Kahre Elementary School,385,35,Critical,39,FALSE,22,FALSE,2026-06-23 16:30:42.783 -0700
2133,2023,Marc Kahre Elementary School,367,36,Critical,37,FALSE,30,FALSE,2026-06-23 16:30:42.783 -0700
2133,2024,Marc Kahre Elementary School,372,28,High,40,FALSE,37,FALSE,2026-06-23 16:30:42.783 -0700
2134,2020,Edythe & Lloyd Katz Elementary School,626,32,Critical,19,FALSE,7,FALSE,2026-06-23 16:30:42.783 -0700
2134,2021,Edythe & Lloyd Katz Elementary School,593,46,Critical,32,FALSE,19,FALSE,2026-06-23 16:30:42.783 -0700
2134,2022,Edythe & Lloyd Katz Elementary School,572,39,Critical,26,FALSE,22,FALSE,2026-06-23 16:30:42.783 -0700
2134,2023,Edythe & Lloyd Katz Elementary School,570,33,Critical,37,FALSE,33,FALSE,2026-06-23 16:30:42.783 -0700
2134,2024,Edythe & Lloyd Katz Elementary School,590,29,High,29,FALSE,23,FALSE,2026-06-23 16:30:42.783 -0700
2135,2020,Helen Jydstrup Elementary School,581,23,High,42,FALSE,25,FALSE,2026-06-23 16:30:42.783 -0700
2135,2021,Helen Jydstrup Elementary School,629,37,Critical,37,FALSE,28,FALSE,2026-06-23 16:30:42.783 -0700
2135,2022,Helen Jydstrup Elementary School,608,38,Critical,38,FALSE,36,FALSE,2026-06-23 16:30:42.783 -0700
2135,2023,Helen Jydstrup Elementary School,580,26,High,38,FALSE,39,FALSE,2026-06-23 16:30:42.783 -0700
2135,2024,Helen Jydstrup Elementary School,563,23,High,50,FALSE,51,FALSE,2026-06-23 16:30:42.783 -0700
2136,2020,Martha P King Elementary School,301,15,Moderate,44,FALSE,34,FALSE,2026-06-23 16:30:42.783 -0700
2136,2021,Martha P King Elementary School,343,25,High,54,FALSE,44,FALSE,2026-06-23 16:30:42.783 -0700
2136,2022,Martha P King Elementary School,354,19,Moderate,60,FALSE,54,FALSE,2026-06-23 16:30:42.783 -0700
2136,2023,Martha P King Elementary School,371,19,Moderate,57,FALSE,53,FALSE,2026-06-23 16:30:42.783 -0700
2136,2024,Martha P King Elementary School,364,18,Moderate,67,FALSE,58,FALSE,2026-06-23 16:30:42.783 -0700
2137,2020,Selma F Bartlett Elementary School,654,16,Moderate,54,FALSE,26,FALSE,2026-06-23 16:30:42.783 -0700
2137,2021,Selma F Bartlett Elementary School,638,30,Critical,57,FALSE,48,FALSE,2026-06-23 16:30:42.783 -0700
2137,2022,Selma F Bartlett Elementary School,558,26,High,55,FALSE,46,FALSE,2026-06-23 16:30:42.783 -0700
2137,2023,Selma F Bartlett Elementary School,541,21,High,56,FALSE,48,FALSE,2026-06-23 16:30:42.783 -0700
2137,2024,Selma F Bartlett Elementary School,495,18,Moderate,60,FALSE,56,FALSE,2026-06-23 16:30:42.783 -0700
2138,2020,Patricia A Bendorf Elementary School,612,18,Moderate,41,FALSE,17,FALSE,2026-06-23 16:30:42.783 -0700
2138,2021,Patricia A Bendorf Elementary School,628,44,Critical,41,FALSE,21,FALSE,2026-06-23 16:30:42.783 -0700
2138,2022,Patricia A Bendorf Elementary School,581,38,Critical,34,FALSE,27,FALSE,2026-06-23 16:30:42.783 -0700
2138,2023,Patricia A Bendorf Elementary School,535,32,Critical,41,FALSE,33,FALSE,2026-06-23 16:30:42.783 -0700
2138,2024,Patricia A Bendorf Elementary School,487,26,High,39,FALSE,31,FALSE,2026-06-23 16:30:42.783 -0700
2139,2020,Jim Thorpe Elementary School,489,34,Critical,27,FALSE,15,FALSE,2026-06-23 16:30:42.783 -0700
2139,2021,Jim Thorpe Elementary School,485,58,Critical,27,FALSE,17,FALSE,2026-06-23 16:30:42.783 -0700
2139,2022,Jim Thorpe Elementary School,426,50,Critical,28,FALSE,20,FALSE,2026-06-23 16:30:42.783 -0700
2139,2023,Jim Thorpe Elementary School,397,41,Critical,34,FALSE,23,FALSE,2026-06-23 16:30:42.783 -0700
2139,2024,Jim Thorpe Elementary School,455,31,Critical,38,FALSE,26,FALSE,2026-06-23 16:30:42.783 -0700
2140,2020,Lee Antonello Elementary School,530,42,Critical,24,FALSE,18,FALSE,2026-06-23 16:30:42.783 -0700
2140,2021,Lee Antonello Elementary School,522,53,Critical,29,FALSE,26,FALSE,2026-06-23 16:30:42.783 -0700
2140,2022,Lee Antonello Elementary School,515,38,Critical,29,FALSE,27,FALSE,2026-06-23 16:30:42.783 -0700
2140,2023,Lee Antonello Elementary School,526,33,Critical,39,FALSE,35,FALSE,2026-06-23 16:30:42.783 -0700
2140,2024,Lee Antonello Elementary School,518,27,High,37,FALSE,30,FALSE,2026-06-23 16:30:42.783 -0700
2141,2020,William Lummis Elementary School,449,16,Moderate,52,FALSE,42,FALSE,2026-06-23 16:30:42.783 -0700
2141,2021,William Lummis Elementary School,476,28,High,54,FALSE,49,FALSE,2026-06-23 16:30:42.783 -0700
2141,2022,William Lummis Elementary School,450,23,High,63,FALSE,55,FALSE,2026-06-23 16:30:42.783 -0700
2141,2023,William Lummis Elementary School,484,22,High,61,FALSE,57,FALSE,2026-06-23 16:30:42.783 -0700
2141,2024,William Lummis Elementary School,503,17,Moderate,68,FALSE,63,FALSE,2026-06-23 16:30:42.783 -0700
2142,2020,Louis Wiener Jr Elementary School,471,23,High,34,FALSE,20,FALSE,2026-06-23 16:30:42.783 -0700
2142,2021,Louis Wiener Jr Elementary School,449,44,Critical,36,FALSE,29,FALSE,2026-06-23 16:30:42.783 -0700
2142,2022,Louis Wiener Jr Elementary School,472,45,Critical,33,FALSE,25,FALSE,2026-06-23 16:30:42.783 -0700
2142,2023,Louis Wiener Jr Elementary School,419,38,Critical,38,FALSE,27,FALSE,2026-06-23 16:30:42.783 -0700
2142,2024,Louis Wiener Jr Elementary School,423,41,Critical,35,FALSE,27,FALSE,2026-06-23 16:30:42.783 -0700
2143,2020,H P Fitzgerald Elementary School,393,58,Critical,24,FALSE,10,FALSE,2026-06-23 16:30:42.783 -0700
2143,2021,H P Fitzgerald Elementary School,367,55,Critical,34,FALSE,25,FALSE,2026-06-23 16:30:42.783 -0700
2143,2022,H P Fitzgerald Elementary School,388,57,Critical,34,FALSE,35,FALSE,2026-06-23 16:30:42.783 -0700
2143,2023,H P Fitzgerald Elementary School,423,46,Critical,28,FALSE,34,FALSE,2026-06-23 16:30:42.783 -0700
2143,2024,H P Fitzgerald Elementary School,400,42,Critical,31,FALSE,36,FALSE,2026-06-23 16:30:42.783 -0700
2144,2020,Mary & Zel Lowman Elementary School,730,49,Critical,15,FALSE,7,FALSE,2026-06-23 16:30:42.783 -0700
2144,2021,Mary & Zel Lowman Elementary School,717,60,Critical,23,FALSE,13,FALSE,2026-06-23 16:30:42.783 -0700
2144,2022,Mary & Zel Lowman Elementary School,696,56,Critical,13,FALSE,7,FALSE,2026-06-23 16:30:42.783 -0700
2144,2023,Mary & Zel Lowman Elementary School,714,51,Critical,18,FALSE,12,FALSE,2026-06-23 16:30:42.783 -0700
2144,2024,Mary & Zel Lowman Elementary School,689,43,Critical,23,FALSE,16,FALSE,2026-06-23 16:30:42.783 -0700
2145,2020,Piggott Academy Elementary School,714,6,Low,53,FALSE,33,FALSE,2026-06-23 16:30:42.783 -0700
2145,2021,Piggott Academy Elementary School,702,24,High,61,FALSE,53,FALSE,2026-06-23 16:30:42.783 -0700
2145,2022,Piggott Academy Elementary School,715,19,Moderate,53,FALSE,51,FALSE,2026-06-23 16:30:42.783 -0700
2145,2023,Piggott Academy Elementary School,718,13,Moderate,55,FALSE,61,FALSE,2026-06-23 16:30:42.783 -0700
2145,2024,Piggott Academy Elementary School,686,9,Low,64,FALSE,62,FALSE,2026-06-23 16:30:42.783 -0700
2146,2020,Ulis Newton Elementary School,640,15,Moderate,45,FALSE,37,FALSE,2026-06-23 16:30:42.783 -0700
2146,2021,Ulis Newton Elementary School,573,36,Critical,64,FALSE,50,FALSE,2026-06-23 16:30:42.783 -0700
2146,2022,Ulis Newton Elementary School,564,28,High,57,FALSE,50,FALSE,2026-06-23 16:30:42.783 -0700
2146,2023,Ulis Newton Elementary School,558,25,High,59,FALSE,49,FALSE,2026-06-23 16:30:42.783 -0700
2146,2024,Ulis Newton Elementary School,526,21,High,56,FALSE,46,FALSE,2026-06-23 16:30:42.783 -0700
2147,2020,Lucile Bruner Elementary School,570,14,Moderate,23,FALSE,10,FALSE,2026-06-23 16:30:42.783 -0700
2147,2021,Lucile Bruner Elementary School,583,48,Critical,38,FALSE,17,FALSE,2026-06-23 16:30:42.783 -0700
2147,2022,Lucile Bruner Elementary School,565,46,Critical,27,FALSE,14,FALSE,2026-06-23 16:30:42.783 -0700
2147,2023,Lucile Bruner Elementary School,554,40,Critical,28,FALSE,21,FALSE,2026-06-23 16:30:42.783 -0700
2147,2024,Lucile Bruner Elementary School,514,33,Critical,28,FALSE,22,FALSE,2026-06-23 16:30:42.783 -0700
2148,2020,Richard H Bryan Elementary School,472,13,Moderate,42,FALSE,31,FALSE,2026-06-23 16:30:42.783 -0700
2148,2021,Richard H Bryan Elementary School,462,29,High,46,FALSE,40,FALSE,2026-06-23 16:30:42.783 -0700
2148,2022,Richard H Bryan Elementary School,439,26,High,51,FALSE,41,FALSE,2026-06-23 16:30:42.783 -0700
2148,2023,Richard H Bryan Elementary School,465,24,High,53,FALSE,39,FALSE,2026-06-23 16:30:42.783 -0700
2148,2024,Richard H Bryan Elementary School,465,23,High,53,FALSE,48,FALSE,2026-06-23 16:30:42.783 -0700
2149,2020,Elizabeth Wilhelm Elementary School,498,33,Critical,19,FALSE,11,FALSE,2026-06-23 16:30:42.783 -0700
2149,2021,Elizabeth Wilhelm Elementary School,504,42,Critical,25,FALSE,22,FALSE,2026-06-23 16:30:42.783 -0700
2149,2022,Elizabeth Wilhelm Elementary School,483,45,Critical,28,FALSE,22,FALSE,2026-06-23 16:30:42.783 -0700
2149,2023,Elizabeth Wilhelm Elementary School,503,33,Critical,34,FALSE,29,FALSE,2026-06-23 16:30:42.783 -0700
2149,2024,Elizabeth Wilhelm Elementary School,440,33,Critical,34,FALSE,31,FALSE,2026-06-23 16:30:42.783 -0700
2150,2020,Aggie Roberts Elementary School,527,19,Moderate,34,FALSE,15,FALSE,2026-06-23 16:30:42.783 -0700
2150,2021,Aggie Roberts Elementary School,527,38,Critical,33,FALSE,22,FALSE,2026-06-23 16:30:42.783 -0700
2150,2022,Aggie Roberts Elementary School,497,34,Critical,26,FALSE,16,FALSE,2026-06-23 16:30:42.783 -0700
2150,2023,Aggie Roberts Elementary School,496,28,High,34,FALSE,23,FALSE,2026-06-23 16:30:42.783 -0700
2150,2024,Aggie Roberts Elementary School,464,25,High,38,FALSE,26,FALSE,2026-06-23 16:30:42.783 -0700
2151,2020,Dean LaMar Allen Elementary School,396,15,Moderate,50,FALSE,31,FALSE,2026-06-23 16:30:42.783 -0700
2151,2021,Dean LaMar Allen Elementary School,410,29,High,50,FALSE,29,FALSE,2026-06-23 16:30:42.783 -0700
2151,2022,Dean LaMar Allen Elementary School,467,30,Critical,49,FALSE,28,FALSE,2026-06-23 16:30:42.783 -0700
2151,2023,Dean LaMar Allen Elementary School,408,25,High,48,FALSE,41,FALSE,2026-06-23 16:30:42.783 -0700
2151,2024,Dean LaMar Allen Elementary School,390,27,High,45,FALSE,44,FALSE,2026-06-23 16:30:42.783 -0700
2152,2020,Eva Wolfe Elementary School,461,21,High,17,FALSE,5,FALSE,2026-06-23 16:30:42.783 -0700
