SCHOOL_ID,SCHOOL_YEAR,SCHOOL_NAME,TOTAL_ENROLLMENT,CHRONIC_ABSENTEEISM_RATE,ABSENTEEISM_TIER,ELA_PCT_PROFICIENT,ELA_SUPPRESSED,MATH_PCT_PROFICIENT,MATH_SUPPRESSED,DBT_UPDATED_AT
2152,2021,Eva Wolfe Elementary School,438,40,Critical,31,FALSE,27,FALSE,2026-06-23 16:30:42.783 -0700
2152,2022,Eva Wolfe Elementary School,434,41,Critical,31,FALSE,30,FALSE,2026-06-23 16:30:42.783 -0700
2152,2023,Eva Wolfe Elementary School,453,27,High,33,FALSE,26,FALSE,2026-06-23 16:30:42.783 -0700
2152,2024,Eva Wolfe Elementary School,450,21,High,43,FALSE,33,FALSE,2026-06-23 16:30:42.783 -0700
2153,2020,Daniel Goldfarb Elementary School,737,25,High,26,FALSE,14,FALSE,2026-06-23 16:30:42.783 -0700
2153,2021,Daniel Goldfarb Elementary School,676,40,Critical,36,FALSE,32,FALSE,2026-06-23 16:30:42.783 -0700
2153,2022,Daniel Goldfarb Elementary School,623,42,Critical,29,FALSE,26,FALSE,2026-06-23 16:30:42.783 -0700
2153,2023,Daniel Goldfarb Elementary School,593,34,Critical,32,FALSE,26,FALSE,2026-06-23 16:30:42.783 -0700
2153,2024,Daniel Goldfarb Elementary School,598,28,High,49,FALSE,42,FALSE,2026-06-23 16:30:42.783 -0700
2154,2020,John Vanderburg Elementary School,819,6,Low,77,FALSE,72,FALSE,2026-06-23 16:30:42.783 -0700
2154,2021,John Vanderburg Elementary School,584,13,Moderate,77,FALSE,74,FALSE,2026-06-23 16:30:42.783 -0700
2154,2022,John Vanderburg Elementary School,547,16,Moderate,73,FALSE,69,FALSE,2026-06-23 16:30:42.783 -0700
2154,2023,John Vanderburg Elementary School,554,14,Moderate,72,FALSE,68,FALSE,2026-06-23 16:30:42.783 -0700
2154,2024,John Vanderburg Elementary School,542,14,Moderate,72,FALSE,68,FALSE,2026-06-23 16:30:42.783 -0700
2155,2020,Arturo Cambeiro Elementary School,566,61,Critical,21,FALSE,10,FALSE,2026-06-23 16:30:42.783 -0700
2155,2021,Arturo Cambeiro Elementary School,513,48,Critical,30,FALSE,16,FALSE,2026-06-23 16:30:42.783 -0700
2155,2022,Arturo Cambeiro Elementary School,524,45,Critical,26,FALSE,15,FALSE,2026-06-23 16:30:42.783 -0700
2155,2023,Arturo Cambeiro Elementary School,504,40,Critical,29,FALSE,16,FALSE,2026-06-23 16:30:42.783 -0700
2155,2024,Arturo Cambeiro Elementary School,511,34,Critical,27,FALSE,20,FALSE,2026-06-23 16:30:42.783 -0700
2156,2020,Roger M Bryan Elementary School,605,17,Moderate,35,FALSE,22,FALSE,2026-06-23 16:30:42.783 -0700
2156,2021,Roger M Bryan Elementary School,569,35,Critical,48,FALSE,43,FALSE,2026-06-23 16:30:42.783 -0700
2156,2022,Roger M Bryan Elementary School,564,38,Critical,47,FALSE,44,FALSE,2026-06-23 16:30:42.783 -0700
2156,2023,Roger M Bryan Elementary School,599,35,Critical,49,FALSE,48,FALSE,2026-06-23 16:30:42.783 -0700
2156,2024,Roger M Bryan Elementary School,622,24,High,49,FALSE,50,FALSE,2026-06-23 16:30:42.783 -0700
2157,2020,John W Bonner Elementary School,780,6,Low,66,FALSE,50,FALSE,2026-06-23 16:30:42.783 -0700
2157,2021,John W Bonner Elementary School,822,23,High,69,FALSE,66,FALSE,2026-06-23 16:30:42.783 -0700
2157,2022,John W Bonner Elementary School,817,16,Moderate,64,FALSE,64,FALSE,2026-06-23 16:30:42.783 -0700
2157,2023,John W Bonner Elementary School,817,12,Moderate,70,FALSE,70,FALSE,2026-06-23 16:30:42.783 -0700
2157,2024,John W Bonner Elementary School,825,11,Moderate,75,FALSE,71,FALSE,2026-06-23 16:30:42.783 -0700
2158,2020,Roberta C Cartwright Elementary School,508,25,High,33,FALSE,12,FALSE,2026-06-23 16:30:42.783 -0700
2158,2021,Roberta C Cartwright Elementary School,515,47,Critical,31,FALSE,20,FALSE,2026-06-23 16:30:42.783 -0700
2158,2022,Roberta C Cartwright Elementary School,525,25,High,39,FALSE,29,FALSE,2026-06-23 16:30:42.783 -0700
2158,2023,Roberta C Cartwright Elementary School,545,8,Low,39,FALSE,29,FALSE,2026-06-23 16:30:42.783 -0700
2158,2024,Roberta C Cartwright Elementary School,541,38,Critical,54,FALSE,42,FALSE,2026-06-23 16:30:42.783 -0700
2159,2020,Joseph L Bowler Elementary School,416,27,High,34,FALSE,14,FALSE,2026-06-23 16:30:42.783 -0700
2159,2021,Joseph L Bowler Elementary School,453,47,Critical,28,FALSE,17,FALSE,2026-06-23 16:30:42.783 -0700
2159,2022,Joseph L Bowler Elementary School,471,34,Critical,26,FALSE,21,FALSE,2026-06-23 16:30:42.783 -0700
2159,2023,Joseph L Bowler Elementary School,456,31,Critical,29,FALSE,29,FALSE,2026-06-23 16:30:42.783 -0700
2159,2024,Joseph L Bowler Elementary School,465,25,High,39,FALSE,32,FALSE,2026-06-23 16:30:42.783 -0700
2160,2020,Betsy Rhodes Elementary School,598,11,Moderate,55,FALSE,41,FALSE,2026-06-23 16:30:42.783 -0700
2160,2021,Betsy Rhodes Elementary School,586,31,Critical,59,FALSE,41,FALSE,2026-06-23 16:30:42.783 -0700
2160,2022,Betsy Rhodes Elementary School,571,31,Critical,57,FALSE,42,FALSE,2026-06-23 16:30:42.783 -0700
2160,2023,Betsy Rhodes Elementary School,609,24,High,49,FALSE,45,FALSE,2026-06-23 16:30:42.783 -0700
2160,2024,Betsy Rhodes Elementary School,570,24,High,60,FALSE,52,FALSE,2026-06-23 16:30:42.783 -0700
2161,2020,Addeliar D Guy III Elementary School,475,19,Moderate,39,FALSE,28,FALSE,2026-06-23 16:30:42.783 -0700
2161,2021,Addeliar D Guy III Elementary School,474,38,Critical,39,FALSE,32,FALSE,2026-06-23 16:30:42.783 -0700
2161,2022,Addeliar D Guy III Elementary School,488,32,Critical,28,FALSE,23,FALSE,2026-06-23 16:30:42.783 -0700
2161,2023,Addeliar D Guy III Elementary School,488,30,Critical,25,FALSE,21,FALSE,2026-06-23 16:30:42.783 -0700
2161,2024,Addeliar D Guy III Elementary School,470,31,Critical,40,FALSE,34,FALSE,2026-06-23 16:30:42.783 -0700
2162,2020,Sue H Morrow Elementary School,495,11,Moderate,47,FALSE,27,FALSE,2026-06-23 16:30:42.783 -0700
2162,2021,Sue H Morrow Elementary School,468,36,Critical,61,FALSE,52,FALSE,2026-06-23 16:30:42.783 -0700
2162,2022,Sue H Morrow Elementary School,453,35,Critical,63,FALSE,54,FALSE,2026-06-23 16:30:42.783 -0700
2162,2023,Sue H Morrow Elementary School,458,32,Critical,57,FALSE,51,FALSE,2026-06-23 16:30:42.783 -0700
2162,2024,Sue H Morrow Elementary School,416,27,High,67,FALSE,53,FALSE,2026-06-23 16:30:42.783 -0700
2163,2020,Berkeley L Bunker Elementary School,709,33,Critical,25,FALSE,8,FALSE,2026-06-23 16:30:42.783 -0700
2163,2021,Berkeley L Bunker Elementary School,707,40,Critical,31,FALSE,25,FALSE,2026-06-23 16:30:42.783 -0700
2163,2022,Berkeley L Bunker Elementary School,662,33,Critical,24,FALSE,22,FALSE,2026-06-23 16:30:42.783 -0700
2163,2023,Berkeley L Bunker Elementary School,654,34,Critical,24,FALSE,22,FALSE,2026-06-23 16:30:42.783 -0700
2163,2024,Berkeley L Bunker Elementary School,586,30,Critical,21,FALSE,22,FALSE,2026-06-23 16:30:42.783 -0700
2164,2020,Raul P Elizondo Elementary School,670,21,High,20,FALSE,10,FALSE,2026-06-23 16:30:42.783 -0700
2164,2021,Raul P Elizondo Elementary School,639,44,Critical,32,FALSE,18,FALSE,2026-06-23 16:30:42.783 -0700
2164,2022,Raul P Elizondo Elementary School,634,41,Critical,19,FALSE,16,FALSE,2026-06-23 16:30:42.783 -0700
2164,2023,Raul P Elizondo Elementary School,620,39,Critical,27,FALSE,15,FALSE,2026-06-23 16:30:42.783 -0700
2164,2024,Raul P Elizondo Elementary School,582,36,Critical,30,FALSE,24,FALSE,2026-06-23 16:30:42.783 -0700
2165,2020,Manuel J Cortez Elementary School,700,39,Critical,15,FALSE,,TRUE,2026-06-23 16:30:42.783 -0700
2165,2021,Manuel J Cortez Elementary School,718,54,Critical,20,FALSE,8,FALSE,2026-06-23 16:30:42.783 -0700
2165,2022,Manuel J Cortez Elementary School,699,46,Critical,22,FALSE,17,FALSE,2026-06-23 16:30:42.783 -0700
2165,2023,Manuel J Cortez Elementary School,613,35,Critical,28,FALSE,27,FALSE,2026-06-23 16:30:42.783 -0700
2165,2024,Manuel J Cortez Elementary School,661,34,Critical,32,FALSE,30,FALSE,2026-06-23 16:30:42.783 -0700
2166,2020,Frank Lamping Elementary School,635,,Critical,67,FALSE,47,FALSE,2026-06-23 16:30:42.783 -0700
2166,2021,Frank Lamping Elementary School,619,16,Moderate,69,FALSE,58,FALSE,2026-06-23 16:30:42.783 -0700
2166,2022,Frank Lamping Elementary School,602,19,Moderate,65,FALSE,55,FALSE,2026-06-23 16:30:42.783 -0700
2166,2023,Frank Lamping Elementary School,632,19,Moderate,66,FALSE,60,FALSE,2026-06-23 16:30:42.783 -0700
2166,2024,Frank Lamping Elementary School,624,22,High,74,FALSE,68,FALSE,2026-06-23 16:30:42.783 -0700
2167,2020,Edith Garehime Elementary School,637,29,High,39,FALSE,32,FALSE,2026-06-23 16:30:42.783 -0700
2167,2021,Edith Garehime Elementary School,634,38,Critical,42,FALSE,35,FALSE,2026-06-23 16:30:42.783 -0700
2167,2022,Edith Garehime Elementary School,623,30,Critical,43,FALSE,31,FALSE,2026-06-23 16:30:42.783 -0700
2167,2023,Edith Garehime Elementary School,614,34,Critical,38,FALSE,34,FALSE,2026-06-23 16:30:42.783 -0700
2167,2024,Edith Garehime Elementary School,597,29,High,42,FALSE,36,FALSE,2026-06-23 16:30:42.783 -0700
2168,2020,Keith C & Karen W Hayes Elementary School,524,7,Low,47,FALSE,31,FALSE,2026-06-23 16:30:42.783 -0700
2168,2021,Keith C & Karen W Hayes Elementary School,506,41,Critical,51,FALSE,42,FALSE,2026-06-23 16:30:42.783 -0700
2168,2022,Keith C & Karen W Hayes Elementary School,531,27,High,49,FALSE,45,FALSE,2026-06-23 16:30:42.783 -0700
2168,2023,Keith C & Karen W Hayes Elementary School,549,23,High,54,FALSE,47,FALSE,2026-06-23 16:30:42.783 -0700
2168,2024,Keith C & Karen W Hayes Elementary School,509,21,High,62,FALSE,52,FALSE,2026-06-23 16:30:42.783 -0700
2169,2020,Lorna J Kesterson Elementary School,708,11,Moderate,53,FALSE,41,FALSE,2026-06-23 16:30:42.783 -0700
2169,2021,Lorna J Kesterson Elementary School,579,31,Critical,60,FALSE,51,FALSE,2026-06-23 16:30:42.783 -0700
2169,2022,Lorna J Kesterson Elementary School,532,27,High,55,FALSE,51,FALSE,2026-06-23 16:30:42.783 -0700
2169,2023,Lorna J Kesterson Elementary School,546,25,High,53,FALSE,47,FALSE,2026-06-23 16:30:42.783 -0700
2169,2024,Lorna J Kesterson Elementary School,535,22,High,50,FALSE,49,FALSE,2026-06-23 16:30:42.783 -0700
2170,2020,Joseph M Neal Elementary School,552,14,Moderate,34,FALSE,26,FALSE,2026-06-23 16:30:42.783 -0700
2170,2021,Joseph M Neal Elementary School,507,36,Critical,48,FALSE,35,FALSE,2026-06-23 16:30:42.783 -0700
2170,2022,Joseph M Neal Elementary School,555,30,Critical,40,FALSE,34,FALSE,2026-06-23 16:30:42.783 -0700
2170,2023,Joseph M Neal Elementary School,557,29,High,50,FALSE,44,FALSE,2026-06-23 16:30:42.783 -0700
2170,2024,Joseph M Neal Elementary School,458,23,High,51,FALSE,43,FALSE,2026-06-23 16:30:42.783 -0700
2171,2020,Kay Carl Elementary School,716,21,High,30,FALSE,15,FALSE,2026-06-23 16:30:42.783 -0700
2171,2021,Kay Carl Elementary School,714,32,Critical,36,FALSE,27,FALSE,2026-06-23 16:30:42.783 -0700
2171,2022,Kay Carl Elementary School,715,28,High,45,FALSE,33,FALSE,2026-06-23 16:30:42.783 -0700
2171,2023,Kay Carl Elementary School,687,22,High,42,FALSE,34,FALSE,2026-06-23 16:30:42.783 -0700
2171,2024,Kay Carl Elementary School,630,24,High,50,FALSE,47,FALSE,2026-06-23 16:30:42.783 -0700
2172,2020,Marshall C Darnell Elementary School,492,18,Moderate,46,FALSE,23,FALSE,2026-06-23 16:30:42.783 -0700
2172,2021,Marshall C Darnell Elementary School,479,42,Critical,49,FALSE,34,FALSE,2026-06-23 16:30:42.783 -0700
2172,2022,Marshall C Darnell Elementary School,559,43,Critical,43,FALSE,31,FALSE,2026-06-23 16:30:42.783 -0700
2172,2023,Marshall C Darnell Elementary School,589,39,Critical,41,FALSE,37,FALSE,2026-06-23 16:30:42.783 -0700
2172,2024,Marshall C Darnell Elementary School,632,36,Critical,58,FALSE,53,FALSE,2026-06-23 16:30:42.783 -0700
2173,2020,Howard E Heckethorn Elementary School,670,11,Moderate,54,FALSE,35,FALSE,2026-06-23 16:30:42.783 -0700
2173,2021,Howard E Heckethorn Elementary School,787,22,High,60,FALSE,49,FALSE,2026-06-23 16:30:42.783 -0700
2173,2022,Howard E Heckethorn Elementary School,726,23,High,54,FALSE,49,FALSE,2026-06-23 16:30:42.783 -0700
2173,2023,Howard E Heckethorn Elementary School,755,21,High,64,FALSE,57,FALSE,2026-06-23 16:30:42.783 -0700
2173,2024,Howard E Heckethorn Elementary School,778,25,High,62,FALSE,54,FALSE,2026-06-23 16:30:42.783 -0700
2174,2020,Lucille S Rogers Elementary School,684,18,Moderate,56,FALSE,37,FALSE,2026-06-23 16:30:42.783 -0700
2174,2021,Lucille S Rogers Elementary School,708,40,Critical,45,FALSE,34,FALSE,2026-06-23 16:30:42.783 -0700
2174,2022,Lucille S Rogers Elementary School,718,34,Critical,44,FALSE,44,FALSE,2026-06-23 16:30:42.783 -0700
2174,2023,Lucille S Rogers Elementary School,717,28,High,45,FALSE,42,FALSE,2026-06-23 16:30:42.783 -0700
2174,2024,Lucille S Rogers Elementary School,687,28,High,52,FALSE,49,FALSE,2026-06-23 16:30:42.783 -0700
2175,2020,William E Snyder Elementary School,737,27,High,19,FALSE,10,FALSE,2026-06-23 16:30:42.783 -0700
2175,2021,William E Snyder Elementary School,714,52,Critical,24,FALSE,15,FALSE,2026-06-23 16:30:42.783 -0700
2175,2022,William E Snyder Elementary School,725,50,Critical,18,FALSE,15,FALSE,2026-06-23 16:30:42.783 -0700
2175,2023,William E Snyder Elementary School,696,42,Critical,24,FALSE,21,FALSE,2026-06-23 16:30:42.783 -0700
2175,2024,William E Snyder Elementary School,686,29,High,24,FALSE,20,FALSE,2026-06-23 16:30:42.783 -0700
2176,2020,Neil C Twitchell Elementary School,826,8,Low,60,FALSE,47,FALSE,2026-06-23 16:30:42.783 -0700
2176,2021,Neil C Twitchell Elementary School,572,25,High,62,FALSE,53,FALSE,2026-06-23 16:30:42.783 -0700
2176,2022,Neil C Twitchell Elementary School,515,16,Moderate,62,FALSE,63,FALSE,2026-06-23 16:30:42.783 -0700
2176,2023,Neil C Twitchell Elementary School,541,12,Moderate,65,FALSE,61,FALSE,2026-06-23 16:30:42.783 -0700
2176,2024,Neil C Twitchell Elementary School,551,13,Moderate,72,FALSE,69,FALSE,2026-06-23 16:30:42.783 -0700
2177,2020,Fredric W Watson Elementary School,647,21,High,25,FALSE,11,FALSE,2026-06-23 16:30:42.783 -0700
2177,2021,Fredric W Watson Elementary School,635,39,Critical,33,FALSE,26,FALSE,2026-06-23 16:30:42.783 -0700
2177,2022,Fredric W Watson Elementary School,684,33,Critical,27,FALSE,24,FALSE,2026-06-23 16:30:42.783 -0700
2177,2023,Fredric W Watson Elementary School,683,32,Critical,26,FALSE,23,FALSE,2026-06-23 16:30:42.783 -0700
2177,2024,Fredric W Watson Elementary School,633,29,High,37,FALSE,25,FALSE,2026-06-23 16:30:42.783 -0700
2178,2020,Tony Alamo Elementary School,854,11,Moderate,44,FALSE,28,FALSE,2026-06-23 16:30:42.783 -0700
2178,2021,Tony Alamo Elementary School,847,32,Critical,55,FALSE,44,FALSE,2026-06-23 16:30:42.783 -0700
2178,2022,Tony Alamo Elementary School,835,28,High,55,FALSE,46,FALSE,2026-06-23 16:30:42.783 -0700
2178,2023,Tony Alamo Elementary School,871,23,High,53,FALSE,46,FALSE,2026-06-23 16:30:42.783 -0700
2178,2024,Tony Alamo Elementary School,898,19,Moderate,55,FALSE,52,FALSE,2026-06-23 16:30:42.783 -0700
2179,2020,Eileen B Brookman Elementary School,650,18,Moderate,33,FALSE,15,FALSE,2026-06-23 16:30:42.783 -0700
2179,2021,Eileen B Brookman Elementary School,615,34,Critical,36,FALSE,28,FALSE,2026-06-23 16:30:42.783 -0700
2179,2022,Eileen B Brookman Elementary School,655,32,Critical,42,FALSE,24,FALSE,2026-06-23 16:30:42.783 -0700
2179,2023,Eileen B Brookman Elementary School,662,27,High,42,FALSE,33,FALSE,2026-06-23 16:30:42.783 -0700
2179,2024,Eileen B Brookman Elementary School,671,23,High,50,FALSE,44,FALSE,2026-06-23 16:30:42.783 -0700
2180,2020,Steve and Linda Cozine Elementary School,681,20,High,26,FALSE,17,FALSE,2026-06-23 16:30:42.783 -0700
2180,2021,Steve and Linda Cozine Elementary School,714,43,Critical,36,FALSE,29,FALSE,2026-06-23 16:30:42.783 -0700
2180,2022,Steve and Linda Cozine Elementary School,675,37,Critical,34,FALSE,31,FALSE,2026-06-23 16:30:42.783 -0700
2180,2023,Steve and Linda Cozine Elementary School,638,29,High,39,FALSE,32,FALSE,2026-06-23 16:30:42.783 -0700
2180,2024,Steve and Linda Cozine Elementary School,660,25,High,48,FALSE,38,FALSE,2026-06-23 16:30:42.783 -0700
2181,2020,Roger D Gehring Academy of Science and Technology Elementary School,719,9,Low,56,FALSE,48,FALSE,2026-06-23 16:30:42.783 -0700
2181,2021,Roger D Gehring Academy of Science and Technology Elementary School,689,25,High,75,FALSE,61,FALSE,2026-06-23 16:30:42.783 -0700
2181,2022,Roger D Gehring Academy of Science and Technology Elementary School,665,12,Moderate,81,FALSE,74,FALSE,2026-06-23 16:30:42.783 -0700
2181,2023,Roger D Gehring Academy of Science and Technology Elementary School,628,7,Low,82,FALSE,83,FALSE,2026-06-23 16:30:42.783 -0700
2181,2024,Roger D Gehring Academy of Science and Technology Elementary School,648,,Critical,84,FALSE,82,FALSE,2026-06-23 16:30:42.783 -0700
2182,2020,Mervin Iverson Elementary School,584,21,High,40,FALSE,32,FALSE,2026-06-23 16:30:42.783 -0700
2182,2021,Mervin Iverson Elementary School,556,33,Critical,38,FALSE,31,FALSE,2026-06-23 16:30:42.783 -0700
2182,2022,Mervin Iverson Elementary School,520,34,Critical,36,FALSE,30,FALSE,2026-06-23 16:30:42.783 -0700
2182,2023,Mervin Iverson Elementary School,563,25,High,41,FALSE,40,FALSE,2026-06-23 16:30:42.783 -0700
2182,2024,Mervin Iverson Elementary School,540,18,Moderate,45,FALSE,44,FALSE,2026-06-23 16:30:42.783 -0700
2183,2020,J Marlan Walker International School Elementary School,625,16,Moderate,58,FALSE,39,FALSE,2026-06-23 16:30:42.783 -0700
2183,2021,J Marlan Walker International School Elementary School,591,26,High,56,FALSE,58,FALSE,2026-06-23 16:30:42.783 -0700
2183,2022,J Marlan Walker International School Elementary School,586,23,High,59,FALSE,52,FALSE,2026-06-23 16:30:42.783 -0700
2183,2023,J Marlan Walker International School Elementary School,552,27,High,56,FALSE,51,FALSE,2026-06-23 16:30:42.783 -0700
2183,2024,J Marlan Walker International School Elementary School,549,27,High,54,FALSE,47,FALSE,2026-06-23 16:30:42.783 -0700
2184,2020,Eileen Conners Elementary School,585,14,Moderate,44,FALSE,21,FALSE,2026-06-23 16:30:42.783 -0700
2184,2021,Eileen Conners Elementary School,588,40,Critical,47,FALSE,40,FALSE,2026-06-23 16:30:42.783 -0700
2184,2022,Eileen Conners Elementary School,587,41,Critical,52,FALSE,41,FALSE,2026-06-23 16:30:42.783 -0700
2184,2023,Eileen Conners Elementary School,585,31,Critical,57,FALSE,49,FALSE,2026-06-23 16:30:42.783 -0700
2184,2024,Eileen Conners Elementary School,548,23,High,54,FALSE,47,FALSE,2026-06-23 16:30:42.783 -0700
2185,2020,Linda Rankin Givens Elementary School,647,6,Low,72,FALSE,55,FALSE,2026-06-23 16:30:42.783 -0700
2185,2021,Linda Rankin Givens Elementary School,657,26,High,70,FALSE,65,FALSE,2026-06-23 16:30:42.783 -0700
2185,2022,Linda Rankin Givens Elementary School,663,17,Moderate,70,FALSE,66,FALSE,2026-06-23 16:30:42.783 -0700
2185,2023,Linda Rankin Givens Elementary School,725,16,Moderate,71,FALSE,70,FALSE,2026-06-23 16:30:42.783 -0700
2185,2024,Linda Rankin Givens Elementary School,757,14,Moderate,76,FALSE,74,FALSE,2026-06-23 16:30:42.783 -0700
2186,2020,Judy & John L Goolsby Elementary School,751,6,Low,75,FALSE,57,FALSE,2026-06-23 16:30:42.783 -0700
2186,2021,Judy & John L Goolsby Elementary School,740,16,Moderate,75,FALSE,73,FALSE,2026-06-23 16:30:42.783 -0700
2186,2022,Judy & John L Goolsby Elementary School,743,18,Moderate,71,FALSE,67,FALSE,2026-06-23 16:30:42.783 -0700
2186,2023,Judy & John L Goolsby Elementary School,729,16,Moderate,70,FALSE,69,FALSE,2026-06-23 16:30:42.783 -0700
2186,2024,Judy & John L Goolsby Elementary School,707,16,Moderate,78,FALSE,75,FALSE,2026-06-23 16:30:42.783 -0700
2187,2020,John R Hummel Elementary School,636,23,High,26,FALSE,15,FALSE,2026-06-23 16:30:42.783 -0700
2187,2021,John R Hummel Elementary School,651,49,Critical,35,FALSE,23,FALSE,2026-06-23 16:30:42.783 -0700
2187,2022,John R Hummel Elementary School,622,46,Critical,35,FALSE,26,FALSE,2026-06-23 16:30:42.783 -0700
2187,2023,John R Hummel Elementary School,629,36,Critical,33,FALSE,31,FALSE,2026-06-23 16:30:42.783 -0700
2187,2024,John R Hummel Elementary School,585,42,Critical,34,FALSE,29,FALSE,2026-06-23 16:30:42.783 -0700
2188,2020,William & Mary Scherkenbach Elementary School,539,10,Moderate,36,FALSE,14,FALSE,2026-06-23 16:30:42.783 -0700
2188,2021,William & Mary Scherkenbach Elementary School,540,32,Critical,47,FALSE,33,FALSE,2026-06-23 16:30:42.783 -0700
2188,2022,William & Mary Scherkenbach Elementary School,520,30,Critical,54,FALSE,37,FALSE,2026-06-23 16:30:42.783 -0700
2188,2023,William & Mary Scherkenbach Elementary School,540,21,High,65,FALSE,54,FALSE,2026-06-23 16:30:42.783 -0700
2188,2024,William & Mary Scherkenbach Elementary School,536,16,Moderate,65,FALSE,56,FALSE,2026-06-23 16:30:42.783 -0700
2189,2020,Eva G Simmons Elementary School,618,22,High,49,FALSE,25,FALSE,2026-06-23 16:30:42.783 -0700
2189,2021,Eva G Simmons Elementary School,588,36,Critical,47,FALSE,31,FALSE,2026-06-23 16:30:42.783 -0700
2189,2022,Eva G Simmons Elementary School,604,36,Critical,46,FALSE,35,FALSE,2026-06-23 16:30:42.783 -0700
2189,2023,Eva G Simmons Elementary School,613,27,High,41,FALSE,27,FALSE,2026-06-23 16:30:42.783 -0700
2189,2024,Eva G Simmons Elementary School,587,24,High,36,FALSE,32,FALSE,2026-06-23 16:30:42.783 -0700
2190,2020,Wayne N Tanaka Elementary School,700,17,Moderate,46,FALSE,40,FALSE,2026-06-23 16:30:42.783 -0700
2190,2021,Wayne N Tanaka Elementary School,715,44,Critical,43,FALSE,43,FALSE,2026-06-23 16:30:42.783 -0700
2190,2022,Wayne N Tanaka Elementary School,738,40,Critical,45,FALSE,45,FALSE,2026-06-23 16:30:42.783 -0700
2190,2023,Wayne N Tanaka Elementary School,733,34,Critical,54,FALSE,50,FALSE,2026-06-23 16:30:42.783 -0700
2190,2024,Wayne N Tanaka Elementary School,728,17,Moderate,58,FALSE,52,FALSE,2026-06-23 16:30:42.783 -0700
2191,2020,John Tartan Elementary School,445,37,Critical,18,FALSE,,FALSE,2026-06-23 16:30:42.783 -0700
2191,2021,John Tartan Elementary School,496,48,Critical,16,FALSE,11,FALSE,2026-06-23 16:30:42.783 -0700
2191,2022,John Tartan Elementary School,483,49,Critical,22,FALSE,13,FALSE,2026-06-23 16:30:42.783 -0700
2191,2023,John Tartan Elementary School,485,40,Critical,27,FALSE,18,FALSE,2026-06-23 16:30:42.783 -0700
2191,2024,John Tartan Elementary School,498,37,Critical,32,FALSE,19,FALSE,2026-06-23 16:30:42.783 -0700
2192,2020,Joseph E Thiriot Elementary School,698,21,High,34,FALSE,14,FALSE,2026-06-23 16:30:42.783 -0700
2192,2021,Joseph E Thiriot Elementary School,659,38,Critical,43,FALSE,31,FALSE,2026-06-23 16:30:42.783 -0700
2192,2022,Joseph E Thiriot Elementary School,714,34,Critical,34,FALSE,29,FALSE,2026-06-23 16:30:42.783 -0700
2192,2023,Joseph E Thiriot Elementary School,622,23,High,39,FALSE,36,FALSE,2026-06-23 16:30:42.783 -0700
2192,2024,Joseph E Thiriot Elementary School,607,21,High,45,FALSE,34,FALSE,2026-06-23 16:30:42.783 -0700
2193,2020,Kathy L Batterman Elementary School,655,11,Moderate,55,FALSE,36,FALSE,2026-06-23 16:30:42.783 -0700
2193,2021,Kathy L Batterman Elementary School,656,28,High,65,FALSE,61,FALSE,2026-06-23 16:30:42.783 -0700
2193,2022,Kathy L Batterman Elementary School,664,28,High,58,FALSE,55,FALSE,2026-06-23 16:30:42.783 -0700
2193,2023,Kathy L Batterman Elementary School,657,19,Moderate,63,FALSE,60,FALSE,2026-06-23 16:30:42.783 -0700
2193,2024,Kathy L Batterman Elementary School,635,18,Moderate,69,FALSE,58,FALSE,2026-06-23 16:30:42.783 -0700
2194,2020,Aldeane Comito Ries Elementary School,810,11,Moderate,40,FALSE,28,FALSE,2026-06-23 16:30:42.783 -0700
2194,2021,Aldeane Comito Ries Elementary School,767,31,Critical,51,FALSE,43,FALSE,2026-06-23 16:30:42.783 -0700
2194,2022,Aldeane Comito Ries Elementary School,755,27,High,49,FALSE,43,FALSE,2026-06-23 16:30:42.783 -0700
2194,2023,Aldeane Comito Ries Elementary School,772,23,High,54,FALSE,51,FALSE,2026-06-23 16:30:42.783 -0700
2194,2024,Aldeane Comito Ries Elementary School,842,27,High,48,FALSE,41,FALSE,2026-06-23 16:30:42.783 -0700
2195,2020,Liliam Lujan Hickey Elementary School,686,39,Critical,19,FALSE,7,FALSE,2026-06-23 16:30:42.783 -0700
2195,2021,Liliam Lujan Hickey Elementary School,656,55,Critical,22,FALSE,13,FALSE,2026-06-23 16:30:42.783 -0700
2195,2022,Liliam Lujan Hickey Elementary School,679,50,Critical,23,FALSE,15,FALSE,2026-06-23 16:30:42.783 -0700
2195,2023,Liliam Lujan Hickey Elementary School,623,36,Critical,22,FALSE,17,FALSE,2026-06-23 16:30:42.783 -0700
2195,2024,Liliam Lujan Hickey Elementary School,617,36,Critical,27,FALSE,19,FALSE,2026-06-23 16:30:42.783 -0700
2196,2020,Jay W Jeffers Elementary School,674,52,Critical,24,FALSE,13,FALSE,2026-06-23 16:30:42.783 -0700
2196,2021,Jay W Jeffers Elementary School,587,46,Critical,18,FALSE,10,FALSE,2026-06-23 16:30:42.783 -0700
2196,2022,Jay W Jeffers Elementary School,606,51,Critical,21,FALSE,14,FALSE,2026-06-23 16:30:42.783 -0700
2196,2023,Jay W Jeffers Elementary School,535,39,Critical,18,FALSE,19,FALSE,2026-06-23 16:30:42.783 -0700
2196,2024,Jay W Jeffers Elementary School,504,31,Critical,24,FALSE,18,FALSE,2026-06-23 16:30:42.783 -0700
