SCHOOL_ID,SCHOOL_NAME,REGION,ELA_FIRST_YEAR,ELA_LATEST_YEAR,ELA_FIRST_PCT,ELA_LATEST_PCT,ELA_OVERALL_CHANGE,MATH_FIRST_YEAR,MATH_LATEST_YEAR,MATH_FIRST_PCT,MATH_LATEST_PCT,MATH_OVERALL_CHANGE,COMPOSITE_OVERALL_CHANGE,ELA_YEARS_IMPROVED,ELA_YEARS_DECLINED,ELA_YEARS_MEASURED,MATH_YEARS_IMPROVED,MATH_YEARS_DECLINED,MATH_YEARS_MEASURED,COMPOSITE_YEARS_IMPROVED,COMPOSITE_YEARS_DECLINED,ELA_PEAK_YOY,MATH_PEAK_YOY,COMPOSITE_PEAK_YOY,CONSISTENCY_SCORE,IMPROVEMENT_SCORE,ELA_OVERALL_RANK,MATH_OVERALL_RANK,COMPOSITE_OVERALL_RANK,CONSISTENCY_RANK,ELA_PEAK_RANK,MATH_PEAK_RANK,COMPOSITE_PEAK_RANK,IMPROVEMENT_CATEGORY,OVERALL_IMPROVEMENT_RANK,REGIONAL_IMPROVEMENT_RANK
2125,Cynthia Cunningham Elementary School,Region 3,2020,2024,23,27,4,2020,2024,18,21,3,3.5,2,2,4,2,1,4,3,1,4,3,3.0,0.75,0.696,204,265,246,69,257,259,273,Consistent but Flat,186,55
2242,Tom Williams Elementary School,Region 3,2020,2024,30,27,-3,2020,2024,12,20,8,2.5,2,1,4,2,0,4,3,1,2,5,2.5,0.75,0.691,273,209,256,69,289,225,284,Consistent but Flat,189,57
2307,Jim Bridger Middle School,Region 3,2020,2024,29,28,-1,2020,2024,13,19,6,2.5,2,2,4,3,1,4,3,1,3,3,2.5,0.75,0.691,259,232,256,69,270,259,284,Consistent but Flat,189,57
2254,Robert L Taylor Elementary School,Region 3,2021,2024,17,24,7,2021,2024,14,19,5,6.0,2,1,3,2,1,3,2,1,7,4,4.5,0.67,0.66,157,238,209,187,166,244,237,Mixed Progress,199,59
2323,Walter Johnson Junior High School Academy of International Studies,Region 3,2020,2024,47,52,5,2020,2024,27,33,6,5.5,2,2,4,3,1,4,2,1,7,4,5.5,0.67,0.657,183,232,219,187,166,244,205,Mixed Progress,201,60
2270,Walter V Long Elementary School,Region 3,2020,2024,22,18,-4,2020,2024,11,16,5,0.5,2,2,4,2,2,4,2,1,6,6,4.0,0.67,0.633,278,238,272,187,190,202,251,Mixed Progress,212,61
2251,C T Sewell Elementary School,Region 3,2020,2024,39,32,-7,2020,2024,20,25,5,-1.0,1,3,4,3,1,4,2,1,4,4,4.0,0.67,0.626,291,238,284,187,257,244,251,Needs Attention,213,62
2337,Clifford J Lawrence Junior High School,Region 3,2020,2024,19,41,22,2020,2024,10,22,12,17.0,2,2,4,3,1,4,2,2,22,9,15.5,0.5,0.611,16,158,72,215,2,132,21,Big Gains,215,63
2313,Lyal Burkholder Academy of Environmental Science,Region 3,2020,2024,36,51,15,2020,2024,16,29,13,14.0,1,1,4,3,1,4,2,2,20,13,16.5,0.5,0.596,59,152,101,215,4,63,11,Big Gains,217,64
2292,William G Bennett Elementary School,Region 3,2020,2024,24,32,8,2020,2024,9,28,19,13.5,2,1,4,2,2,4,2,2,12,12,12.0,0.5,0.594,139,87,107,215,47,80,47,Big Gains,218,65
2299,Odyssey Charter Schools K-5 Elementary School,Region 3,2020,2024,52,64,12,2020,2024,34,46,12,12.0,3,1,4,2,2,4,2,2,8,12,9.0,0.5,0.587,91,158,130,215,135,80,114,Big Gains,223,66
2071,Josh Stevens Elementary School,Region 3,2020,2024,56,63,7,2020,2024,38,51,13,10.0,2,2,4,3,1,4,2,2,14,9,9.5,0.5,0.577,157,152,163,215,31,132,98,Big Gains,229,67
2146,Ulis Newton Elementary School,Region 3,2020,2024,45,56,11,2020,2024,37,46,9,10.0,2,2,4,1,2,4,2,2,19,13,16.0,0.5,0.577,100,197,163,215,6,63,18,Big Gains,229,67
2262,George E Harris Elementary School,Region 3,2020,2024,24,30,6,2020,2024,7,21,14,10.0,1,3,4,2,2,4,2,2,11,10,10.5,0.5,0.577,171,138,163,215,62,112,80,Big Gains,229,67
2320,Sandy Valley JR/SR High School,Region 3,2020,2024,24,37,13,2021,2024,15,21,6,9.5,2,2,4,2,0,3,2,2,16,4,8.0,0.5,0.575,82,232,167,215,16,244,137,Mixed Progress,232,70
2182,Mervin Iverson Elementary School,Region 3,2020,2024,40,45,5,2020,2024,32,44,12,8.5,2,2,4,2,2,4,2,2,5,10,7.5,0.5,0.57,183,158,178,215,226,112,151,Mixed Progress,236,71
2085,Ruben P Diaz Elementary School,Region 3,2020,2024,21,25,4,2020,2024,11,23,12,8.0,2,2,4,2,2,4,2,2,15,16,15.5,0.5,0.567,204,158,188,215,20,30,21,Mixed Progress,237,72
2329,Mack Lyon Middle School,Region 3,2020,2024,55,58,3,2020,2024,42,54,12,7.5,3,1,4,2,2,4,2,2,3,13,7.5,0.5,0.565,219,158,193,215,270,63,151,Mixed Progress,239,73
2315,Dell H Robison Middle School,Region 3,2020,2024,15,26,11,2021,2024,9,7,-2,4.5,2,2,4,1,2,3,2,2,12,1,3.0,0.5,0.551,100,289,229,215,47,291,273,Mixed Progress,249,74
2209,Fay Herron Elementary School,Region 3,2020,2024,33,32,-1,2020,2024,23,32,9,4.0,2,2,4,2,2,4,2,2,6,9,5.5,0.5,0.548,259,197,238,215,190,132,205,Mixed Progress,250,75
2334,Charles Silvestri Junior High School,Region 3,2020,2024,31,39,8,2020,2024,19,19,0,4.0,2,2,4,1,2,4,2,2,10,6,8.0,0.5,0.548,139,283,238,215,87,202,137,Mixed Progress,250,75
2343,Mario C & JoAnne Monaco Middle School,Region 3,2020,2024,26,27,1,2020,2024,7,12,5,3.0,2,2,4,2,1,4,2,2,5,5,3.5,0.5,0.543,237,238,253,215,226,225,262,Mixed Progress,257,77
2335,Francis H Cortney Junior High School,Region 3,2020,2024,20,22,2,2020,2024,8,12,4,3.0,2,2,4,3,1,4,2,2,8,3,4.5,0.5,0.543,229,254,253,215,135,259,237,Mixed Progress,257,77
2330,West Preparatory Institute JR/SR High School,Region 3,2020,2024,23,22,-1,2020,2024,7,11,4,1.5,2,2,4,2,0,4,2,2,5,2,3.5,0.5,0.536,259,254,265,215,226,280,262,Mixed Progress,263,79
2319,B Mahlon Brown Junior High School,Region 3,2020,2024,39,40,1,2020,2024,20,20,0,0.5,2,2,4,2,2,4,2,2,5,5,3.0,0.5,0.531,237,283,272,215,226,225,273,Mixed Progress,266,80
2358,Odyssey Charter Schools 6-8 Middle School,Region 3,2020,2024,62,57,-5,2020,2024,28,33,5,0.0,1,3,4,1,2,4,2,2,6,12,4.5,0.5,0.529,283,238,278,215,190,80,237,Mixed Progress,269,81
2324,Barbara & Hank Greenspun Junior High School,Region 3,2020,2024,57,51,-6,2020,2024,30,34,4,-1.0,1,2,4,2,1,4,2,2,2,3,2.5,0.5,0.524,289,254,284,215,289,259,284,Needs Attention,273,82
2311,Roy W Martin Middle School,Region 3,2020,2024,31,28,-3,2021,2024,14,12,-2,-2.5,2,2,4,1,1,3,2,2,2,1,1.0,0.5,0.517,273,289,289,215,289,291,295,Needs Attention,275,83
2111,John Dooley Elementary School,Region 3,2020,2024,48,48,0,2020,2024,18,46,28,14.0,1,3,4,2,1,4,1,2,5,28,16.5,0.33,0.494,248,19,101,277,226,1,11,Big Gains,277,84
2355,Del E Webb Middle School,Region 3,2020,2024,65,62,-3,2020,2024,44,48,4,0.5,1,3,4,3,1,4,1,2,9,3,5.0,0.33,0.429,273,254,272,277,104,259,221,Mixed Progress,284,85
2327,Ernest Becker Middle School,Region 3,2020,2024,49,48,-1,2020,2024,23,25,2,0.5,1,3,4,3,1,4,1,2,12,2,5.0,0.33,0.429,259,271,272,277,47,280,221,Mixed Progress,284,85
2305,J D Smith Middle School,Region 3,2021,2024,26,19,-7,2021,2024,7,9,2,-2.5,1,2,3,1,1,3,1,2,2,3,2.5,0.33,0.415,291,271,289,277,289,259,284,Needs Attention,286,87
2204,C P Squires Elementary School,Region 3,2020,2024,18,22,4,2020,2024,8,17,9,6.5,1,2,4,1,3,4,1,3,12,12,12.0,0.25,0.41,204,197,207,290,47,80,47,Mixed Progress,287,88
2154,John Vanderburg Elementary School,Region 3,2020,2024,77,72,-5,2020,2024,72,68,-4,-4.5,0,2,4,1,2,4,1,2,0,2,1.0,0.33,0.405,283,295,295,277,295,280,295,Needs Attention,288,89
2169,Lorna J Kesterson Elementary School,Region 3,2020,2024,53,50,-3,2020,2024,41,49,8,2.5,1,3,4,2,1,4,1,3,7,10,8.5,0.25,0.391,273,209,256,290,166,112,128,Mixed Progress,291,90
2183,J Marlan Walker International School Elementary School,Region 3,2020,2024,58,54,-4,2020,2024,39,47,8,2.0,1,3,4,1,3,4,1,3,3,19,8.5,0.25,0.389,278,209,264,290,270,17,128,Mixed Progress,292,91
2501,Hannah Marie Brown Elementary School,Region 3,2021,2024,68,58,-10,2021,2024,59,50,-9,-9.5,1,2,3,1,2,3,1,2,1,4,2.5,0.33,0.381,297,299,299,277,293,244,284,Needs Attention,293,92
2301,Ed Von Tobel Middle School,Region 3,2020,2024,24,23,-1,2020,2024,12,9,-3,-2.0,1,2,4,1,3,4,1,3,6,2,4.0,0.25,0.369,259,292,286,290,190,280,251,Needs Attention,294,93
2357,Dr William H Bailey Middle School,Region 3,2020,2024,26,20,-6,2020,2024,9,8,-1,-3.5,1,3,4,1,2,4,1,3,5,1,3.0,0.25,0.362,289,287,293,290,226,291,273,Needs Attention,297,94
2346,Kathleen & Tim Harney Middle School,Region 3,2020,2024,25,21,-4,2020,2024,12,9,-3,-3.5,2,2,4,1,3,4,1,3,4,3,3.5,0.25,0.362,278,292,293,290,257,259,262,Needs Attention,297,94
2149,Elizabeth Wilhelm Elementary School,Transformation Network,2020,2024,19,34,15,2020,2024,11,31,20,17.5,3,0,4,3,0,4,4,0,6,11,8.5,1,0.913,59,83,65,1,190,96,128,Consistently Improving,34,1
2121,Elaine Wynn Elementary School,Transformation Network,2020,2024,15,25,10,2020,2024,6,21,15,12.5,2,1,4,4,0,4,4,0,6,6,6.0,1,0.889,118,130,118,1,190,202,194,Consistently Improving,52,2
2094,D L Dusty Dickens Elementary School,Transformation Network,2020,2024,33,40,7,2020,2024,20,32,12,9.5,2,0,4,3,0,4,3,0,4,5,4.5,1,0.875,157,158,167,1,257,225,237,Consistently Improving,62,3
2115,Ann Lynch Elementary School,Transformation Network,2021,2024,13,21,8,2021,2024,7,17,10,9.0,2,0,3,3,0,3,3,0,6,5,5.5,1,0.872,139,189,174,1,190,225,205,Consistently Improving,65,4
2289,Dean Petersen Elementary School,Transformation Network,2020,2024,13,20,7,2020,2024,8,16,8,7.5,2,1,4,3,0,4,3,0,4,4,4.0,1,0.865,157,209,193,1,257,244,251,Consistently Improving,66,5
2093,FuturEdge Academy Elementary School,Transformation Network,2022,2024,18,17,-1,2022,2022,10,10,0,-0.5,1,1,2,0,0,0,1,0,3,,3.0,1,0.827,259,283,281,1,270,299,273,Consistent but Flat,67,6
2152,Eva Wolfe Elementary School,Transformation Network,2020,2024,17,43,26,2020,2024,5,33,28,27.0,3,0,4,3,1,4,3,1,14,22,18.0,0.75,0.809,6,19,5,69,31,4,5,Consistently Improving,70,7
2153,Daniel Goldfarb Elementary School,Transformation Network,2020,2024,26,49,23,2020,2024,14,42,28,25.5,3,1,4,2,1,4,3,1,17,18,16.5,0.75,0.802,13,19,12,69,12,24,11,Consistently Improving,74,8
2129,Helen Herr Elementary School,Transformation Network,2020,2024,15,37,22,2020,2024,6,34,28,25.0,3,0,4,3,1,4,3,1,8,14,10.0,0.75,0.799,16,19,15,69,135,49,88,Consistently Improving,75,9
2089,West Preparatory Academy Elementary School,Transformation Network,2020,2024,19,43,24,2020,2024,9,32,23,23.5,3,1,4,3,1,4,3,1,14,13,11.0,0.75,0.792,12,54,21,69,31,63,68,Consistently Improving,77,10
2369,Jo Mackey Middle School,Transformation Network,2020,2024,35,69,34,2021,2024,20,33,13,23.5,3,1,4,3,0,3,3,1,30,8,11.5,0.75,0.792,2,152,21,69,1,157,55,Consistently Improving,77,10
2128,Richard Rundle Elementary School,Transformation Network,2020,2024,18,33,15,2020,2024,11,29,18,16.5,3,1,4,4,0,4,3,1,14,7,10.5,0.75,0.758,59,98,81,69,31,183,80,Consistently Improving,106,12
2217,Jo Mackey Elementary School,Transformation Network,2020,2024,39,51,12,2020,2024,24,39,15,13.5,3,1,4,3,1,4,3,1,9,10,7.5,0.75,0.744,91,130,107,69,104,112,151,Consistently Improving,118,13
2191,John Tartan Elementary School,Transformation Network,2020,2024,18,32,14,2021,2024,11,19,8,11.0,3,1,4,3,0,3,3,1,6,5,5.0,0.75,0.732,67,209,149,69,190,225,221,Consistently Improving,140,14
2211,Kermit R Booker Sr Elementary School,Transformation Network,2020,2024,17,30,13,2021,2024,12,18,6,9.5,3,1,4,3,0,3,3,1,8,4,4.5,0.75,0.725,82,232,167,69,135,244,237,Consistently Improving,149,15
2117,Robert Lunt Elementary School,Transformation Network,2020,2024,16,20,4,2020,2024,7,21,14,9.0,3,1,4,2,0,4,3,1,6,8,7.0,0.75,0.722,204,138,174,69,190,157,168,Consistently Improving,151,16
2076,Ruby Duncan Elementary School,Transformation Network,2020,2024,29,34,5,2020,2024,11,23,12,8.5,3,1,4,2,1,4,3,1,3,8,5.5,0.75,0.72,183,158,178,69,270,157,205,Consistently Improving,152,17
2144,Mary & Zel Lowman Elementary School,Transformation Network,2020,2024,15,23,8,2020,2024,7,16,9,8.5,3,1,4,3,1,4,3,1,8,6,7.0,0.75,0.72,139,197,178,69,135,202,168,Consistently Improving,152,17
2150,Aggie Roberts Elementary School,Transformation Network,2020,2024,34,38,4,2020,2024,15,26,11,7.5,2,2,4,3,1,4,3,1,8,7,7.5,0.75,0.715,204,179,193,69,135,183,151,Consistently Improving,162,19
2220,Laura Dearing Elementary School,Transformation Network,2020,2024,18,20,2,2020,2024,11,16,5,3.5,1,2,4,3,0,4,3,1,8,3,4.0,0.75,0.696,229,238,246,69,135,259,251,Consistent but Flat,186,20
2196,Jay W Jeffers Elementary School,Transformation Network,2020,2024,24,24,0,2020,2024,13,18,5,2.5,2,2,4,2,2,4,3,1,6,5,3.5,0.75,0.691,248,238,256,69,190,225,262,Consistent but Flat,189,21
2226,Matt Kelly Elementary School,Transformation Network,2021,2024,10,17,7,2021,2024,6,7,1,4.0,2,1,3,1,1,3,2,1,5,3,3.0,0.67,0.65,157,277,238,187,226,259,273,Mixed Progress,206,22
2212,Ira J Earl Elementary School,Transformation Network,2020,2024,15,18,3,2020,2024,11,16,5,4.0,2,1,4,1,0,4,2,1,4,5,4.5,0.67,0.65,219,238,238,187,257,225,237,Mixed Progress,206,22
2224,Wendell Williams Elementary School,Transformation Network,2021,2024,18,18,0,2021,2024,9,12,3,1.5,2,1,3,0,0,1,2,1,3,0,1.5,0.67,0.638,248,265,265,187,270,297,294,Mixed Progress,210,24
2123,Walter Jacobson Elementary School,Transformation Network,2020,2024,47,39,-8,2020,2024,34,32,-2,-5.0,1,3,4,3,1,4,1,1,3,7,5.0,0.5,0.505,295,289,296,215,270,183,221,Needs Attention,276,25
2105,Martin Luther King Jr Elementary School,Transformation Network,2020,2024,17,18,1,2020,2024,9,10,1,1.0,1,2,4,1,1,4,1,2,5,5,5.0,0.33,0.432,237,277,271,277,226,225,221,Mixed Progress,283,26
2091,Dr Claude G Perkins Elementary School,Transformation Network,2020,2024,32,25,-7,2020,2024,18,20,2,-2.5,1,3,4,2,2,4,1,3,8,6,7.0,0.25,0.367,291,271,289,290,135,202,168,Needs Attention,296,27
2188,William & Mary Scherkenbach Elementary School,Region 2,2020,2024,36,65,29,2020,2024,14,56,42,35.5,3,0,4,4,0,4,4,0,11,19,15.0,1,1,3,1,1,1,62,17,23,Consistently Improving,1,1
2308,John C Fremont Professional Development Middle School,Region 2,2020,2024,13,48,35,2021,2024,7,25,18,26.5,4,0,4,3,0,3,4,0,15,8,11.5,1,0.957,1,98,8,1,20,157,55,Consistently Improving,5,2
2263,P A Diskin Elementary School,Region 2,2020,2024,27,46,19,2020,2024,10,42,32,25.5,3,0,4,4,0,4,4,0,9,12,8.5,1,0.952,30,5,12,1,104,80,128,Consistently Improving,7,3
2179,Eileen B Brookman Elementary School,Region 2,2020,2024,33,50,17,2020,2024,15,44,29,23.0,3,0,4,3,1,4,4,0,8,13,9.5,1,0.94,37,14,27,1,135,63,98,Consistently Improving,15,4
2272,Charles & Phyllis Frias Elementary School,Region 2,2020,2024,51,71,20,2020,2024,37,62,25,22.5,2,1,4,3,0,4,4,0,16,16,16.0,1,0.937,24,43,29,1,16,30,18,Consistently Improving,16,5
2246,Walter Bracken Elementary School,Region 2,2020,2024,50,66,16,2020,2024,25,53,28,22.0,4,0,4,4,0,4,4,0,8,10,9.0,1,0.935,45,19,30,1,135,112,114,Consistently Improving,17,6
2180,Steve and Linda Cozine Elementary School,Region 2,2020,2024,26,48,22,2020,2024,17,38,21,21.5,3,1,4,4,0,4,3,0,10,12,11.0,1,0.933,16,68,33,1,87,80,68,Consistently Improving,20,7
2156,Roger M Bryan Elementary School,Region 2,2020,2024,35,49,14,2020,2024,22,50,28,21.0,2,1,4,4,0,4,3,0,13,21,17.0,1,0.93,67,19,36,1,40,8,10,Consistently Improving,21,8
2276,Fay Galloway Elementary School,Region 2,2020,2024,34,47,13,2020,2024,21,48,27,20.0,3,0,4,4,0,4,4,0,7,11,8.0,1,0.925,82,28,43,1,166,96,137,Consistently Improving,22,9
2214,J M Ullom Elementary School,Region 2,2020,2024,22,37,15,2020,2024,7,29,22,18.5,4,0,4,2,1,4,4,0,6,13,9.5,1,0.918,59,58,54,1,190,63,98,Consistently Improving,27,10
2084,Carolyn S Reedom Elementary School,Region 2,2020,2024,43,54,11,2020,2024,29,54,25,18.0,3,0,4,4,0,4,4,0,5,11,7.5,1,0.916,100,43,58,1,226,96,151,Consistently Improving,31,11
2278,R Guild Gray Elementary School,Region 2,2020,2024,23,40,17,2020,2024,12,31,19,18.0,4,0,4,3,0,4,4,0,10,11,7.0,1,0.916,37,87,58,1,87,96,168,Consistently Improving,31,11
2168,Keith C & Karen W Hayes Elementary School,Region 2,2020,2024,47,62,15,2020,2024,31,52,21,18.0,3,1,4,4,0,4,4,0,8,11,7.5,1,0.916,59,68,58,1,135,96,151,Consistently Improving,31,11
2257,William E Ferron Elementary School,Region 2,2020,2024,30,44,14,2020,2024,15,36,21,17.5,4,0,4,4,0,4,4,0,6,13,8.0,1,0.913,67,68,65,1,190,63,137,Consistently Improving,34,14
2261,Harley Harmon Elementary School,Region 2,2020,2024,22,36,14,2020,2024,12,33,21,17.5,3,1,4,4,0,4,4,0,6,7,6.5,1,0.913,67,68,65,1,190,183,182,Consistently Improving,34,14
2245,Vegas Verdes Elementary School,Region 2,2020,2024,24,33,9,2020,2024,9,31,22,15.5,3,0,4,4,0,4,4,0,5,8,5.0,1,0.904,130,58,89,1,226,157,221,Consistently Improving,41,16
2269,C H Decker Elementary School,Region 2,2020,2024,31,41,10,2020,2024,20,38,18,14.0,4,0,4,3,1,4,3,0,5,8,5.0,1,0.896,118,98,101,1,226,157,221,Consistently Improving,46,17
2065,Dennis Ortwein Elementary School,Region 2,2020,2024,43,53,10,2020,2024,26,43,17,13.5,2,2,4,4,0,4,4,0,11,7,6.0,1,0.894,118,106,107,1,62,183,194,Consistently Improving,49,18
2238,Rose Warren Elementary School,Region 2,2020,2024,23,29,6,2020,2024,12,30,18,12.0,4,0,4,4,0,4,4,0,3,6,3.5,1,0.887,171,98,130,1,270,202,262,Consistently Improving,53,19
2190,Wayne N Tanaka Elementary School,Region 2,2020,2024,46,58,12,2020,2024,40,52,12,12.0,3,1,4,4,0,4,3,0,9,5,7.0,1,0.887,91,158,130,1,104,225,168,Consistently Improving,53,19
2265,Bill Y Tomiyasu Elementary School,Region 2,2020,2024,35,44,9,2020,2024,17,31,14,11.5,3,1,4,3,0,4,4,0,6,8,6.0,1,0.884,130,138,142,1,190,157,194,Consistently Improving,55,21
2185,Linda Rankin Givens Elementary School,Region 2,2020,2024,72,76,4,2020,2024,55,74,19,11.5,2,1,4,4,0,4,4,0,5,10,4.5,1,0.884,204,87,142,1,226,112,237,Consistently Improving,55,21
2116,Gwendolyn Woolley Elementary School,Region 2,2020,2024,21,32,11,2020,2024,7,19,12,11.5,4,0,4,3,1,4,4,0,5,8,6.5,1,0.884,100,158,142,1,226,157,182,Consistently Improving,55,21
2139,Jim Thorpe Elementary School,Region 2,2020,2024,27,38,11,2020,2024,15,26,11,11.0,3,0,4,4,0,4,4,0,6,3,4.5,1,0.882,100,179,149,1,190,259,237,Consistently Improving,58,24
2368,Barry and June Gunderson Middle School,Region 2,2021,2024,58,65,7,2021,2024,39,51,12,9.5,2,1,3,3,0,3,2,0,8,6,5.0,1,0.875,157,158,167,1,135,202,221,Consistently Improving,62,25
2132,Ernest May Elementary School,Region 2,2020,2024,33,59,26,2020,2024,16,46,30,28.0,3,1,4,4,0,4,3,1,20,19,19.5,0.75,0.814,6,9,3,69,4,17,3,Consistently Improving,69,26
2231,O K Adcock Elementary School,Region 2,2020,2024,27,46,19,2020,2024,12,45,33,26.0,3,1,4,3,1,4,3,1,12,16,12.0,0.75,0.804,30,4,10,69,47,30,47,Consistently Improving,72,27
2205,Crestwood Elementary School,Region 2,2020,2024,22,39,17,2020,2024,11,35,24,20.5,3,1,4,4,0,4,3,1,8,8,8.0,0.75,0.778,37,49,39,69,135,157,137,Consistently Improving,86,28
2145,Piggott Academy Elementary School,Region 2,2020,2024,53,64,11,2020,2024,33,62,29,20.0,3,1,4,3,1,4,3,1,9,20,14.0,0.75,0.775,100,14,43,69,104,13,29,Consistently Improving,90,29
2193,Kathy L Batterman Elementary School,Region 2,2020,2024,55,69,14,2020,2024,36,58,22,18.0,3,1,4,2,2,4,3,1,10,25,17.5,0.75,0.766,67,58,58,69,87,2,8,Consistently Improving,96,30
2178,Tony Alamo Elementary School,Region 2,2020,2024,44,55,11,2020,2024,28,52,24,17.5,2,1,4,3,0,4,3,1,11,16,13.5,0.75,0.763,100,49,65,69,62,30,36,Consistently Improving,100,31
2135,Helen Jydstrup Elementary School,Region 2,2020,2024,42,50,8,2020,2024,25,51,26,17.0,2,1,4,4,0,4,3,1,12,12,12.0,0.75,0.761,139,36,72,69,47,80,47,Consistently Improving,103,32
2070,Shelley Berkley Elementary School,Region 2,2020,2024,50,63,13,2020,2024,34,55,21,17.0,3,1,4,4,0,4,3,1,7,14,10.5,0.75,0.761,82,68,72,69,166,49,80,Consistently Improving,103,32
2124,Herbert A Derfelt Elementary School,Region 2,2020,2024,26,42,16,2020,2024,18,34,16,16.0,2,2,4,3,1,4,3,1,15,10,12.5,0.75,0.756,45,117,85,69,20,112,41,Consistently Improving,109,34
2221,Lewis E Rowe Elementary School,Region 2,2020,2024,32,48,16,2020,2024,18,34,16,16.0,3,1,4,3,1,4,3,1,15,12,13.5,0.75,0.756,45,117,85,69,20,80,36,Consistently Improving,109,34
2109,M J Christensen Elementary School,Region 2,2020,2024,45,52,7,2020,2024,16,41,25,16.0,2,2,4,4,0,4,3,1,10,12,9.0,0.75,0.756,157,43,85,69,87,80,114,Consistently Improving,109,34
2192,Joseph E Thiriot Elementary School,Region 2,2020,2024,34,45,11,2020,2024,14,34,20,15.5,3,1,4,2,2,4,3,1,9,17,13.0,0.75,0.754,100,83,89,69,104,25,38,Consistently Improving,112,37
2362,Wilbur & Theresa Faiss Middle School,Region 2,2020,2024,38,51,13,2020,2024,18,35,17,15.0,3,1,4,3,0,4,3,1,12,7,9.5,0.75,0.751,82,106,94,69,47,183,98,Consistently Improving,114,38
2157,John W Bonner Elementary School,Region 2,2020,2024,66,75,9,2020,2024,50,71,21,15.0,3,1,4,3,1,4,3,1,6,16,9.5,0.75,0.751,130,68,94,69,190,30,98,Consistently Improving,114,38
2235,Red Rock Elementary School,Region 2,2020,2024,16,24,8,2020,2024,10,27,17,12.5,3,1,4,4,0,4,3,1,5,8,6.5,0.75,0.739,139,106,118,69,226,157,182,Consistently Improving,122,40
2060,Tyrone Thompson Elementary School,Region 2,2020,2024,63,66,3,2020,2024,41,63,22,12.5,3,1,4,3,1,4,3,1,7,17,11.5,0.75,0.739,219,58,118,69,166,25,55,Consistently Improving,122,40
2264,Helen M Smith Elementary School,Region 2,2020,2024,41,45,4,2020,2024,18,39,21,12.5,3,1,4,4,0,4,3,1,11,14,12.5,0.75,0.739,204,68,118,69,62,49,41,Consistently Improving,122,40
2097,Robert L Forbuss Elementary School,Region 2,2020,2024,54,58,4,2020,2024,34,55,21,12.5,3,1,4,4,0,4,3,1,5,9,6.0,0.75,0.739,204,68,118,69,226,132,194,Consistently Improving,122,40
2072,Dr Beverly S Mathis Elementary School,Region 2,2020,2024,54,59,5,2020,2024,41,60,19,12.0,2,2,4,3,0,4,3,1,6,8,6.5,0.75,0.737,183,87,130,69,190,157,182,Consistently Improving,132,44
2248,Will Beckley Elementary School,Region 2,2020,2024,14,23,9,2020,2024,7,22,15,12.0,2,2,4,3,1,4,3,1,13,10,11.5,0.75,0.737,130,130,130,69,40,112,55,Consistently Improving,132,44
2096,Dr C Owen Roundy Elementary School,Region 2,2020,2024,17,26,9,2020,2024,8,22,14,11.5,2,2,4,3,1,4,3,1,8,14,11.0,0.75,0.734,130,138,142,69,135,49,68,Consistently Improving,138,46
2069,Billy & Rosemary Vassiliadis Elementary School,Region 2,2020,2024,77,81,4,2020,2024,62,80,18,11.0,2,2,4,2,2,4,3,1,4,11,6.5,0.75,0.732,204,98,149,69,257,96,182,Consistently Improving,140,47
2256,Whitney Elementary School,Region 2,2020,2024,22,28,6,2020,2024,13,29,16,11.0,2,2,4,3,1,4,3,1,9,9,9.0,0.75,0.732,171,117,149,69,104,132,114,Consistently Improving,140,47
2328,Grant Sawyer Middle School,Region 2,2020,2024,28,41,13,2020,2024,14,22,8,10.5,2,1,4,3,0,4,3,1,11,3,5.5,0.75,0.73,82,209,154,69,62,259,205,Consistently Improving,144,49
2068,Jan L Jones Blackhurst Elementary School,Region 2,2020,2024,65,69,4,2020,2024,41,58,17,10.5,3,1,4,4,0,4,3,1,5,8,5.5,0.75,0.73,204,106,154,69,226,157,205,Consistently Improving,144,49
2268,Doris French Elementary School,Region 2,2020,2024,34,39,5,2020,2024,16,32,16,10.5,3,1,4,3,0,4,3,1,7,6,6.5,0.75,0.73,183,117,154,69,166,202,182,Consistently Improving,144,49
2266,Harvey N Dondero Elementary School,Region 2,2020,2024,29,31,2,2020,2024,16,33,17,9.5,2,2,4,3,1,4,3,1,6,9,5.0,0.75,0.725,229,106,167,69,190,132,221,Consistently Improving,149,52
2339,Sig Rogich Middle School,Region 2,2020,2024,72,72,0,2020,2024,45,62,17,8.5,2,1,4,4,0,4,3,1,5,6,5.5,0.75,0.72,248,106,178,69,226,202,205,Consistently Improving,152,53
2061,Sandra B Abston Elementary School,Region 2,2020,2024,50,51,1,2020,2024,31,45,14,7.5,1,1,4,3,0,4,3,1,4,9,4.5,0.75,0.715,237,138,193,69,257,132,237,Consistently Improving,162,54
2302,Frank F Garside Junior High School,Region 2,2020,2024,18,28,10,2020,2024,5,10,5,7.5,3,1,4,3,1,4,3,1,7,2,4.5,0.75,0.715,118,238,193,69,166,280,237,Consistently Improving,162,54
2247,Howard Wasden Elementary School,Region 2,2020,2024,27,31,4,2020,2024,14,24,10,7.0,2,2,4,3,1,4,3,1,6,5,5.5,0.75,0.713,204,189,203,69,190,225,205,Consistently Improving,166,56
2237,Robert E Lake Elementary School,Region 2,2020,2024,27,30,3,2020,2024,14,25,11,7.0,2,2,4,3,1,4,3,1,7,9,8.0,0.75,0.713,219,179,203,69,166,132,137,Consistently Improving,166,56
