SCHOOL_ID,SCHOOL_NAME,REGION,SCHOOL_YEAR,ELA_PCT,ELA_PRIOR_YEAR,ELA_YOY_CHANGE,ELA_DIRECTION,MATH_PCT,MATH_PRIOR_YEAR,MATH_YOY_CHANGE,MATH_DIRECTION,COMPOSITE_PCT,COMPOSITE_YOY_CHANGE
2072,Dr Beverly S Mathis Elementary School,Region 2,2022,48,51,-3,Down,49,41,8,Up,48.5,2.5
2072,Dr Beverly S Mathis Elementary School,Region 2,2023,54,48,6,Up,56,49,7,Up,55.0,6.5
2072,Dr Beverly S Mathis Elementary School,Region 2,2024,59,54,5,Up,60,56,4,Up,59.5,4.5
2070,Shelley Berkley Elementary School,Region 2,2020,50,,,,34,,,,42.0,
2070,Shelley Berkley Elementary School,Region 2,2021,46,50,-4,Down,35,34,1,Up,40.5,-1.5
2070,Shelley Berkley Elementary School,Region 2,2022,53,46,7,Up,49,35,14,Up,51.0,10.5
2070,Shelley Berkley Elementary School,Region 2,2023,59,53,6,Up,52,49,3,Up,55.5,4.5
2070,Shelley Berkley Elementary School,Region 2,2024,63,59,4,Up,55,52,3,Up,59.0,3.5
2277,Nate Mack Elementary School,Region 3,2020,45,,,,24,,,,34.5,
2277,Nate Mack Elementary School,Region 3,2021,50,45,5,Up,39,24,15,Up,44.5,10.0
2277,Nate Mack Elementary School,Region 3,2022,47,50,-3,Down,50,39,11,Up,48.5,4.0
2277,Nate Mack Elementary School,Region 3,2023,56,47,9,Up,58,50,8,Up,57.0,8.5
2277,Nate Mack Elementary School,Region 3,2024,63,56,7,Up,54,58,-4,Down,58.5,1.5
2324,Barbara & Hank Greenspun Junior High School,Region 3,2020,57,,,,30,,,,43.5,
2324,Barbara & Hank Greenspun Junior High School,Region 3,2021,50,57,-7,Down,29,30,-1,Down,39.5,-4.0
2324,Barbara & Hank Greenspun Junior High School,Region 3,2022,50,50,0,Flat,31,29,2,Up,40.5,1.0
2324,Barbara & Hank Greenspun Junior High School,Region 3,2023,49,50,-1,Down,31,31,0,Flat,40.0,-0.5
2324,Barbara & Hank Greenspun Junior High School,Region 3,2024,51,49,2,Up,34,31,3,Up,42.5,2.5
2152,Eva Wolfe Elementary School,Region 1,2020,17,,,,5,,,,11.0,
2152,Eva Wolfe Elementary School,Transformation Network,2020,17,,,,5,,,,11.0,
2152,Eva Wolfe Elementary School,Region 1,2021,31,17,14,Up,27,5,22,Up,29.0,18.0
2152,Eva Wolfe Elementary School,Transformation Network,2021,31,17,14,Up,27,5,22,Up,29.0,18.0
2152,Eva Wolfe Elementary School,Region 1,2022,31,31,0,Flat,30,27,3,Up,30.5,1.5
2152,Eva Wolfe Elementary School,Transformation Network,2022,31,31,0,Flat,30,27,3,Up,30.5,1.5
2152,Eva Wolfe Elementary School,Region 1,2023,33,31,2,Up,26,30,-4,Down,29.5,-1.0
2152,Eva Wolfe Elementary School,Transformation Network,2023,33,31,2,Up,26,30,-4,Down,29.5,-1.0
2152,Eva Wolfe Elementary School,Region 1,2024,43,33,10,Up,33,26,7,Up,38.0,8.5
2152,Eva Wolfe Elementary School,Transformation Network,2024,43,33,10,Up,33,26,7,Up,38.0,8.5
2173,Howard E Heckethorn Elementary School,Region 1,2020,54,,,,35,,,,44.5,
2173,Howard E Heckethorn Elementary School,Region 1,2021,60,54,6,Up,49,35,14,Up,54.5,10.0
2173,Howard E Heckethorn Elementary School,Region 1,2022,54,60,-6,Down,49,49,0,Flat,51.5,-3.0
2173,Howard E Heckethorn Elementary School,Region 1,2023,64,54,10,Up,57,49,8,Up,60.5,9.0
2173,Howard E Heckethorn Elementary School,Region 1,2024,62,64,-2,Down,54,57,-3,Down,58.0,-2.5
2113,James B McMillan Elementary School,Region 1,2020,18,,,,,,,,18.0,
2113,James B McMillan Elementary School,Region 1,2021,29,18,11,Up,18,,,,23.5,5.5
2113,James B McMillan Elementary School,Region 1,2022,26,29,-3,Down,18,18,0,Flat,22.0,-1.5
2113,James B McMillan Elementary School,Region 1,2023,38,26,12,Up,26,18,8,Up,32.0,10.0
2113,James B McMillan Elementary School,Region 1,2024,40,38,2,Up,30,26,4,Up,35.0,3.0
2194,Aldeane Comito Ries Elementary School,Region 2,2020,40,,,,28,,,,34.0,
2194,Aldeane Comito Ries Elementary School,Region 2,2021,51,40,11,Up,43,28,15,Up,47.0,13.0
2194,Aldeane Comito Ries Elementary School,Region 2,2022,49,51,-2,Down,43,43,0,Flat,46.0,-1.0
2194,Aldeane Comito Ries Elementary School,Region 2,2023,54,49,5,Up,51,43,8,Up,52.5,6.5
2194,Aldeane Comito Ries Elementary School,Region 2,2024,48,54,-6,Down,41,51,-10,Down,44.5,-8.0
2368,Barry and June Gunderson Middle School,Region 2,2021,58,,,,39,,,,48.5,
2368,Barry and June Gunderson Middle School,Region 2,2022,54,58,-4,Down,43,39,4,Up,48.5,0.0
2368,Barry and June Gunderson Middle School,Region 2,2023,57,54,3,Up,49,43,6,Up,53.0,4.5
2368,Barry and June Gunderson Middle School,Region 2,2024,65,57,8,Up,51,49,2,Up,58.0,5.0
2262,George E Harris Elementary School,Region 3,2020,24,,,,7,,,,15.5,
2262,George E Harris Elementary School,Region 3,2021,35,24,11,Up,17,7,10,Up,26.0,10.5
2262,George E Harris Elementary School,Region 3,2022,34,35,-1,Down,15,17,-2,Down,24.5,-1.5
2262,George E Harris Elementary School,Region 3,2023,32,34,-2,Down,22,15,7,Up,27.0,2.5
2262,George E Harris Elementary School,Region 3,2024,30,32,-2,Down,21,22,-1,Down,25.5,-1.5
2362,Wilbur & Theresa Faiss Middle School,Region 2,2020,38,,,,18,,,,28.0,
2362,Wilbur & Theresa Faiss Middle School,Region 2,2021,50,38,12,Up,25,18,7,Up,37.5,9.5
2362,Wilbur & Theresa Faiss Middle School,Region 2,2022,40,50,-10,Down,31,25,6,Up,35.5,-2.0
2362,Wilbur & Theresa Faiss Middle School,Region 2,2023,43,40,3,Up,35,31,4,Up,39.0,3.5
2362,Wilbur & Theresa Faiss Middle School,Region 2,2024,51,43,8,Up,35,35,0,Flat,43.0,4.0
2264,Helen M Smith Elementary School,Region 2,2020,41,,,,18,,,,29.5,
2264,Helen M Smith Elementary School,Region 2,2021,52,41,11,Up,32,18,14,Up,42.0,12.5
2264,Helen M Smith Elementary School,Region 2,2022,41,52,-11,Down,35,32,3,Up,38.0,-4.0
2264,Helen M Smith Elementary School,Region 2,2023,42,41,1,Up,38,35,3,Up,40.0,2.0
2264,Helen M Smith Elementary School,Region 2,2024,45,42,3,Up,39,38,1,Up,42.0,2.0
2211,Kermit R Booker Sr Elementary School,Transformation Network,2020,17,,,,,,,,17.0,
2211,Kermit R Booker Sr Elementary School,Transformation Network,2021,25,17,8,Up,12,,,,18.5,1.5
2211,Kermit R Booker Sr Elementary School,Transformation Network,2022,20,25,-5,Down,13,12,1,Up,16.5,-2.0
2211,Kermit R Booker Sr Elementary School,Transformation Network,2023,22,20,2,Up,17,13,4,Up,19.5,3.0
2211,Kermit R Booker Sr Elementary School,Transformation Network,2024,30,22,8,Up,18,17,1,Up,24.0,4.5
2331,Lied STEM Academy Middle School,Region 1,2020,56,,,,38,,,,47.0,
2331,Lied STEM Academy Middle School,Region 1,2021,61,56,5,Up,44,38,6,Up,52.5,5.5
2331,Lied STEM Academy Middle School,Region 1,2022,61,61,0,Flat,51,44,7,Up,56.0,3.5
2331,Lied STEM Academy Middle School,Region 1,2023,60,61,-1,Down,53,51,2,Up,56.5,0.5
2331,Lied STEM Academy Middle School,Region 1,2024,62,60,2,Up,53,53,0,Flat,57.5,1.0
2216,John S Park Elementary School,Region 2,2020,31,,,,17,,,,24.0,
2216,John S Park Elementary School,Region 2,2021,40,31,9,Up,26,17,9,Up,33.0,9.0
2216,John S Park Elementary School,Region 2,2022,34,40,-6,Down,25,26,-1,Down,29.5,-3.5
2216,John S Park Elementary School,Region 2,2023,29,34,-5,Down,23,25,-2,Down,26.0,-3.5
2216,John S Park Elementary School,Region 2,2024,31,29,2,Up,27,23,4,Up,29.0,3.0
2144,Mary & Zel Lowman Elementary School,Transformation Network,2020,15,,,,7,,,,11.0,
2144,Mary & Zel Lowman Elementary School,Transformation Network,2021,23,15,8,Up,13,7,6,Up,18.0,7.0
2144,Mary & Zel Lowman Elementary School,Transformation Network,2022,13,23,-10,Down,7,13,-6,Down,10.0,-8.0
2144,Mary & Zel Lowman Elementary School,Transformation Network,2023,18,13,5,Up,12,7,5,Up,15.0,5.0
2144,Mary & Zel Lowman Elementary School,Transformation Network,2024,23,18,5,Up,16,12,4,Up,19.5,4.5
2201,Bertha Ronzone Elementary School,Region 1,2020,17,,,,7,,,,12.0,
2201,Bertha Ronzone Elementary School,Region 1,2021,29,17,12,Up,17,7,10,Up,23.0,11.0
2201,Bertha Ronzone Elementary School,Region 1,2022,27,29,-2,Down,21,17,4,Up,24.0,1.0
2201,Bertha Ronzone Elementary School,Region 1,2023,20,27,-7,Down,15,21,-6,Down,17.5,-6.5
2201,Bertha Ronzone Elementary School,Region 1,2024,25,20,5,Up,23,15,8,Up,24.0,6.5
2130,Jack Dailey Elementary School,Region 2,2020,27,,,,19,,,,23.0,
2130,Jack Dailey Elementary School,Region 2,2021,27,27,0,Flat,18,19,-1,Down,22.5,-0.5
2130,Jack Dailey Elementary School,Region 2,2022,36,27,9,Up,25,18,7,Up,30.5,8.0
2130,Jack Dailey Elementary School,Region 2,2023,31,36,-5,Down,23,25,-2,Down,27.0,-3.5
2130,Jack Dailey Elementary School,Region 2,2024,33,31,2,Up,23,23,0,Flat,28.0,1.0
2076,Ruby Duncan Elementary School,Transformation Network,2020,29,,,,11,,,,20.0,
2076,Ruby Duncan Elementary School,Transformation Network,2021,32,29,3,Up,19,11,8,Up,25.5,5.5
2076,Ruby Duncan Elementary School,Transformation Network,2022,34,32,2,Up,26,19,7,Up,30.0,4.5
2076,Ruby Duncan Elementary School,Transformation Network,2023,32,34,-2,Down,23,26,-3,Down,27.5,-2.5
2076,Ruby Duncan Elementary School,Transformation Network,2024,34,32,2,Up,23,23,0,Flat,28.5,1.0
2305,J D Smith Middle School,Region 3,2020,,,,,,,,,,
2305,J D Smith Middle School,Region 3,2021,26,,,,7,,,,16.5,
2305,J D Smith Middle School,Region 3,2022,19,26,-7,Down,6,7,-1,Down,12.5,-4.0
2305,J D Smith Middle School,Region 3,2023,17,19,-2,Down,6,6,0,Flat,11.5,-1.0
2305,J D Smith Middle School,Region 3,2024,19,17,2,Up,9,6,3,Up,14.0,2.5
2108,John R Beatty Elementary School,Region 3,2020,42,,,,18,,,,30.0,
2108,John R Beatty Elementary School,Region 3,2021,47,42,5,Up,27,18,9,Up,37.0,7.0
2108,John R Beatty Elementary School,Region 3,2022,48,47,1,Up,32,27,5,Up,40.0,3.0
2108,John R Beatty Elementary School,Region 3,2023,54,48,6,Up,36,32,4,Up,45.0,5.0
2108,John R Beatty Elementary School,Region 3,2024,55,54,1,Up,40,36,4,Up,47.5,2.5
2154,John Vanderburg Elementary School,Region 3,2020,77,,,,72,,,,74.5,
2154,John Vanderburg Elementary School,Region 3,2021,77,77,0,Flat,74,72,2,Up,75.5,1.0
2154,John Vanderburg Elementary School,Region 3,2022,73,77,-4,Down,69,74,-5,Down,71.0,-4.5
2154,John Vanderburg Elementary School,Region 3,2023,72,73,-1,Down,68,69,-1,Down,70.0,-1.0
2154,John Vanderburg Elementary School,Region 3,2024,72,72,0,Flat,68,68,0,Flat,70.0,0.0
2115,Ann Lynch Elementary School,Transformation Network,2020,,,,,,,,,,
2115,Ann Lynch Elementary School,Transformation Network,2021,13,,,,7,,,,10.0,
2115,Ann Lynch Elementary School,Transformation Network,2022,15,13,2,Up,11,7,4,Up,13.0,3.0
2115,Ann Lynch Elementary School,Transformation Network,2023,15,15,0,Flat,12,11,1,Up,13.5,0.5
2115,Ann Lynch Elementary School,Transformation Network,2024,21,15,6,Up,17,12,5,Up,19.0,5.5
2060,Tyrone Thompson Elementary School,Region 2,2020,63,,,,41,,,,52.0,
2060,Tyrone Thompson Elementary School,Region 2,2021,69,63,6,Up,58,41,17,Up,63.5,11.5
2060,Tyrone Thompson Elementary School,Region 2,2022,58,69,-11,Down,55,58,-3,Down,56.5,-7.0
2060,Tyrone Thompson Elementary School,Region 2,2023,59,58,1,Up,59,55,4,Up,59.0,2.5
2060,Tyrone Thompson Elementary School,Region 2,2024,66,59,7,Up,63,59,4,Up,64.5,5.5
2298,Estes M McDoniel Elementary School,Region 3,2020,48,,,,31,,,,39.5,
2298,Estes M McDoniel Elementary School,Region 3,2021,51,48,3,Up,45,31,14,Up,48.0,8.5
2298,Estes M McDoniel Elementary School,Region 3,2022,56,51,5,Up,51,45,6,Up,53.5,5.5
2298,Estes M McDoniel Elementary School,Region 3,2023,66,56,10,Up,60,51,9,Up,63.0,9.5
2298,Estes M McDoniel Elementary School,Region 3,2024,66,66,0,Flat,63,60,3,Up,64.5,1.5
2316,Helen C Cannon Junior High School,Region 2,2020,26,,,,8,,,,17.0,
2316,Helen C Cannon Junior High School,Region 2,2021,28,26,2,Up,11,8,3,Up,19.5,2.5
2316,Helen C Cannon Junior High School,Region 2,2022,25,28,-3,Down,12,11,1,Up,18.5,-1.0
2316,Helen C Cannon Junior High School,Region 2,2023,20,25,-5,Down,8,12,-4,Down,14.0,-4.5
2316,Helen C Cannon Junior High School,Region 2,2024,25,20,5,Up,10,8,2,Up,17.5,3.5
2347,Victoria Fertitta Middle School,Region 2,2020,57,,,,32,,,,44.5,
2347,Victoria Fertitta Middle School,Region 2,2021,56,57,-1,Down,29,32,-3,Down,42.5,-2.0
2347,Victoria Fertitta Middle School,Region 2,2022,47,56,-9,Down,38,29,9,Up,42.5,0.0
2347,Victoria Fertitta Middle School,Region 2,2023,50,47,3,Up,40,38,2,Up,45.0,2.5
2347,Victoria Fertitta Middle School,Region 2,2024,55,50,5,Up,41,40,1,Up,48.0,3.0
2327,Ernest Becker Middle School,Region 3,2020,49,,,,23,,,,36.0,
2327,Ernest Becker Middle School,Region 3,2021,47,49,-2,Down,24,23,1,Up,35.5,-0.5
2327,Ernest Becker Middle School,Region 3,2022,45,47,-2,Down,26,24,2,Up,35.5,0.0
2327,Ernest Becker Middle School,Region 3,2023,36,45,-9,Down,27,26,1,Up,31.5,-4.0
2327,Ernest Becker Middle School,Region 3,2024,48,36,12,Up,25,27,-2,Down,36.5,5.0
2167,Edith Garehime Elementary School,Region 1,2020,39,,,,32,,,,35.5,
2167,Edith Garehime Elementary School,Region 1,2021,42,39,3,Up,35,32,3,Up,38.5,3.0
2167,Edith Garehime Elementary School,Region 1,2022,43,42,1,Up,31,35,-4,Down,37.0,-1.5
2167,Edith Garehime Elementary School,Region 1,2023,38,43,-5,Down,34,31,3,Up,36.0,-1.0
2167,Edith Garehime Elementary School,Region 1,2024,42,38,4,Up,36,34,2,Up,39.0,3.0
2238,Rose Warren Elementary School,Region 2,2020,23,,,,12,,,,17.5,
2238,Rose Warren Elementary School,Region 2,2021,24,23,1,Up,18,12,6,Up,21.0,3.5
2238,Rose Warren Elementary School,Region 2,2022,25,24,1,Up,20,18,2,Up,22.5,1.5
2238,Rose Warren Elementary School,Region 2,2023,28,25,3,Up,24,20,4,Up,26.0,3.5
2238,Rose Warren Elementary School,Region 2,2024,29,28,1,Up,30,24,6,Up,29.5,3.5
2501,Hannah Marie Brown Elementary School,Region 3,2021,68,,,,59,,,,63.5,
2501,Hannah Marie Brown Elementary School,Region 3,2022,63,68,-5,Down,52,59,-7,Down,57.5,-6.0
2501,Hannah Marie Brown Elementary School,Region 3,2023,57,63,-6,Down,46,52,-6,Down,51.5,-6.0
2501,Hannah Marie Brown Elementary School,Region 3,2024,58,57,1,Up,50,46,4,Up,54.0,2.5
2074,Don & Dee Snyder Elementary School,Region 2,2020,49,,,,31,,,,40.0,
2074,Don & Dee Snyder Elementary School,Region 2,2021,52,49,3,Up,40,31,9,Up,46.0,6.0
2074,Don & Dee Snyder Elementary School,Region 2,2022,45,52,-7,Down,37,40,-3,Down,41.0,-5.0
2074,Don & Dee Snyder Elementary School,Region 2,2023,45,45,0,Flat,35,37,-2,Down,40.0,-1.0
2074,Don & Dee Snyder Elementary School,Region 2,2024,54,45,9,Up,38,35,3,Up,46.0,6.0
2096,Dr C Owen Roundy Elementary School,Region 2,2020,17,,,,8,,,,12.5,
2096,Dr C Owen Roundy Elementary School,Region 2,2021,25,17,8,Up,22,8,14,Up,23.5,11.0
2096,Dr C Owen Roundy Elementary School,Region 2,2022,24,25,-1,Down,25,22,3,Up,24.5,1.0
2096,Dr C Owen Roundy Elementary School,Region 2,2023,19,24,-5,Down,18,25,-7,Down,18.5,-6.0
2096,Dr C Owen Roundy Elementary School,Region 2,2024,26,19,7,Up,22,18,4,Up,24.0,5.5
2153,Daniel Goldfarb Elementary School,Transformation Network,2020,26,,,,14,,,,20.0,
2153,Daniel Goldfarb Elementary School,Transformation Network,2021,36,26,10,Up,32,14,18,Up,34.0,14.0
2153,Daniel Goldfarb Elementary School,Transformation Network,2022,29,36,-7,Down,26,32,-6,Down,27.5,-6.5
2153,Daniel Goldfarb Elementary School,Transformation Network,2023,32,29,3,Up,26,26,0,Flat,29.0,1.5
2153,Daniel Goldfarb Elementary School,Transformation Network,2024,49,32,17,Up,42,26,16,Up,45.5,16.5
2231,O K Adcock Elementary School,Region 2,2020,27,,,,12,,,,19.5,
2231,O K Adcock Elementary School,Region 2,2021,33,27,6,Up,28,12,16,Up,30.5,11.0
2231,O K Adcock Elementary School,Region 2,2022,36,33,3,Up,34,28,6,Up,35.0,4.5
2231,O K Adcock Elementary School,Region 2,2023,34,36,-2,Down,33,34,-1,Down,33.5,-1.5
2231,O K Adcock Elementary School,Region 2,2024,46,34,12,Up,45,33,12,Up,45.5,12.0
2341,Justice Myron E Leavitt Middle School,Region 1,2020,50,,,,22,,,,36.0,
2341,Justice Myron E Leavitt Middle School,Region 1,2021,46,50,-4,Down,24,22,2,Up,35.0,-1.0
2341,Justice Myron E Leavitt Middle School,Region 1,2022,42,46,-4,Down,27,24,3,Up,34.5,-0.5
2341,Justice Myron E Leavitt Middle School,Region 1,2023,45,42,3,Up,25,27,-2,Down,35.0,0.5
2341,Justice Myron E Leavitt Middle School,Region 1,2024,48,45,3,Up,29,25,4,Up,38.5,3.5
2287,Elise L Wolff Elementary School,Region 3,2020,59,,,,47,,,,53.0,
2287,Elise L Wolff Elementary School,Region 3,2021,74,59,15,Up,68,47,21,Up,71.0,18.0
2287,Elise L Wolff Elementary School,Region 3,2022,78,74,4,Up,75,68,7,Up,76.5,5.5
2287,Elise L Wolff Elementary School,Region 3,2023,73,78,-5,Down,68,75,-7,Down,70.5,-6.0
2287,Elise L Wolff Elementary School,Region 3,2024,75,73,2,Up,72,68,4,Up,73.5,3.0
2911,Variety JR/SR High School,Alternative,2020,,,,,,,,,,
2911,Variety JR/SR High School,Alternative,2021,,,,,,,,,,
2911,Variety JR/SR High School,Alternative,2022,,,,,,,,,,
2911,Variety JR/SR High School,Alternative,2023,,,,,,,,,,
2932,Cowan Academic Center JR/SR High School,Alternative,2020,,,,,,,,,,
2932,Cowan Academic Center JR/SR High School,Alternative,2021,,,,,,,,,,
2932,Cowan Academic Center JR/SR High School,Alternative,2022,,,,,,,,,,
2932,Cowan Academic Center JR/SR High School,Alternative,2023,,,,,,,,,,
2932,Cowan Academic Center JR/SR High School,Alternative,2024,,,,,,,,,,
2269,C H Decker Elementary School,Region 2,2020,31,,,,20,,,,25.5,
2269,C H Decker Elementary School,Region 2,2021,33,31,2,Up,28,20,8,Up,30.5,5.0
2269,C H Decker Elementary School,Region 2,2022,35,33,2,Up,34,28,6,Up,34.5,4.0
2269,C H Decker Elementary School,Region 2,2023,40,35,5,Up,39,34,5,Up,39.5,5.0
2269,C H Decker Elementary School,Region 2,2024,41,40,1,Up,38,39,-1,Down,39.5,0.0
2147,Lucile Bruner Elementary School,Region 1,2020,23,,,,10,,,,16.5,
2147,Lucile Bruner Elementary School,Region 1,2021,38,23,15,Up,17,10,7,Up,27.5,11.0
2147,Lucile Bruner Elementary School,Region 1,2022,27,38,-11,Down,14,17,-3,Down,20.5,-7.0
2147,Lucile Bruner Elementary School,Region 1,2023,28,27,1,Up,21,14,7,Up,24.5,4.0
2147,Lucile Bruner Elementary School,Region 1,2024,28,28,0,Flat,22,21,1,Up,25.0,0.5
2254,Robert L Taylor Elementary School,Region 3,2020,,,,,,,,,,
2254,Robert L Taylor Elementary School,Region 3,2021,17,,,,14,,,,15.5,
2254,Robert L Taylor Elementary School,Region 3,2022,14,17,-3,Down,13,14,-1,Down,13.5,-2.0
2254,Robert L Taylor Elementary School,Region 3,2023,17,14,3,Up,17,13,4,Up,17.0,3.5
2254,Robert L Taylor Elementary School,Region 3,2024,24,17,7,Up,19,17,2,Up,21.5,4.5
