SCHOOL_ID,SCHOOL_NAME,REGION,SCHOOL_YEAR,ELA_PCT,ELA_PRIOR_YEAR,ELA_YOY_CHANGE,ELA_DIRECTION,MATH_PCT,MATH_PRIOR_YEAR,MATH_YOY_CHANGE,MATH_DIRECTION,COMPOSITE_PCT,COMPOSITE_YOY_CHANGE
2062,Earl N Jenkins Elementary School,Region 3,2020,39,,,,22,,,,30.5,
2062,Earl N Jenkins Elementary School,Region 3,2021,43,39,4,Up,34,22,12,Up,38.5,8.0
2062,Earl N Jenkins Elementary School,Region 3,2022,40,43,-3,Down,32,34,-2,Down,36.0,-2.5
2062,Earl N Jenkins Elementary School,Region 3,2023,40,40,0,Flat,36,32,4,Up,38.0,2.0
2062,Earl N Jenkins Elementary School,Region 3,2024,45,40,5,Up,41,36,5,Up,43.0,5.0
2145,Piggott Academy Elementary School,Region 2,2020,53,,,,33,,,,43.0,
2145,Piggott Academy Elementary School,Region 2,2021,61,53,8,Up,53,33,20,Up,57.0,14.0
2145,Piggott Academy Elementary School,Region 2,2022,53,61,-8,Down,51,53,-2,Down,52.0,-5.0
2145,Piggott Academy Elementary School,Region 2,2023,55,53,2,Up,61,51,10,Up,58.0,6.0
2145,Piggott Academy Elementary School,Region 2,2024,64,55,9,Up,62,61,1,Up,63.0,5.0
2206,CVT Gilbert Elementary School,Region 1,2020,40,,,,20,,,,30.0,
2206,CVT Gilbert Elementary School,Region 1,2021,43,40,3,Up,22,20,2,Up,32.5,2.5
2206,CVT Gilbert Elementary School,Region 1,2022,46,43,3,Up,26,22,4,Up,36.0,3.5
2206,CVT Gilbert Elementary School,Region 1,2023,46,46,0,Flat,33,26,7,Up,39.5,3.5
2206,CVT Gilbert Elementary School,Region 1,2024,41,46,-5,Down,31,33,-2,Down,36.0,-3.5
2252,Indian Springs Elementary School,Region 1,2020,,,,,,,,,,
2252,Indian Springs Elementary School,Region 1,2021,45,,,,26,,,,35.5,
2252,Indian Springs Elementary School,Region 1,2022,40,45,-5,Down,31,26,5,Up,35.5,0.0
2252,Indian Springs Elementary School,Region 1,2023,38,40,-2,Down,32,31,1,Up,35.0,-0.5
2252,Indian Springs Elementary School,Region 1,2024,37,38,-1,Down,35,32,3,Up,36.0,1.0
2226,Matt Kelly Elementary School,Transformation Network,2020,,,,,,,,,,
2226,Matt Kelly Elementary School,Transformation Network,2021,10,,,,6,,,,8.0,
2226,Matt Kelly Elementary School,Transformation Network,2022,13,10,3,Up,9,6,3,Up,11.0,3.0
2226,Matt Kelly Elementary School,Transformation Network,2023,12,13,-1,Down,9,9,0,Flat,10.5,-0.5
2226,Matt Kelly Elementary School,Transformation Network,2024,17,12,5,Up,7,9,-2,Down,12.0,1.5
2292,William G Bennett Elementary School,Region 3,2020,24,,,,9,,,,16.5,
2292,William G Bennett Elementary School,Region 3,2021,28,24,4,Up,21,9,12,Up,24.5,8.0
2292,William G Bennett Elementary School,Region 3,2022,20,28,-8,Down,17,21,-4,Down,18.5,-6.0
2292,William G Bennett Elementary School,Region 3,2023,20,20,0,Flat,16,17,-1,Down,18.0,-0.5
2292,William G Bennett Elementary School,Region 3,2024,32,20,12,Up,28,16,12,Up,30.0,12.0
2117,Robert Lunt Elementary School,Transformation Network,2020,16,,,,7,,,,11.5,
2117,Robert Lunt Elementary School,Transformation Network,2021,19,16,3,Up,13,7,6,Up,16.0,4.5
2117,Robert Lunt Elementary School,Transformation Network,2022,21,19,2,Up,13,13,0,Flat,17.0,1.0
2117,Robert Lunt Elementary School,Transformation Network,2023,14,21,-7,Down,13,13,0,Flat,13.5,-3.5
2117,Robert Lunt Elementary School,Transformation Network,2024,20,14,6,Up,21,13,8,Up,20.5,7.0
2247,Howard Wasden Elementary School,Region 2,2020,27,,,,14,,,,20.5,
2247,Howard Wasden Elementary School,Region 2,2021,25,27,-2,Down,17,14,3,Up,21.0,0.5
2247,Howard Wasden Elementary School,Region 2,2022,28,25,3,Up,22,17,5,Up,25.0,4.0
2247,Howard Wasden Elementary School,Region 2,2023,34,28,6,Up,27,22,5,Up,30.5,5.5
2247,Howard Wasden Elementary School,Region 2,2024,31,34,-3,Down,24,27,-3,Down,27.5,-3.0
2360,Lois & Jerry Tarkanian Middle School,Region 2,2020,52,,,,30,,,,41.0,
2360,Lois & Jerry Tarkanian Middle School,Region 2,2021,60,52,8,Up,36,30,6,Up,48.0,7.0
2360,Lois & Jerry Tarkanian Middle School,Region 2,2022,54,60,-6,Down,39,36,3,Up,46.5,-1.5
2360,Lois & Jerry Tarkanian Middle School,Region 2,2023,55,54,1,Up,38,39,-1,Down,46.5,0.0
2360,Lois & Jerry Tarkanian Middle School,Region 2,2024,62,55,7,Up,44,38,6,Up,53.0,6.5
2302,Frank F Garside Junior High School,Region 2,2020,18,,,,5,,,,11.5,
2302,Frank F Garside Junior High School,Region 2,2021,24,18,6,Up,7,5,2,Up,15.5,4.0
2302,Frank F Garside Junior High School,Region 2,2022,20,24,-4,Down,6,7,-1,Down,13.0,-2.5
2302,Frank F Garside Junior High School,Region 2,2023,21,20,1,Up,8,6,2,Up,14.5,1.5
2302,Frank F Garside Junior High School,Region 2,2024,28,21,7,Up,10,8,2,Up,19.0,4.5
2202,Mabel Hoggard Elementary School,Region 1,2020,42,,,,23,,,,32.5,
2202,Mabel Hoggard Elementary School,Region 1,2021,47,42,5,Up,40,23,17,Up,43.5,11.0
2202,Mabel Hoggard Elementary School,Region 1,2022,56,47,9,Up,47,40,7,Up,51.5,8.0
2202,Mabel Hoggard Elementary School,Region 1,2023,61,56,5,Up,56,47,9,Up,58.5,7.0
2202,Mabel Hoggard Elementary School,Region 1,2024,63,61,2,Up,58,56,2,Up,60.5,2.0
2328,Grant Sawyer Middle School,Region 2,2020,28,,,,14,,,,21.0,
2328,Grant Sawyer Middle School,Region 2,2021,39,28,11,Up,14,14,0,Flat,26.5,5.5
2328,Grant Sawyer Middle School,Region 2,2022,35,39,-4,Down,16,14,2,Up,25.5,-1.0
2328,Grant Sawyer Middle School,Region 2,2023,35,35,0,Flat,19,16,3,Up,27.0,1.5
2328,Grant Sawyer Middle School,Region 2,2024,41,35,6,Up,22,19,3,Up,31.5,4.5
2933,Peterson Academic Center JR/SR High School,Alternative,2020,,,,,,,,,,
2933,Peterson Academic Center JR/SR High School,Alternative,2021,,,,,,,,,,
2933,Peterson Academic Center JR/SR High School,Alternative,2022,,,,,,,,,,
2933,Peterson Academic Center JR/SR High School,Alternative,2023,,,,,,,,,,
2933,Peterson Academic Center JR/SR High School,Alternative,2024,,,,,,,,,,
2184,Eileen Conners Elementary School,Region 1,2020,44,,,,21,,,,32.5,
2184,Eileen Conners Elementary School,Region 1,2021,47,44,3,Up,40,21,19,Up,43.5,11.0
2184,Eileen Conners Elementary School,Region 1,2022,52,47,5,Up,41,40,1,Up,46.5,3.0
2184,Eileen Conners Elementary School,Region 1,2023,57,52,5,Up,49,41,8,Up,53.0,6.5
2184,Eileen Conners Elementary School,Region 1,2024,54,57,-3,Down,47,49,-2,Down,50.5,-2.5
2353,Jack & Terry Mannion Middle School,Region 3,2020,56,,,,38,,,,47.0,
2353,Jack & Terry Mannion Middle School,Region 3,2021,62,56,6,Up,37,38,-1,Down,49.5,2.5
2353,Jack & Terry Mannion Middle School,Region 3,2022,61,62,-1,Down,42,37,5,Up,51.5,2.0
2353,Jack & Terry Mannion Middle School,Region 3,2023,59,61,-2,Down,41,42,-1,Down,50.0,-1.5
2353,Jack & Terry Mannion Middle School,Region 3,2024,64,59,5,Up,47,41,6,Up,55.5,5.5
2151,Dean LaMar Allen Elementary School,Region 1,2020,50,,,,31,,,,40.5,
2151,Dean LaMar Allen Elementary School,Region 1,2021,50,50,0,Flat,29,31,-2,Down,39.5,-1.0
2151,Dean LaMar Allen Elementary School,Region 1,2022,49,50,-1,Down,28,29,-1,Down,38.5,-1.0
2151,Dean LaMar Allen Elementary School,Region 1,2023,48,49,-1,Down,41,28,13,Up,44.5,6.0
2151,Dean LaMar Allen Elementary School,Region 1,2024,45,48,-3,Down,44,41,3,Up,44.5,0.0
2363,Innovations International Charter JR/SR High School,Charter,2020,24,,,,7,,,,15.5,
2363,Innovations International Charter JR/SR High School,Charter,2021,26,24,2,Up,6,7,-1,Down,16.0,0.5
2363,Innovations International Charter JR/SR High School,Charter,2022,25,26,-1,Down,10,6,4,Up,17.5,1.5
2363,Innovations International Charter JR/SR High School,Charter,2023,16,25,-9,Down,,10,,,16.0,-1.5
2363,Innovations International Charter JR/SR High School,Charter,2024,35,16,19,Up,11,,,,23.0,7.0
2916,Miley Achievement Center JR/SR High School,Alternative,2020,,,,,,,,,,
2916,Miley Achievement Center JR/SR High School,Alternative,2021,,,,,,,,,,
2916,Miley Achievement Center JR/SR High School,Alternative,2022,,,,,,,,,,
2916,Miley Achievement Center JR/SR High School,Alternative,2023,,,,,,,,,,
2916,Miley Achievement Center JR/SR High School,Alternative,2024,,,,,,,,,,
2141,William Lummis Elementary School,Region 1,2020,52,,,,42,,,,47.0,
2141,William Lummis Elementary School,Region 1,2021,54,52,2,Up,49,42,7,Up,51.5,4.5
2141,William Lummis Elementary School,Region 1,2022,63,54,9,Up,55,49,6,Up,59.0,7.5
2141,William Lummis Elementary School,Region 1,2023,61,63,-2,Down,57,55,2,Up,59.0,0.0
2141,William Lummis Elementary School,Region 1,2024,68,61,7,Up,63,57,6,Up,65.5,6.5
2313,Lyal Burkholder Academy of Environmental Science,Region 3,2020,36,,,,16,,,,26.0,
2313,Lyal Burkholder Academy of Environmental Science,Region 3,2021,31,36,-5,Down,17,16,1,Up,24.0,-2.0
2313,Lyal Burkholder Academy of Environmental Science,Region 3,2022,31,31,0,Flat,18,17,1,Up,24.5,0.5
2313,Lyal Burkholder Academy of Environmental Science,Region 3,2023,31,31,0,Flat,16,18,-2,Down,23.5,-1.0
2313,Lyal Burkholder Academy of Environmental Science,Region 3,2024,51,31,20,Up,29,16,13,Up,40.0,16.5
2260,Myrtle Tate Elementary School,Region 3,2020,19,,,,15,,,,17.0,
2260,Myrtle Tate Elementary School,Region 3,2021,28,19,9,Up,28,15,13,Up,28.0,11.0
2260,Myrtle Tate Elementary School,Region 3,2022,32,28,4,Up,31,28,3,Up,31.5,3.5
2260,Myrtle Tate Elementary School,Region 3,2023,35,32,3,Up,33,31,2,Up,34.0,2.5
2260,Myrtle Tate Elementary School,Region 3,2024,35,35,0,Flat,38,33,5,Up,36.5,2.5
2346,Kathleen & Tim Harney Middle School,Region 3,2020,25,,,,12,,,,18.5,
2346,Kathleen & Tim Harney Middle School,Region 3,2021,26,25,1,Up,9,12,-3,Down,17.5,-1.0
2346,Kathleen & Tim Harney Middle School,Region 3,2022,22,26,-4,Down,7,9,-2,Down,14.5,-3.0
2346,Kathleen & Tim Harney Middle School,Region 3,2023,17,22,-5,Down,6,7,-1,Down,11.5,-3.0
2346,Kathleen & Tim Harney Middle School,Region 3,2024,21,17,4,Up,9,6,3,Up,15.0,3.5
2965,Quest Program,Alternative,2023,,,,,,,,,,
2965,Quest Program,Alternative,2024,,,,,,,,,,
2273,Howard Hollingsworth Elementary School,Region 2,2020,16,,,,,,,,16.0,
2273,Howard Hollingsworth Elementary School,Region 2,2021,18,16,2,Up,12,,,,15.0,-1.0
2273,Howard Hollingsworth Elementary School,Region 2,2022,29,18,11,Up,20,12,8,Up,24.5,9.5
2273,Howard Hollingsworth Elementary School,Region 2,2023,27,29,-2,Down,16,20,-4,Down,21.5,-3.0
2273,Howard Hollingsworth Elementary School,Region 2,2024,28,27,1,Up,23,16,7,Up,25.5,4.0
2120,James Gibson Elementary School,Region 3,2020,39,,,,24,,,,31.5,
2120,James Gibson Elementary School,Region 3,2021,61,39,22,Up,45,24,21,Up,53.0,21.5
2120,James Gibson Elementary School,Region 3,2022,58,61,-3,Down,43,45,-2,Down,50.5,-2.5
2120,James Gibson Elementary School,Region 3,2023,57,58,-1,Down,51,43,8,Up,54.0,3.5
2120,James Gibson Elementary School,Region 3,2024,61,57,4,Up,52,51,1,Up,56.5,2.5
2343,Mario C & JoAnne Monaco Middle School,Region 3,2020,26,,,,7,,,,16.5,
2343,Mario C & JoAnne Monaco Middle School,Region 3,2021,28,26,2,Up,12,7,5,Up,20.0,3.5
2343,Mario C & JoAnne Monaco Middle School,Region 3,2022,23,28,-5,Down,12,12,0,Flat,17.5,-2.5
2343,Mario C & JoAnne Monaco Middle School,Region 3,2023,22,23,-1,Down,11,12,-1,Down,16.5,-1.0
2343,Mario C & JoAnne Monaco Middle School,Region 3,2024,27,22,5,Up,12,11,1,Up,19.5,3.0
2350,Charles Arthur Hughes Middle School,Region 1,2020,31,,,,20,,,,25.5,
2350,Charles Arthur Hughes Middle School,Region 1,2021,39,31,8,Up,26,20,6,Up,32.5,7.0
2350,Charles Arthur Hughes Middle School,Region 1,2022,45,39,6,Up,31,26,5,Up,38.0,5.5
2350,Charles Arthur Hughes Middle School,Region 1,2023,39,45,-6,Down,31,31,0,Flat,35.0,-3.0
2350,Charles Arthur Hughes Middle School,Region 1,2024,42,39,3,Up,27,31,-4,Down,34.5,-0.5
2913,Spring Mountain JR/SR High School,Alternative,2020,,,,,,,,,,
2913,Spring Mountain JR/SR High School,Alternative,2021,,,,,,,,,,
2913,Spring Mountain JR/SR High School,Alternative,2022,,,,,,,,,,
2913,Spring Mountain JR/SR High School,Alternative,2023,,,,,,,,,,
2913,Spring Mountain JR/SR High School,Alternative,2024,,,,,,,,,,
2357,Dr William H Bailey Middle School,Region 3,2020,26,,,,9,,,,17.5,
2357,Dr William H Bailey Middle School,Region 3,2021,24,26,-2,Down,8,9,-1,Down,16.0,-1.5
2357,Dr William H Bailey Middle School,Region 3,2022,19,24,-5,Down,7,8,-1,Down,13.0,-3.0
2357,Dr William H Bailey Middle School,Region 3,2023,15,19,-4,Down,7,7,0,Flat,11.0,-2.0
2357,Dr William H Bailey Middle School,Region 3,2024,20,15,5,Up,8,7,1,Up,14.0,3.0
2222,Lincoln Elementary School,Region 1,2020,17,,,,7,,,,12.0,
2222,Lincoln Elementary School,Region 1,2021,23,17,6,Up,16,7,9,Up,19.5,7.5
2222,Lincoln Elementary School,Region 1,2022,20,23,-3,Down,17,16,1,Up,18.5,-1.0
2222,Lincoln Elementary School,Region 1,2023,21,20,1,Up,20,17,3,Up,20.5,2.0
2222,Lincoln Elementary School,Region 1,2024,26,21,5,Up,22,20,2,Up,24.0,3.5
2079,Charlotte & Jerry Keller Elementary School,Region 3,2020,23,,,,12,,,,17.5,
2079,Charlotte & Jerry Keller Elementary School,Region 3,2021,30,23,7,Up,22,12,10,Up,26.0,8.5
2079,Charlotte & Jerry Keller Elementary School,Region 3,2022,31,30,1,Up,32,22,10,Up,31.5,5.5
2079,Charlotte & Jerry Keller Elementary School,Region 3,2023,38,31,7,Up,34,32,2,Up,36.0,4.5
2079,Charlotte & Jerry Keller Elementary School,Region 3,2024,46,38,8,Up,37,34,3,Up,41.5,5.5
2621,The Delta Academy JR/SR High School,Charter,2020,26,,,,11,,,,18.5,
2621,The Delta Academy JR/SR High School,Charter,2021,26,26,0,Flat,11,11,0,Flat,18.5,0.0
2621,The Delta Academy JR/SR High School,Charter,2022,24,26,-2,Down,9,11,-2,Down,16.5,-2.0
2621,The Delta Academy JR/SR High School,Charter,2023,17,24,-7,Down,11,9,2,Up,14.0,-2.5
2621,The Delta Academy JR/SR High School,Charter,2024,35,17,18,Up,17,11,6,Up,26.0,12.0
2246,Walter Bracken Elementary School,Region 2,2020,50,,,,25,,,,37.5,
2246,Walter Bracken Elementary School,Region 2,2021,53,50,3,Up,35,25,10,Up,44.0,6.5
2246,Walter Bracken Elementary School,Region 2,2022,61,53,8,Up,45,35,10,Up,53.0,9.0
2246,Walter Bracken Elementary School,Region 2,2023,65,61,4,Up,48,45,3,Up,56.5,3.5
2246,Walter Bracken Elementary School,Region 2,2024,66,65,1,Up,53,48,5,Up,59.5,3.0
2935,Variety Elementary School,Alternative,2020,,,,,,,,,,
2935,Variety Elementary School,Alternative,2021,,,,,,,,,,
2935,Variety Elementary School,Alternative,2022,,,,,,,,,,
2935,Variety Elementary School,Alternative,2023,,,,,,,,,,
2239,Ruby S Thomas Elementary School,Region 2,2020,15,,,,8,,,,11.5,
2239,Ruby S Thomas Elementary School,Region 2,2021,17,15,2,Up,11,8,3,Up,14.0,2.5
2239,Ruby S Thomas Elementary School,Region 2,2022,17,17,0,Flat,10,11,-1,Down,13.5,-0.5
2239,Ruby S Thomas Elementary School,Region 2,2023,16,17,-1,Down,10,10,0,Flat,13.0,-0.5
2239,Ruby S Thomas Elementary School,Region 2,2024,30,16,14,Up,17,10,7,Up,23.5,10.5
2242,Tom Williams Elementary School,Region 3,2020,30,,,,12,,,,21.0,
2242,Tom Williams Elementary School,Region 3,2021,24,30,-6,Down,12,12,0,Flat,18.0,-3.0
2242,Tom Williams Elementary School,Region 3,2022,26,24,2,Up,15,12,3,Up,20.5,2.5
2242,Tom Williams Elementary School,Region 3,2023,27,26,1,Up,15,15,0,Flat,21.0,0.5
2242,Tom Williams Elementary School,Region 3,2024,27,27,0,Flat,20,15,5,Up,23.5,2.5
2332,Duane D Keller Middle School,Region 2,2020,22,,,,6,,,,14.0,
2332,Duane D Keller Middle School,Region 2,2021,21,22,-1,Down,,6,,,21.0,7.0
2332,Duane D Keller Middle School,Region 2,2022,20,21,-1,Down,8,,,,14.0,-7.0
2332,Duane D Keller Middle School,Region 2,2023,19,20,-1,Down,9,8,1,Up,14.0,0.0
2332,Duane D Keller Middle School,Region 2,2024,26,19,7,Up,11,9,2,Up,18.5,4.5
2265,Bill Y Tomiyasu Elementary School,Region 2,2020,35,,,,17,,,,26.0,
2265,Bill Y Tomiyasu Elementary School,Region 2,2021,39,35,4,Up,25,17,8,Up,32.0,6.0
2265,Bill Y Tomiyasu Elementary School,Region 2,2022,42,39,3,Up,26,25,1,Up,34.0,2.0
2265,Bill Y Tomiyasu Elementary School,Region 2,2023,38,42,-4,Down,31,26,5,Up,34.5,0.5
2265,Bill Y Tomiyasu Elementary School,Region 2,2024,44,38,6,Up,31,31,0,Flat,37.5,3.0
2917,Miley Achievement Center Elementary School,Alternative,2020,,,,,,,,,,
2917,Miley Achievement Center Elementary School,Alternative,2021,,,,,,,,,,
2917,Miley Achievement Center Elementary School,Alternative,2022,,,,,,,,,,
2917,Miley Achievement Center Elementary School,Alternative,2023,,,,,,,,,,
2917,Miley Achievement Center Elementary School,Alternative,2024,,,,,,,,,,
2275,Oran K Gragson Elementary School,Region 3,2020,21,,,,12,,,,16.5,
2275,Oran K Gragson Elementary School,Region 3,2021,32,21,11,Up,17,12,5,Up,24.5,8.0
2275,Oran K Gragson Elementary School,Region 3,2022,30,32,-2,Down,15,17,-2,Down,22.5,-2.0
2275,Oran K Gragson Elementary School,Region 3,2023,33,30,3,Up,17,15,2,Up,25.0,2.5
2275,Oran K Gragson Elementary School,Region 3,2024,35,33,2,Up,23,17,6,Up,29.0,4.0
2270,Walter V Long Elementary School,Region 3,2020,22,,,,11,,,,16.5,
2270,Walter V Long Elementary School,Region 3,2021,24,22,2,Up,17,11,6,Up,20.5,4.0
2270,Walter V Long Elementary School,Region 3,2022,30,24,6,Up,16,17,-1,Down,23.0,2.5
2270,Walter V Long Elementary School,Region 3,2023,26,30,-4,Down,20,16,4,Up,23.0,0.0
2270,Walter V Long Elementary School,Region 3,2024,18,26,-8,Down,16,20,-4,Down,17.0,-6.0
2064,Robert & Sandy Ellis Elementary School,Region 3,2020,66,,,,45,,,,55.5,
2064,Robert & Sandy Ellis Elementary School,Region 3,2021,66,66,0,Flat,57,45,12,Up,61.5,6.0
2064,Robert & Sandy Ellis Elementary School,Region 3,2022,64,66,-2,Down,56,57,-1,Down,60.0,-1.5
2064,Robert & Sandy Ellis Elementary School,Region 3,2023,63,64,-1,Down,62,56,6,Up,62.5,2.5
2064,Robert & Sandy Ellis Elementary School,Region 3,2024,67,63,4,Up,61,62,-1,Down,64.0,1.5
2325,Theron L Swainston Middle School,Region 1,2020,27,,,,8,,,,17.5,
2325,Theron L Swainston Middle School,Region 1,2021,23,27,-4,Down,7,8,-1,Down,15.0,-2.5
2325,Theron L Swainston Middle School,Region 1,2022,22,23,-1,Down,8,7,1,Up,15.0,0.0
2325,Theron L Swainston Middle School,Region 1,2023,19,22,-3,Down,9,8,1,Up,14.0,-1.0
2325,Theron L Swainston Middle School,Region 1,2024,27,19,8,Up,11,9,2,Up,19.0,5.0
2279,Grant Bowler Elementary School,Region 1,2020,52,,,,44,,,,48.0,
2279,Grant Bowler Elementary School,Region 1,2021,52,52,0,Flat,41,44,-3,Down,46.5,-1.5
2279,Grant Bowler Elementary School,Region 1,2022,50,52,-2,Down,39,41,-2,Down,44.5,-2.0
2279,Grant Bowler Elementary School,Region 1,2023,57,50,7,Up,50,39,11,Up,53.5,9.0
2279,Grant Bowler Elementary School,Region 1,2024,52,57,-5,Down,55,50,5,Up,53.5,0.0
2181,Roger D Gehring Academy of Science and Technology Elementary School,Region 3,2020,56,,,,48,,,,52.0,
2181,Roger D Gehring Academy of Science and Technology Elementary School,Region 3,2021,75,56,19,Up,61,48,13,Up,68.0,16.0
2181,Roger D Gehring Academy of Science and Technology Elementary School,Region 3,2022,81,75,6,Up,74,61,13,Up,77.5,9.5
2181,Roger D Gehring Academy of Science and Technology Elementary School,Region 3,2023,82,81,1,Up,83,74,9,Up,82.5,5.0
2181,Roger D Gehring Academy of Science and Technology Elementary School,Region 3,2024,84,82,2,Up,82,83,-1,Down,83.0,0.5
2114,Ute Perkins Elementary School,Region 1,2020,53,,,,31,,,,42.0,
2114,Ute Perkins Elementary School,Region 1,2021,45,53,-8,Down,44,31,13,Up,44.5,2.5
2114,Ute Perkins Elementary School,Region 1,2022,38,45,-7,Down,40,44,-4,Down,39.0,-5.5
2114,Ute Perkins Elementary School,Region 1,2023,45,38,7,Up,44,40,4,Up,44.5,5.5
2114,Ute Perkins Elementary School,Region 1,2024,46,45,1,Up,38,44,-6,Down,42.0,-2.5
2166,Frank Lamping Elementary School,Region 3,2020,67,,,,47,,,,57.0,
2166,Frank Lamping Elementary School,Region 3,2021,69,67,2,Up,58,47,11,Up,63.5,6.5
2166,Frank Lamping Elementary School,Region 3,2022,65,69,-4,Down,55,58,-3,Down,60.0,-3.5
2166,Frank Lamping Elementary School,Region 3,2023,66,65,1,Up,60,55,5,Up,63.0,3.0
2166,Frank Lamping Elementary School,Region 3,2024,74,66,8,Up,68,60,8,Up,71.0,8.0
2189,Eva G Simmons Elementary School,Region 1,2020,49,,,,25,,,,37.0,
2189,Eva G Simmons Elementary School,Region 1,2021,47,49,-2,Down,31,25,6,Up,39.0,2.0
2189,Eva G Simmons Elementary School,Region 1,2022,46,47,-1,Down,35,31,4,Up,40.5,1.5
2189,Eva G Simmons Elementary School,Region 1,2023,41,46,-5,Down,27,35,-8,Down,34.0,-6.5
2189,Eva G Simmons Elementary School,Region 1,2024,36,41,-5,Down,32,27,5,Up,34.0,0.0
2071,Josh Stevens Elementary School,Region 3,2020,56,,,,38,,,,47.0,
2071,Josh Stevens Elementary School,Region 3,2021,58,56,2,Up,47,38,9,Up,52.5,5.5
2071,Josh Stevens Elementary School,Region 3,2022,53,58,-5,Down,43,47,-4,Down,48.0,-4.5
2071,Josh Stevens Elementary School,Region 3,2023,49,53,-4,Down,46,43,3,Up,47.5,-0.5
2071,Josh Stevens Elementary School,Region 3,2024,63,49,14,Up,51,46,5,Up,57.0,9.5
2188,William & Mary Scherkenbach Elementary School,Region 2,2020,36,,,,14,,,,25.0,
2188,William & Mary Scherkenbach Elementary School,Region 2,2021,47,36,11,Up,33,14,19,Up,40.0,15.0
2188,William & Mary Scherkenbach Elementary School,Region 2,2022,54,47,7,Up,37,33,4,Up,45.5,5.5
2188,William & Mary Scherkenbach Elementary School,Region 2,2023,65,54,11,Up,54,37,17,Up,59.5,14.0
2188,William & Mary Scherkenbach Elementary School,Region 2,2024,65,65,0,Flat,56,54,2,Up,60.5,1.0
2326,Thurman White Academy of the Arts Middle School,Region 3,2020,57,,,,27,,,,42.0,
2326,Thurman White Academy of the Arts Middle School,Region 3,2021,64,57,7,Up,31,27,4,Up,47.5,5.5
2326,Thurman White Academy of the Arts Middle School,Region 3,2022,67,64,3,Up,32,31,1,Up,49.5,2.0
2326,Thurman White Academy of the Arts Middle School,Region 3,2023,64,67,-3,Down,35,32,3,Up,49.5,0.0
2326,Thurman White Academy of the Arts Middle School,Region 3,2024,68,64,4,Up,46,35,11,Up,57.0,7.5
2338,Bob Miller Middle School,Region 2,2020,60,,,,45,,,,52.5,
2338,Bob Miller Middle School,Region 2,2021,67,60,7,Up,46,45,1,Up,56.5,4.0
2338,Bob Miller Middle School,Region 2,2022,65,67,-2,Down,53,46,7,Up,59.0,2.5
2338,Bob Miller Middle School,Region 2,2023,60,65,-5,Down,49,53,-4,Down,54.5,-4.5
2338,Bob Miller Middle School,Region 2,2024,65,60,5,Up,54,49,5,Up,59.5,5.0
2180,Steve and Linda Cozine Elementary School,Region 2,2020,26,,,,17,,,,21.5,
2180,Steve and Linda Cozine Elementary School,Region 2,2021,36,26,10,Up,29,17,12,Up,32.5,11.0
2180,Steve and Linda Cozine Elementary School,Region 2,2022,34,36,-2,Down,31,29,2,Up,32.5,0.0
2180,Steve and Linda Cozine Elementary School,Region 2,2023,39,34,5,Up,32,31,1,Up,35.5,3.0
2180,Steve and Linda Cozine Elementary School,Region 2,2024,48,39,9,Up,38,32,6,Up,43.0,7.5
2177,Fredric W Watson Elementary School,Region 1,2020,25,,,,11,,,,18.0,
2177,Fredric W Watson Elementary School,Region 1,2021,33,25,8,Up,26,11,15,Up,29.5,11.5
2177,Fredric W Watson Elementary School,Region 1,2022,27,33,-6,Down,24,26,-2,Down,25.5,-4.0
2177,Fredric W Watson Elementary School,Region 1,2023,26,27,-1,Down,23,24,-1,Down,24.5,-1.0
2177,Fredric W Watson Elementary School,Region 1,2024,37,26,11,Up,25,23,2,Up,31.0,6.5
2078,Evelyn Stuckey Elementary School,Region 2,2020,54,,,,47,,,,50.5,
2078,Evelyn Stuckey Elementary School,Region 2,2021,63,54,9,Up,58,47,11,Up,60.5,10.0
2078,Evelyn Stuckey Elementary School,Region 2,2022,59,63,-4,Down,57,58,-1,Down,58.0,-2.5
2078,Evelyn Stuckey Elementary School,Region 2,2023,65,59,6,Up,63,57,6,Up,64.0,6.0
2078,Evelyn Stuckey Elementary School,Region 2,2024,65,65,0,Flat,57,63,-6,Down,61.0,-3.0
2198,Sandra L Thompson Elementary School,Region 1,2020,45,,,,26,,,,35.5,
2198,Sandra L Thompson Elementary School,Region 1,2021,53,45,8,Up,46,26,20,Up,49.5,14.0
2198,Sandra L Thompson Elementary School,Region 1,2022,57,53,4,Up,49,46,3,Up,53.0,3.5
2198,Sandra L Thompson Elementary School,Region 1,2023,50,57,-7,Down,41,49,-8,Down,45.5,-7.5
2198,Sandra L Thompson Elementary School,Region 1,2024,50,50,0,Flat,46,41,5,Up,48.0,2.5
2128,Richard Rundle Elementary School,Transformation Network,2020,18,,,,11,,,,14.5,
2128,Richard Rundle Elementary School,Transformation Network,2021,32,18,14,Up,18,11,7,Up,25.0,10.5
2128,Richard Rundle Elementary School,Transformation Network,2022,27,32,-5,Down,21,18,3,Up,24.0,-1.0
2128,Richard Rundle Elementary School,Transformation Network,2023,30,27,3,Up,24,21,3,Up,27.0,3.0
2128,Richard Rundle Elementary School,Transformation Network,2024,33,30,3,Up,29,24,5,Up,31.0,4.0
2072,Dr Beverly S Mathis Elementary School,Region 2,2020,54,,,,41,,,,47.5,
2072,Dr Beverly S Mathis Elementary School,Region 2,2021,51,54,-3,Down,41,41,0,Flat,46.0,-1.5
