organization_code,school_name,school_year,num_students_enrolled,math_num_tested,math_pct_not_tested,math_pct_tested,math_pct_proficient,math_pct_emergent,math_pct_approaches,math_pct_meets,math_pct_exceeds,ela_num_tested,ela_pct_not_tested,ela_pct_tested,ela_pct_proficient,ela_pct_emergent,ela_pct_approaches,ela_pct_meets,ela_pct_exceeds,sci_num_tested,sci_pct_proficient,sci_pct_emergent,sci_pct_approaches,sci_pct_meets,sci_pct_exceeds
02113,"James B McMillan Elementary School",2022-2023,245,245,<5,>95,18.3,62.8,18.7,9.3,8.9,245,<5,>95,25.7,53.4,20.8,14.2,11.4,-,-,-,-,-,-
02113,"James B McMillan Elementary School",2023-2024,242,242,<5,>95,26.4,48.7,24.7,19.0,7.4,242,<5,>95,37.6,41.3,21.0,25.2,12.3,-,-,-,-,-,-
02113,"James B McMillan Elementary School",2024-2025,246,246,<5,>95,30.4,42.2,27.2,17.0,13.4,246,<5,>95,40.2,40.6,19.1,26.0,14.2,-,-,-,-,-,-
02114,"Ute V Perkins Elementary School",2015-2016,83,77,,92.7,42.8,27.2,29.8,22.0,20.7,77,,92.7,55.8,16.8,27.2,25.9,29.8,24,66.6,-,-,45.8,-
02114,"Ute V Perkins Elementary School",2016-2017,83,74,,89.1,55.4,22.9,21.6,29.7,25.6,75,,90.3,64.0,16.0,20.0,25.3,38.6,19,52.6,-,-,-,-
02114,"Ute V Perkins Elementary School",2017-2018,80,72,,90.0,38.8,-,50.0,--,19.4,77,,>95,49.3,24.6,25.9,27.2,22.0,-,-,-,-,-,-
02114,"Ute V Perkins Elementary School",2018-2019,74,69,6.7,93.2,46.3,18.8,34.7,31.8,14.4,69,6.7,93.2,37.6,31.8,30.4,--,-,-,-,-,-,-,-
02114,"Ute V Perkins Elementary School",2020-2021,69,68,<5,>95,30.8,36.7,32.3,--,-,68,<5,>95,52.9,20.5,26.4,35.2,17.6,-,-,-,-,-,-
02114,"Ute V Perkins Elementary School",2021-2022,63,62,<5,>95,43.5,33.8,--,30.6,-,62,<5,>95,45.1,30.6,24.1,19.3,25.8,-,-,-,-,-,-
02114,"Ute V Perkins Elementary School",2022-2023,69,68,<5,>95,39.7,36.7,--,26.4,-,68,<5,>95,38.2,42.6,19.1,22.0,16.1,-,-,-,-,-,-
02114,"Ute V Perkins Elementary School",2023-2024,66,66,<5,>95,43.9,31.8,24.2,21.2,22.7,66,<5,>95,45.4,31.8,22.7,24.2,21.2,-,-,-,-,-,-
02114,"Ute Perkins Elementary School",2024-2025,74,74,<5,>95,37.8,39.1,22.9,21.6,16.2,74,<5,>95,45.9,32.4,21.6,28.3,17.5,-,-,-,-,-,-
02115,"Ann T Lynch Elementary School",2015-2016,380,324,,85.2,17.5,58.9,23.4,--,<5,325,,85.5,18.1,60.6,21.2,12.0,6.1,98,28.5,38.7,32.6,--,-
02115,"Ann T Lynch Elementary School",2016-2017,368,312,,84.7,15.3,54.1,30.4,--,-,312,,84.7,18.2,58.3,23.3,--,<5,92,-,78.2,17.3,-,-
02115,"Ann T Lynch Elementary School",2017-2018,322,283,,87.8,22.9,50.5,26.5,16.6,6.3,281,,87.2,21.3,57.2,21.3,--,-,-,-,-,-,-,-
02115,"Ann T Lynch Elementary School",2018-2019,340,273,19.7,80.2,19.4,58.2,22.3,14.2,5.1,275,19.1,80.8,21.8,54.9,23.2,15.6,6.1,-,-,-,-,-,-
02115,"Ann T Lynch Elementary School",2020-2021,279,149,46.5,53.4,-,86.5,12.0,-,-,142,49.1,50.8,-,77.4,17.6,-,-,-,-,-,-,-,-
02115,"Ann T Lynch Elementary School",2021-2022,262,254,<5,>95,6.6,74.0,19.2,--,-,254,<5,>95,12.9,68.8,18.1,--,-,-,-,-,-,-,-
02115,"Ann T Lynch Elementary School",2022-2023,209,201,<5,>95,10.9,68.6,20.3,--,-,201,<5,>95,15.4,68.1,16.4,9.4,5.9,-,-,-,-,-,-
02115,"Ann T Lynch Elementary School",2023-2024,213,213,<5,>95,11.7,74.1,14.0,--,-,213,<5,>95,14.5,72.3,13.1,--,-,-,-,-,-,-,-
02115,"Ann Lynch Elementary School",2024-2025,206,206,<5,>95,16.9,65.0,17.9,11.6,5.3,206,<5,>95,20.8,63.5,15.5,15.0,5.8,-,-,-,-,-,-
02116,"Gwendolyn Woolley Elementary School",2015-2016,357,297,,83.1,30.6,34.0,35.3,19.5,11.1,297,,83.1,41.7,34.6,23.5,28.6,13.1,106,35.8,--,37.7,31.1,-
02116,"Gwendolyn Woolley Elementary School",2016-2017,354,302,,85.3,39.0,28.4,32.4,24.5,14.5,302,,85.3,51.9,24.5,23.5,29.4,22.5,99,30.3,46.4,--,27.2,-
02116,"Gwendolyn Woolley Elementary School",2017-2018,372,319,,85.7,29.7,36.3,33.8,21.3,8.4,319,,85.7,50.1,25.7,24.1,29.1,21.0,-,-,-,-,-,-
02116,"Gwendolyn Woolley Elementary School",2018-2019,363,307,15.4,84.5,31.9,39.7,28.3,23.4,8.4,307,15.4,84.5,46.9,23.7,29.3,28.0,18.8,-,-,-,-,-,-
02116,"Gwendolyn Woolley Elementary School",2020-2021,294,201,31.6,68.3,6.9,75.1,17.9,--,-,201,31.6,68.3,20.8,57.7,21.3,--,<5,-,-,-,-,-,-
02116,"Gwendolyn Woolley Elementary School",2021-2022,330,324,<5,>95,15.1,54.6,30.2,--,<5,323,<5,>95,25.6,50.4,23.8,15.7,9.9,-,-,-,-,-,-
02116,"Gwendolyn Woolley Elementary School",2022-2023,361,360,<5,>95,15.5,56.6,27.7,--,<5,360,<5,>95,27.7,51.6,20.5,17.2,10.5,-,-,-,-,-,-
02116,"Gwendolyn Woolley Elementary School",2023-2024,334,334,<5,>95,20.6,50.2,29.0,15.5,5.0,334,<5,>95,29.0,45.2,25.7,19.4,9.5,-,-,-,-,-,-
02116,"Gwendolyn Woolley Elementary School",2024-2025,326,325,<5,>95,18.7,51.3,29.8,13.2,5.5,326,<5,>95,31.5,42.9,25.4,19.9,11.6,-,-,-,-,-,-
02117,"Robert Lunt Elementary School",2015-2016,304,266,,87.5,24.8,43.6,31.5,19.5,5.2,266,,87.5,19.5,46.6,33.8,14.2,5.2,82,30.4,37.8,31.7,--,-
02117,"Robert Lunt Elementary School",2016-2017,312,266,,85.2,26.3,38.7,34.9,18.7,7.5,267,,85.5,23.5,50.1,26.2,--,-,94,-,70.2,24.4,-,-
02117,"Robert Lunt Elementary School",2017-2018,296,264,,89.1,23.1,42.4,34.4,17.8,5.3,263,,88.8,28.5,44.8,26.6,--,-,-,-,-,-,-,-
02117,"Robert Lunt Elementary School",2018-2019,294,274,6.8,93.1,24.8,42.7,32.4,17.8,6.9,276,6.1,93.8,28.2,43.4,28.2,18.4,9.7,-,-,-,-,-,-
02117,"Robert Lunt Elementary School",2020-2021,274,255,6.9,93.0,7.4,72.9,19.6,--,-,256,6.5,93.4,16.0,60.9,23.0,--,<5,-,-,-,-,-,-
02117,"Robert Lunt Elementary School",2021-2022,249,246,<5,>95,13.0,65.0,21.9,--,-,248,<5,>95,19.3,57.6,22.9,--,<5,-,-,-,-,-,-
02117,"Robert Lunt Elementary School",2022-2023,232,231,<5,>95,12.9,63.6,23.3,--,-,229,<5,>95,20.5,61.5,17.9,14.4,6.1,-,-,-,-,-,-
02117,"Robert Lunt Elementary School",2023-2024,217,215,<5,>95,13.4,65.1,21.3,--,-,215,<5,>95,14.4,60.0,25.5,--,-,-,-,-,-,-,-
02117,"Robert Lunt Elementary School",2024-2025,188,186,<5,>95,20.9,55.3,23.6,15.5,5.3,188,<5,>95,20.2,54.2,25.5,--,-,-,-,-,-,-,-
02118,"Dorothy Eisenberg Elementary School",2015-2016,291,243,,83.5,38.6,33.7,27.5,24.6,13.9,243,,83.5,42.7,32.5,24.6,25.1,17.6,90,60.0,-,30.0,40.0,--
02118,"Dorothy Eisenberg Elementary School",2016-2017,295,266,,90.1,44.7,24.8,30.4,28.1,16.5,266,,90.1,52.6,26.3,21.0,29.6,22.9,87,26.4,32.1,41.3,--,-
02118,"Dorothy Eisenberg Elementary School",2017-2018,299,261,,87.2,43.6,24.5,31.8,26.0,17.6,261,,87.2,54.7,19.1,26.0,31.4,23.3,-,-,-,-,-,-
02118,"Dorothy Eisenberg Elementary School",2018-2019,297,253,14.8,85.1,43.4,28.0,28.4,26.0,17.3,254,14.4,85.5,50.3,29.5,20.0,25.5,24.8,-,-,-,-,-,-
02118,"Dorothy Eisenberg Elementary School",2020-2021,281,183,34.8,65.1,15.3,59.0,25.6,--,-,182,35.2,64.7,27.4,48.3,24.1,19.2,8.2,-,-,-,-,-,-
02118,"Dorothy Eisenberg Elementary School",2021-2022,251,247,<5,>95,27.5,42.1,30.3,16.5,10.9,248,<5,>95,43.9,29.8,26.2,27.0,16.9,-,-,-,-,-,-
02118,"Dorothy Eisenberg Elementary School",2022-2023,222,218,<5,>95,36.6,38.9,24.3,19.2,17.4,216,<5,>95,42.5,32.8,24.5,25.4,17.1,-,-,-,-,-,-
02118,"Dorothy Eisenberg Elementary School",2023-2024,221,220,<5,>95,38.6,36.3,25.0,20.0,18.6,220,<5,>95,41.8,35.0,23.1,24.0,17.7,-,-,-,-,-,-
02118,"Dorothy Eisenberg Elementary School",2024-2025,249,242,<5,>95,42.1,35.5,22.3,20.2,21.9,243,<5,>95,53.0,25.9,20.9,25.5,27.5,-,-,-,-,-,-
02119,"Wing & Lilly Fong Elementary School",2015-2016,406,348,,85.7,32.4,37.0,30.4,21.8,10.6,349,,85.9,44.1,30.3,25.5,24.9,19.1,109,44.9,--,36.6,36.6,-
02119,"Wing & Lilly Fong Elementary School",2016-2017,457,367,,80.3,45.2,28.3,26.4,29.1,16.0,368,,80.5,43.7,33.1,23.0,23.9,19.8,111,12.6,46.8,40.5,--,-
02119,"Wing & Lilly Fong Elementary School",2017-2018,424,365,,86.0,40.5,27.9,31.5,25.2,15.3,365,,86.0,44.6,23.8,31.5,29.8,14.7,-,-,-,-,-,-
02119,"Wing & Lilly Fong Elementary School",2018-2019,433,378,12.7,87.2,41.2,25.3,33.3,23.5,17.7,379,12.4,87.5,44.5,27.7,27.7,27.9,16.6,-,-,-,-,-,-
02119,"Wing & Lilly Fong Elementary School",2020-2021,351,331,5.6,94.3,11.4,64.3,24.1,--,-,332,5.4,94.5,25.9,54.5,19.5,18.0,7.8,-,-,-,-,-,-
02119,"Wing & Lilly Fong Elementary School",2021-2022,336,328,<5,>95,26.8,43.5,29.5,17.9,8.8,330,<5,>95,35.1,43.3,21.5,20.9,14.2,-,-,-,-,-,-
02119,"Wing & Lilly Fong Elementary School",2022-2023,299,298,<5,>95,28.8,46.9,24.1,20.4,8.3,297,<5,>95,31.6,48.4,19.8,20.2,11.4,-,-,-,-,-,-
02119,"Wing & Lilly Fong Elementary School",2023-2024,303,301,<5,>95,30.2,45.1,24.5,17.2,12.9,301,<5,>95,36.2,41.8,21.9,23.2,12.9,-,-,-,-,-,-
02119,"Wing and Lilly Fong Elementary School",2024-2025,293,292,<5,>95,25.6,46.2,28.0,16.0,9.5,292,<5,>95,34.2,34.5,31.1,20.8,13.3,-,-,-,-,-,-
02120,"James I Gibson Elementary School",2015-2016,265,244,,92.0,45.0,31.1,23.7,28.6,16.3,244,,92.0,58.1,17.6,24.1,29.9,28.2,92,57.6,17.3,25.0,39.1,18.4
02120,"James I Gibson Elementary School",2016-2017,261,243,,93.1,55.5,17.2,27.1,33.7,21.8,242,,92.7,64.4,14.4,21.0,31.8,32.6,76,28.9,--,46.0,25.0,-
02120,"James I Gibson Elementary School",2017-2018,264,247,,93.5,50.6,14.5,34.8,27.5,23.0,246,,93.1,66.2,13.8,19.9,32.1,34.1,-,-,-,-,-,-
02120,"James I Gibson Elementary School",2018-2019,274,249,9.1,90.8,45.3,23.6,30.9,24.4,20.8,249,9.1,90.8,63.8,13.6,22.4,30.5,33.3,-,-,-,-,-,-
02120,"James I Gibson Elementary School",2020-2021,272,74,72.7,27.2,24.3,47.2,28.3,--,-,74,72.7,27.2,39.1,36.4,24.3,24.3,14.8,-,-,-,-,-,-
02120,"James I Gibson Elementary School",2021-2022,258,257,<5,>95,45.1,29.1,25.6,27.2,17.8,257,<5,>95,61.0,18.2,20.6,33.4,27.6,-,-,-,-,-,-
02120,"James I Gibson Elementary School",2022-2023,228,228,<5,>95,42.5,30.7,26.7,24.1,18.4,228,<5,>95,57.8,21.0,21.0,28.5,29.3,-,-,-,-,-,-
02120,"James I Gibson Elementary School",2023-2024,216,215,<5,>95,50.6,26.9,22.3,26.5,24.1,215,<5,>95,56.7,24.1,19.0,24.1,32.5,-,-,-,-,-,-
02120,"James Gibson Elementary School",2024-2025,222,221,<5,>95,51.5,24.4,23.9,23.0,28.5,222,<5,>95,61.2,19.8,18.9,28.8,32.4,-,-,-,-,-,-
02121,"Elaine Wynn Elementary School",2015-2016,404,356,,88.1,23.5,41.2,35.1,16.5,7.0,357,,88.3,33.8,38.3,27.7,23.8,10.0,101,26.7,30.6,42.5,--,-
02121,"Elaine Wynn Elementary School",2016-2017,463,397,,85.7,36.7,36.0,27.2,23.6,13.0,397,,85.7,40.0,40.0,19.8,26.9,13.0,124,14.5,53.2,32.2,--,-
02121,"Elaine Wynn Elementary School",2017-2018,466,403,,86.4,32.0,42.6,25.3,22.3,9.6,403,,86.4,32.5,45.9,21.5,21.5,10.9,-,-,-,-,-,-
02121,"Elaine Wynn Elementary School",2018-2019,469,411,12.3,87.6,24.0,43.0,32.8,16.5,7.5,410,12.5,87.4,31.9,42.4,25.6,21.9,10.0,-,-,-,-,-,-
02121,"Elaine Wynn Elementary School",2020-2021,426,343,19.4,80.5,5.5,76.9,17.4,<5,-,340,20.1,79.8,15.0,68.2,16.7,--,<5,-,-,-,-,-,-
02121,"Elaine Wynn Elementary School",2021-2022,388,386,<5,>95,10.3,66.0,23.5,--,-,386,<5,>95,15.0,60.6,24.3,--,<5,-,-,-,-,-,-
02121,"Elaine Wynn Elementary School",2022-2023,338,338,<5,>95,10.6,67.1,22.1,--,-,338,<5,>95,20.7,56.5,22.7,14.4,6.2,-,-,-,-,-,-
02121,"Elaine Wynn Elementary School",2023-2024,349,349,<5,>95,15.4,67.0,17.4,--,<5,349,<5,>95,19.4,59.3,21.2,12.8,6.5,-,-,-,-,-,-
02121,"Elaine Wynn Elementary School",2024-2025,331,331,<5,>95,20.5,57.4,22.0,12.6,7.8,330,<5,>95,25.4,56.3,18.1,18.4,6.9,-,-,-,-,-,-
02122,"Charlotte Hill Elementary School",2015-2016,374,342,,91.4,33.0,30.4,36.5,22.8,10.2,342,,91.4,46.1,28.9,24.8,26.3,19.8,117,62.3,9.4,28.2,45.2,17.0
02122,"Charlotte Hill Elementary School",2016-2017,375,328,,87.4,42.6,27.4,29.8,24.3,18.2,328,,87.4,47.2,24.6,28.0,23.7,23.4,116,35.3,31.8,32.7,--,-
02122,"Charlotte Hill Elementary School",2017-2018,286,254,,88.8,42.9,22.8,34.2,23.6,19.2,256,,89.5,51.1,23.4,25.3,27.3,23.8,-,-,-,-,-,-
02122,"Charlotte Hill Elementary School",2018-2019,276,234,15.2,84.7,51.2,19.6,29.0,27.3,23.9,235,14.8,85.1,62.9,19.1,17.8,32.3,30.6,-,-,-,-,-,-
02122,"Charlotte Hill Elementary School",2020-2021,257,196,23.7,76.2,24.4,46.9,28.5,17.8,6.6,198,22.9,77.0,46.9,28.2,24.7,24.7,22.2,-,-,-,-,-,-
02122,"Charlotte Hill Elementary School",2021-2022,241,238,<5,>95,35.7,34.4,29.8,27.3,8.4,238,<5,>95,47.8,22.6,29.4,24.7,23.1,-,-,-,-,-,-
02122,"Charlotte Hill Elementary School",2022-2023,238,235,<5,>95,32.7,29.3,37.8,16.1,16.5,235,<5,>95,45.9,31.4,22.5,22.9,22.9,-,-,-,-,-,-
02122,"Charlotte Hill Elementary School",2023-2024,214,211,<5,>95,52.1,21.8,26.0,23.2,28.9,214,<5,>95,53.2,26.6,20.0,31.3,21.9,-,-,-,-,-,-
02122,"Charlotte Hill Elementary School",2024-2025,228,228,<5,>95,52.6,28.9,18.4,24.1,28.5,228,<5,>95,54.3,25.8,19.7,20.1,34.2,-,-,-,-,-,-
02123,"Walter Jacobson Elementary School",2015-2016,323,283,,87.6,46.6,24.0,29.3,31.4,15.1,283,,87.6,54.7,20.1,25.0,29.6,25.0,100,61.0,19.0,20.0,47.0,14.0
02123,"Walter Jacobson Elementary School",2016-2017,296,265,,89.5,44.5,21.1,34.3,29.0,15.4,264,,89.1,51.8,21.2,26.8,29.9,21.9,94,24.4,37.2,38.2,--,-
02123,"Walter Jacobson Elementary School",2017-2018,289,254,,87.8,37.7,23.2,38.9,23.6,14.1,250,,86.5,48.0,21.6,30.4,30.4,17.5,-,-,-,-,-,-
02123,"Walter Jacobson Elementary School",2018-2019,256,225,12.1,87.8,39.1,28.4,32.4,22.6,16.4,225,12.1,87.8,49.3,29.7,20.8,23.1,26.2,-,-,-,-,-,-
02123,"Walter Jacobson Elementary School",2020-2021,249,164,34.1,65.8,34.1,34.1,31.7,21.9,12.1,161,35.3,64.6,47.2,23.6,29.1,27.9,19.2,-,-,-,-,-,-
02123,"Walter Jacobson Elementary School",2021-2022,246,244,<5,>95,41.3,28.6,29.9,23.7,17.6,244,<5,>95,50.0,23.3,26.6,29.9,20.0,-,-,-,-,-,-
02123,"Walter Jacobson Elementary School",2022-2023,229,225,<5,>95,44.4,27.1,28.4,23.5,20.8,217,5.2,94.7,47.4,30.8,21.6,28.5,18.8,-,-,-,-,-,-
02123,"Walter Jacobson Elementary School",2023-2024,260,259,<5,>95,28.9,37.8,33.2,16.6,12.3,258,<5,>95,41.8,37.2,20.9,24.4,17.4,-,-,-,-,-,-
02123,"Walter Jacobson Elementary School",2024-2025,258,257,<5,>95,31.5,38.5,29.9,19.4,12.0,243,5.8,94.1,39.0,33.7,27.1,23.4,15.6,-,-,-,-,-,-
02124,"Herbert A Derfelt Elementary School",2015-2016,334,292,,87.4,38.0,29.4,32.5,21.9,16.0,292,,87.4,49.3,23.9,26.7,26.7,22.6,100,52.0,17.0,31.0,36.0,16.0
02124,"Herbert A Derfelt Elementary School",2016-2017,325,276,,84.9,44.9,25.3,29.7,30.0,14.8,276,,84.9,48.5,26.4,25.0,33.6,14.8,95,-,60.0,30.5,-,-
02124,"Herbert A Derfelt Elementary School",2017-2018,298,265,,88.9,39.2,28.6,32.0,26.0,13.2,266,,89.2,50.3,22.1,27.4,33.4,16.9,-,-,-,-,-,-
02124,"Herbert A Derfelt Elementary School",2018-2019,307,262,14.6,85.3,34.7,34.7,30.5,17.5,17.1,262,14.6,85.3,46.1,30.1,23.6,24.8,21.3,-,-,-,-,-,-
02124,"Herbert A Derfelt Elementary School",2020-2021,299,200,33.1,66.8,17.5,62.5,20.0,--,-,207,30.7,69.2,26.0,51.2,22.7,16.9,9.1,-,-,-,-,-,-
02124,"Herbert A Derfelt Elementary School",2021-2022,302,299,<5,>95,22.7,52.8,24.4,14.3,8.3,299,<5,>95,29.4,42.8,27.7,15.7,13.7,-,-,-,-,-,-
02124,"Herbert A Derfelt Elementary School",2022-2023,286,283,<5,>95,32.5,38.8,28.6,16.6,15.9,283,<5,>95,44.1,34.2,21.5,24.7,19.4,-,-,-,-,-,-
02124,"Herbert A Derfelt Elementary School",2023-2024,258,256,<5,>95,31.2,44.1,24.6,18.3,12.8,258,<5,>95,42.6,36.0,21.3,25.1,17.4,-,-,-,-,-,-
02124,"Herbert A Derfelt Elementary School",2024-2025,292,290,<5,>95,34.1,45.8,20.0,16.8,17.2,291,<5,>95,42.2,32.6,25.0,19.5,22.6,-,-,-,-,-,-
02125,"Cynthia W Cunningham Elementary School",2015-2016,393,313,,79.6,30.6,37.0,32.2,21.4,9.2,317,,80.6,40.0,33.1,26.8,30.2,9.7,110,39.0,--,35.4,32.7,-
02125,"Cynthia W Cunningham Elementary School",2016-2017,391,335,,85.6,32.5,37.9,29.5,25.3,7.1,330,,84.3,31.8,43.0,25.1,24.8,6.9,104,9.6,66.3,24.0,-,-
02125,"Cynthia W Cunningham Elementary School",2017-2018,379,306,,80.7,23.8,46.0,30.0,--,<5,307,,81.0,26.3,44.2,29.3,19.2,7.1,-,-,-,-,-,-
02125,"Cynthia W Cunningham Elementary School",2018-2019,347,293,15.5,84.4,24.5,43.3,32.0,16.7,7.8,293,15.5,84.4,38.2,40.6,21.1,23.8,14.3,-,-,-,-,-,-
02125,"Cynthia W Cunningham Elementary School",2020-2021,367,193,47.4,52.5,17.6,62.6,19.6,--,-,194,47.1,52.8,23.1,59.7,17.0,13.4,9.7,-,-,-,-,-,-
02125,"Cynthia W Cunningham Elementary School",2021-2022,347,338,<5,>95,17.7,56.8,25.4,--,<5,337,<5,>95,22.2,55.7,21.9,15.1,7.1,-,-,-,-,-,-
02125,"Cynthia W Cunningham Elementary School",2022-2023,320,317,<5,>95,19.5,52.9,27.4,14.1,5.3,315,<5,>95,25.7,53.9,20.3,15.8,9.8,-,-,-,-,-,-
02125,"Cynthia W Cunningham Elementary School",2023-2024,280,276,<5,>95,17.7,61.9,20.2,11.5,6.1,274,<5,>95,28.8,51.0,20.0,17.8,10.9,-,-,-,-,-,-
02125,"Cynthia Cunningham Elementary School",2024-2025,259,247,<5,>95,21.0,53.4,25.5,12.9,8.0,252,<5,>95,26.9,47.2,25.7,15.8,11.1,-,-,-,-,-,-
02126,"David M Cox Elementary School",2015-2016,325,299,,92.0,61.5,14.7,23.7,32.1,29.4,299,,92.0,71.9,9.0,19.0,29.7,42.1,100,81.0,-,--,40.0,41.0
02126,"David M Cox Elementary School",2016-2017,354,326,,92.0,56.7,15.6,27.6,32.8,23.9,326,,92.0,65.3,14.7,19.9,31.5,33.7,100,42.0,--,34.0,39.0,-
02126,"David M Cox Elementary School",2017-2018,352,323,,91.7,55.7,18.5,25.6,28.7,26.9,323,,91.7,65.9,16.0,17.9,29.4,36.5,-,-,-,-,-,-
02126,"David M Cox Elementary School",2018-2019,323,307,<5,95.0,50.4,21.8,27.6,27.6,22.8,307,<5,95.0,59.2,21.8,18.8,28.9,30.2,-,-,-,-,-,-
02126,"David M Cox Elementary School",2020-2021,297,251,15.4,84.5,32.2,41.0,26.6,15.5,16.7,251,15.4,84.5,49.0,29.0,21.9,22.3,26.6,-,-,-,-,-,-
02126,"David M Cox Elementary School",2021-2022,264,260,<5,>95,49.2,22.6,28.0,27.6,21.5,261,<5,>95,55.9,21.4,22.6,23.3,32.5,-,-,-,-,-,-
02126,"David M Cox Elementary School",2022-2023,246,246,<5,>95,48.3,23.9,27.6,25.6,22.7,246,<5,>95,56.0,23.9,19.9,27.2,28.8,-,-,-,-,-,-
02126,"David M Cox Elementary School",2023-2024,235,235,<5,>95,53.6,21.7,24.6,29.3,24.2,235,<5,>95,58.7,24.6,16.5,27.6,31.0,-,-,-,-,-,-
02126,"David M Cox Elementary School",2024-2025,226,225,<5,>95,55.5,21.3,23.1,24.4,31.1,226,<5,>95,62.8,22.1,15.0,30.9,31.8,-,-,-,-,-,-
02127,"Harriet A Treem Elementary School",2015-2016,392,332,,84.6,30.4,28.9,40.6,20.4,9.9,333,,84.9,48.3,23.7,27.9,28.5,19.8,104,63.4,-,27.8,49.0,--
02127,"Harriet A Treem Elementary School",2016-2017,393,337,,85.7,34.1,33.5,32.3,23.4,10.6,338,,86.0,50.8,22.7,26.3,32.5,18.3,129,30.2,32.5,37.2,--,-
02127,"Harriet A Treem Elementary School",2017-2018,306,258,,84.3,37.2,31.0,31.7,22.4,14.7,258,,84.3,49.2,31.3,19.3,28.6,20.5,-,-,-,-,-,-
02127,"Harriet A Treem Elementary School",2018-2019,287,263,8.3,91.6,46.7,23.5,29.6,31.1,15.5,263,8.3,91.6,54.3,23.5,22.0,32.3,22.0,-,-,-,-,-,-
02127,"Harriet A Treem Elementary School",2020-2021,214,192,10.2,89.7,19.2,44.2,36.4,11.9,7.2,194,9.3,90.6,45.8,36.5,17.5,31.9,13.9,-,-,-,-,-,-
02127,"Harriet A Treem Elementary School",2021-2022,213,210,<5,>95,40.4,29.5,30.0,28.0,12.3,211,<5,>95,47.3,27.0,25.5,24.1,23.2,-,-,-,-,-,-
02127,"Harriet A Treem Elementary School",2022-2023,227,227,<5,>95,43.1,29.0,27.7,23.3,19.8,227,<5,>95,50.2,31.2,18.5,26.4,23.7,-,-,-,-,-,-
02127,"Harriet A Treem Elementary School",2023-2024,235,234,<5,>95,38.0,31.1,30.7,26.0,11.9,235,<5,>95,47.6,30.6,21.7,26.3,21.2,-,-,-,-,-,-
02127,"Harriet Treem Elementary School",2024-2025,227,223,<5,>95,47.5,23.3,29.1,31.3,16.1,225,<5,>95,52.4,28.0,19.5,24.8,27.5,-,-,-,-,-,-
02128,"Richard J Rundle Elementary School",2015-2016,368,326,,88.5,22.6,44.7,32.5,--,<5,328,,89.1,31.4,36.8,31.7,22.5,8.8,108,37.0,--,37.0,32.4,-
02128,"Richard J Rundle Elementary School",2016-2017,391,341,,87.2,20.2,45.4,34.3,--,<5,341,,87.2,26.0,44.5,29.3,19.9,6.1,106,10.3,56.6,33.0,--,-
02128,"Richard J Rundle Elementary School",2017-2018,365,316,,86.5,26.2,38.2,35.4,20.5,5.6,316,,86.5,26.8,33.8,39.2,18.0,8.8,-,-,-,-,-,-
02128,"Richard J Rundle Elementary School",2018-2019,363,312,14.0,85.9,27.2,41.3,31.4,19.2,8.0,312,14.0,85.9,38.4,35.5,25.9,20.5,17.9,-,-,-,-,-,-
02128,"Richard J Rundle Elementary School",2020-2021,289,239,17.3,82.6,10.8,71.5,17.5,--,-,240,16.9,83.0,18.3,57.0,24.5,--,<5,-,-,-,-,-,-
02128,"Richard J Rundle Elementary School",2021-2022,298,296,<5,>95,17.9,52.0,30.0,--,<5,297,<5,>95,32.3,34.6,32.9,23.2,9.0,-,-,-,-,-,-
02128,"Richard J Rundle Elementary School",2022-2023,316,312,<5,>95,20.8,52.2,26.9,15.0,5.7,313,<5,>95,26.5,53.0,20.4,17.2,9.2,-,-,-,-,-,-
02128,"Richard J Rundle Elementary School",2023-2024,275,275,<5,>95,23.6,52.7,23.6,16.0,7.6,275,<5,>95,30.1,49.8,20.0,17.4,12.7,-,-,-,-,-,-
02128,"Richard Rundle Elementary School",2024-2025,296,295,<5,>95,29.1,49.8,21.0,20.0,9.1,296,<5,>95,33.4,41.8,24.6,18.2,15.2,-,-,-,-,-,-
02129,"Helen Herr Elementary School",2015-2016,348,306,,87.9,19.9,49.0,31.0,--,-,306,,87.9,31.3,41.1,27.4,23.2,8.1,88,42.0,27.2,30.6,29.5,12.5
02129,"Helen Herr Elementary School",2016-2017,376,324,,86.1,14.1,61.1,24.6,--,-,324,,86.1,25.6,49.0,25.3,--,<5,106,10.3,52.8,36.7,--,-
02129,"Helen Herr Elementary School",2017-2018,395,341,,86.3,22.8,48.6,28.4,--,<5,342,,86.5,26.3,43.5,30.1,19.2,7.0,-,-,-,-,-,-
02129,"Helen Herr Elementary School",2018-2019,376,337,10.3,89.6,22.5,48.9,28.4,--,<5,337,10.3,89.6,28.7,44.8,26.4,20.4,8.3,-,-,-,-,-,-
02129,"Helen Herr Elementary School",2020-2021,328,162,50.6,49.3,6.1,77.1,16.6,-,-,161,50.9,49.0,14.9,63.9,21.1,--,-,-,-,-,-,-,-
02129,"Helen Herr Elementary School",2021-2022,288,281,<5,>95,14.2,62.9,22.7,--,<5,285,<5,>95,22.8,57.1,20.0,14.7,8.0,-,-,-,-,-,-
02129,"Helen Herr Elementary School",2022-2023,269,267,<5,>95,27.7,49.4,22.8,19.8,7.8,264,<5,>95,28.7,46.2,25.0,18.1,10.6,-,-,-,-,-,-
