organization_code,school_name,school_year,num_students_enrolled,math_num_tested,math_pct_not_tested,math_pct_tested,math_pct_proficient,math_pct_emergent,math_pct_approaches,math_pct_meets,math_pct_exceeds,ela_num_tested,ela_pct_not_tested,ela_pct_tested,ela_pct_proficient,ela_pct_emergent,ela_pct_approaches,ela_pct_meets,ela_pct_exceeds,sci_num_tested,sci_pct_proficient,sci_pct_emergent,sci_pct_approaches,sci_pct_meets,sci_pct_exceeds
02060,"Thompson Tyrone ES",2020-2021,184,123,33.1,66.8,41.4,30.0,28.4,30.8,10.5,125,32.0,67.9,63.2,14.4,22.4,36.8,26.4,-,-,-,-,-,-
02060,"Thompson Tyrone ES",2021-2022,272,272,<5,>95,57.7,18.0,24.2,30.1,27.5,272,<5,>95,68.7,12.1,19.1,30.8,37.8,-,-,-,-,-,-
02060,"Thompson Tyrone ES",2022-2023,365,362,<5,>95,55.2,22.3,22.3,28.1,27.0,362,<5,>95,58.0,26.2,15.7,29.0,29.0,-,-,-,-,-,-
02060,"Thompson Tyrone ES",2023-2024,424,423,<5,>95,58.6,17.2,24.1,31.4,27.1,423,<5,>95,59.3,19.3,21.2,27.4,31.9,-,-,-,-,-,-
02060,"Tyrone Thompson Elementary School",2024-2025,479,476,<5,>95,63.0,15.7,21.2,31.5,31.5,476,<5,>95,66.1,13.6,20.1,28.5,37.6,-,-,-,-,-,-
02061,"Abston Sandra B ES",2020-2021,381,268,29.6,70.3,30.5,37.6,31.7,21.6,8.9,265,30.4,69.5,49.8,27.9,22.2,28.3,21.5,-,-,-,-,-,-
02061,"Abston Sandra B ES",2021-2022,345,336,<5,>95,40.4,32.4,27.0,24.1,16.3,340,<5,>95,50.2,24.1,25.5,28.5,21.7,-,-,-,-,-,-
02061,"Abston Sandra B ES",2022-2023,346,345,<5,>95,40.2,36.5,23.1,23.1,17.1,345,<5,>95,46.9,27.2,25.7,28.4,18.5,-,-,-,-,-,-
02061,"Abston Sandra B ES",2023-2024,326,325,<5,>95,43.6,29.5,26.7,20.6,23.0,324,<5,>95,50.6,27.1,22.2,28.3,22.2,-,-,-,-,-,-
02061,"Sandra B Abston Elementary School",2024-2025,350,348,<5,>95,45.1,28.4,26.4,21.5,23.5,346,<5,>95,51.4,25.7,22.8,21.9,29.4,-,-,-,-,-,-
02062,"Jenkins Earl N ES",2020-2021,301,180,40.1,59.8,21.6,54.4,23.8,16.1,5.5,180,40.1,59.8,39.4,33.8,26.6,25.0,14.4,-,-,-,-,-,-
02062,"Jenkins Earl N ES",2021-2022,279,279,<5,>95,34.0,38.3,27.5,22.2,11.8,279,<5,>95,42.6,35.4,21.8,22.9,19.7,-,-,-,-,-,-
02062,"Jenkins Earl N ES",2022-2023,304,304,<5,>95,31.5,45.3,23.0,18.7,12.8,304,<5,>95,40.4,35.1,24.3,24.3,16.1,-,-,-,-,-,-
02062,"Jenkins Earl N ES",2023-2024,306,305,<5,>95,35.7,37.7,26.5,20.6,15.0,306,<5,>95,40.1,36.9,22.8,19.6,20.5,-,-,-,-,-,-
02062,"Earl N Jenkins Elementary School",2024-2025,316,315,<5,>95,41.2,28.5,30.1,22.5,18.7,316,<5,>95,44.9,31.9,23.1,21.2,23.7,-,-,-,-,-,-
02064,"Robert and Sandy Ellis Elementary",2018-2019,239,212,11.2,88.7,73.5,10.3,16.0,39.6,33.9,212,11.2,88.7,77.8,7.0,15.0,24.5,53.3,-,-,-,-,-,-
02064,"Robert and Sandy Ellis Elementary",2020-2021,290,259,10.6,89.3,45.1,20.8,33.9,25.8,19.3,260,10.3,89.6,66.1,17.3,16.5,33.4,32.6,-,-,-,-,-,-
02064,"Robert and Sandy Ellis Elementary",2021-2022,394,393,<5,>95,56.9,17.0,25.9,26.4,30.5,394,<5,>95,65.7,16.4,17.7,29.9,35.7,-,-,-,-,-,-
02064,"Robert and Sandy Ellis Elementary",2022-2023,461,458,<5,>95,56.3,20.3,23.3,25.7,30.5,460,<5,>95,64.3,19.7,15.8,28.9,35.4,-,-,-,-,-,-
02064,"Robert and Sandy Ellis Elementary",2023-2024,412,411,<5,>95,61.5,13.3,25.0,26.5,35.0,411,<5,>95,63.0,14.5,22.3,26.5,36.4,-,-,-,-,-,-
02064,"Robert & Sandy Ellis Elementary School",2024-2025,446,444,<5,>95,60.5,17.1,22.2,31.0,29.5,444,<5,>95,66.6,12.6,20.7,26.1,40.5,-,-,-,-,-,-
02065,"Dennis Ortwein Elementary ",2018-2019,296,274,7.4,92.5,49.2,20.0,30.6,32.4,16.7,274,7.4,92.5,54.7,22.6,22.6,32.4,22.2,-,-,-,-,-,-
02065,"Dennis Ortwein Elementary ",2020-2021,303,207,31.6,68.3,25.6,42.0,32.3,--,<5,207,31.6,68.3,43.4,26.5,29.9,26.5,16.9,-,-,-,-,-,-
02065,"Dennis Ortwein Elementary ",2021-2022,310,304,<5,>95,32.5,40.1,27.3,25.0,7.5,304,<5,>95,38.8,37.5,23.6,24.6,14.1,-,-,-,-,-,-
02065,"Dennis Ortwein Elementary ",2022-2023,352,350,<5,>95,40.0,29.4,30.5,25.4,14.5,348,<5,>95,43.3,29.3,27.2,24.1,19.2,-,-,-,-,-,-
02065,"Dennis Ortwein Elementary ",2023-2024,372,370,<5,>95,41.6,31.0,27.2,22.9,18.6,370,<5,>95,42.4,35.1,22.4,23.5,18.9,-,-,-,-,-,-
02065,"Dennis Ortwein Elementary School",2024-2025,422,419,<5,>95,43.1,28.4,28.4,27.2,15.9,419,<5,>95,52.5,26.4,21.0,29.8,22.6,-,-,-,-,-,-
02066,"Shirley A Barber Elementary",2018-2019,342,296,13.4,86.5,42.5,17.9,39.5,28.0,14.5,296,13.4,86.5,48.6,25.0,26.3,23.9,24.6,-,-,-,-,-,-
02066,"Shirley A Barber Elementary",2020-2021,330,153,53.6,46.3,19.6,53.5,26.7,--,-,152,53.9,46.0,30.9,44.7,24.3,19.7,11.1,-,-,-,-,-,-
02066,"Shirley A Barber Elementary",2021-2022,345,340,<5,>95,24.7,42.0,33.2,17.0,7.6,340,<5,>95,41.7,35.8,22.3,23.5,18.2,-,-,-,-,-,-
02066,"Shirley A Barber Elementary",2022-2023,353,353,<5,>95,40.2,31.4,28.3,22.9,17.2,353,<5,>95,45.3,26.9,27.7,25.4,19.8,-,-,-,-,-,-
02066,"Shirley A Barber Elementary",2023-2024,393,393,<5,>95,45.8,24.6,29.5,24.9,20.8,393,<5,>95,50.3,25.4,24.1,29.2,21.1,-,-,-,-,-,-
02066,"Shirley A Barber Elementary School",2024-2025,400,400,<5,>95,48.5,26.7,24.7,27.0,21.5,400,<5,>95,56.4,26.0,17.5,28.4,28.0,-,-,-,-,-,-
02067,"Kenneth Divich Elementary",2018-2019,325,299,8.0,92.0,56.1,15.3,28.4,34.4,21.7,299,8.0,92.0,68.5,12.7,18.7,29.4,39.1,-,-,-,-,-,-
02067,"Kenneth Divich Elementary",2020-2021,377,221,41.3,58.6,37.1,30.3,32.5,25.7,11.3,222,41.1,58.8,57.2,20.7,22.0,25.6,31.5,-,-,-,-,-,-
02067,"Kenneth Divich Elementary",2021-2022,455,446,<5,>95,42.6,22.8,34.5,24.6,17.9,445,<5,>95,63.1,18.6,18.2,29.2,33.9,-,-,-,-,-,-
02067,"Kenneth Divich Elementary",2022-2023,490,479,<5,>95,52.1,20.4,27.3,29.2,22.9,478,<5,>95,55.4,25.7,18.8,27.6,27.8,-,-,-,-,-,-
02067,"Kenneth Divich Elementary",2023-2024,546,545,<5,>95,56.1,18.8,24.9,30.0,26.0,545,<5,>95,56.1,22.0,21.8,28.4,27.7,-,-,-,-,-,-
02067,"Kenneth Divich Elementary School",2024-2025,544,542,<5,>95,55.9,17.7,26.3,24.3,31.5,542,<5,>95,64.9,15.8,19.1,29.7,35.2,-,-,-,-,-,-
02068,"Jan Jones Blackhurst Elementary School",2017-2018,324,279,,86.1,53.7,13.6,32.6,27.9,25.8,279,,86.1,73.4,12.1,14.3,33.3,40.1,-,-,-,-,-,-
02068,"Jan Jones Blackhurst Elementary School",2018-2019,356,335,5.8,94.1,66.2,10.4,23.2,31.3,34.9,335,5.8,94.1,80.0,8.0,11.9,34.0,45.9,-,-,-,-,-,-
02068,"Jan Jones Blackhurst Elementary School",2020-2021,380,237,37.6,62.3,40.9,25.7,33.3,29.5,11.3,237,37.6,62.3,65.4,16.8,17.7,31.2,34.1,-,-,-,-,-,-
02068,"Jan Jones Blackhurst Elementary School",2021-2022,399,393,<5,>95,48.6,21.3,30.0,32.3,16.2,392,<5,>95,65.5,15.5,18.8,30.8,34.6,-,-,-,-,-,-
02068,"Jan Jones Blackhurst Elementary School",2022-2023,407,404,<5,>95,51.4,18.8,29.7,29.2,22.2,404,<5,>95,60.6,20.5,18.8,26.7,33.9,-,-,-,-,-,-
02068,"Jan Jones Blackhurst Elementary School",2023-2024,412,412,<5,>95,56.7,19.4,23.7,30.3,26.4,412,<5,>95,66.0,19.1,14.8,26.9,39.0,-,-,-,-,-,-
02068,"Jan L Jones Blackhurst Elementary School",2024-2025,425,425,<5,>95,57.8,19.2,22.8,23.0,34.8,425,<5,>95,69.1,15.2,15.5,24.0,45.1,-,-,-,-,-,-
02069,"Billy and Rosemary Vassiliadis Elementary School",2017-2018,355,345,,>95,83.4,<5,--,32.1,51.3,345,,>95,86.6,<5,--,26.6,60.0,-,-,-,-,-,-
02069,"Billy and Rosemary Vassiliadis Elementary School",2018-2019,401,381,<5,95.0,82.4,5.2,12.3,28.0,54.3,381,<5,95.0,85.0,5.2,9.7,23.8,61.1,-,-,-,-,-,-
02069,"Billy and Rosemary Vassiliadis Elementary School",2020-2021,477,424,11.1,88.8,61.7,12.0,26.1,30.8,30.8,425,10.9,89.0,77.1,8.4,14.3,29.1,48.0,-,-,-,-,-,-
02069,"Billy and Rosemary Vassiliadis Elementary School",2021-2022,532,522,<5,>95,72.6,8.8,18.5,30.8,41.7,523,<5,>95,76.4,6.6,16.8,29.0,47.4,-,-,-,-,-,-
02069,"Billy and Rosemary Vassiliadis Elementary School",2022-2023,542,536,<5,>95,81.5,5.4,13.0,25.7,55.7,536,<5,>95,80.4,5.9,13.6,27.4,52.9,-,-,-,-,-,-
02069,"Billy and Rosemary Vassiliadis Elementary School",2023-2024,566,565,<5,>95,81.0,5.3,13.6,26.3,54.6,565,<5,>95,79.2,8.1,12.5,25.8,53.4,-,-,-,-,-,-
02069,"Billy & Rosemary Vassiliadis Elementary School",2024-2025,617,617,<5,>95,80.2,6.3,13.4,24.1,56.0,617,<5,>95,80.7,6.8,12.4,27.5,53.1,-,-,-,-,-,-
02070,"Shelley Berkley Elementary School",2017-2018,315,273,,86.6,39.1,25.2,35.5,24.1,15.0,273,,86.6,54.5,21.9,23.4,31.1,23.4,-,-,-,-,-,-
02070,"Shelley Berkley Elementary School",2018-2019,352,316,10.2,89.7,46.5,26.8,26.5,26.2,20.2,317,9.9,90.0,58.9,23.3,17.6,28.7,30.2,-,-,-,-,-,-
02070,"Shelley Berkley Elementary School",2020-2021,319,199,37.6,62.3,33.6,41.7,24.6,26.1,7.5,199,37.6,62.3,49.7,30.6,19.5,29.6,20.1,-,-,-,-,-,-
02070,"Shelley Berkley Elementary School",2021-2022,342,336,<5,>95,35.4,39.2,25.2,19.9,15.4,336,<5,>95,46.1,34.2,19.6,21.4,24.7,-,-,-,-,-,-
02070,"Shelley Berkley Elementary School",2022-2023,341,341,<5,>95,49.2,25.2,25.5,26.6,22.5,341,<5,>95,53.3,25.2,21.4,27.5,25.8,-,-,-,-,-,-
02070,"Shelley Berkley Elementary School",2023-2024,368,368,<5,>95,52.1,25.2,22.5,26.0,26.0,368,<5,>95,58.6,24.7,16.5,26.9,31.7,-,-,-,-,-,-
02070,"Shelley Berkley Elementary School",2024-2025,387,387,<5,>95,54.5,25.5,19.8,28.1,26.3,387,<5,>95,62.5,20.9,16.5,25.5,36.9,-,-,-,-,-,-
02071,"Josh Stevens Elementary School",2017-2018,414,333,,80.4,54.3,19.8,25.8,29.4,24.9,333,,80.4,60.0,18.0,21.9,28.8,31.2,-,-,-,-,-,-
02071,"Josh Stevens Elementary School",2018-2019,448,384,14.2,85.7,58.3,16.9,24.7,29.4,28.9,384,14.2,85.7,61.4,17.4,21.0,27.3,34.1,-,-,-,-,-,-
02071,"Josh Stevens Elementary School",2020-2021,426,237,44.3,55.6,37.9,29.9,32.0,26.1,11.8,243,42.9,57.0,55.5,20.5,23.8,28.3,27.1,-,-,-,-,-,-
02071,"Josh Stevens Elementary School",2021-2022,409,399,<5,>95,47.3,26.3,26.3,26.3,21.0,403,<5,>95,57.5,19.3,23.0,30.2,27.2,-,-,-,-,-,-
02071,"Josh Stevens Elementary School",2022-2023,373,373,<5,>95,43.4,31.0,25.4,25.2,18.2,373,<5,>95,53.0,28.4,18.4,28.6,24.3,-,-,-,-,-,-
02071,"Josh Stevens Elementary School",2023-2024,387,385,<5,>95,46.4,27.2,26.2,25.7,20.7,383,<5,>95,49.3,27.4,23.2,25.0,24.2,-,-,-,-,-,-
02071,"Josh Stevens Elementary School",2024-2025,440,439,<5,>95,51.0,25.5,23.4,25.0,25.9,438,<5,>95,63.2,17.8,18.9,27.8,35.3,-,-,-,-,-,-
02072,"Dr Beverly S Mathis Elementary School",2017-2018,433,380,,87.7,56.8,16.0,27.1,28.1,28.6,381,,87.9,63.7,17.3,18.8,32.2,31.4,-,-,-,-,-,-
02072,"Dr Beverly S Mathis Elementary School",2018-2019,423,402,<5,95.0,61.1,13.9,24.8,30.5,30.5,402,<5,95.0,66.1,15.9,17.9,29.3,36.8,-,-,-,-,-,-
02072,"Dr Beverly S Mathis Elementary School",2020-2021,414,346,16.4,83.5,40.7,30.9,28.3,27.4,13.2,346,16.4,83.5,54.3,23.1,22.5,29.1,25.1,-,-,-,-,-,-
02072,"Dr Beverly S Mathis Elementary School",2021-2022,425,422,<5,>95,40.9,28.9,30.0,22.5,18.4,421,<5,>95,50.8,26.6,22.5,29.4,21.3,-,-,-,-,-,-
02072,"Dr Beverly S Mathis Elementary School",2022-2023,431,429,<5,>95,48.7,25.6,25.6,23.7,24.9,429,<5,>95,47.7,28.6,23.5,22.8,24.9,-,-,-,-,-,-
02072,"Dr Beverly S Mathis Elementary School",2023-2024,445,441,<5,>95,55.5,20.4,24.0,24.2,31.2,442,<5,>95,54.2,23.9,21.7,28.7,25.5,-,-,-,-,-,-
02072,"Dr Beverly S Mathis Elementary School",2024-2025,402,401,<5,>95,59.6,15.9,24.4,27.4,32.1,402,<5,>95,58.7,20.3,20.8,29.3,29.3,-,-,-,-,-,-
02073,"Lomie G Heard Elementary School A Marzano Academy",2017-2018,359,342,,>95,43.2,25.1,31.5,26.6,16.6,354,,>95,55.0,22.3,22.5,30.7,24.2,-,-,-,-,-,-
02073,"Lomie G Heard Elementary School A Marzano Academy",2018-2019,381,381,<5,>95,30.1,40.1,29.6,20.2,9.9,381,<5,>95,48.0,29.6,22.3,25.9,22.0,-,-,-,-,-,-
02073,"Lomie G Heard Elementary School A Marzano Academy",2020-2021,403,256,36.4,63.5,17.1,56.2,26.5,--,-,258,35.9,64.0,36.8,47.2,15.8,22.0,14.7,-,-,-,-,-,-
02073,"Lomie G Heard Elementary School A Marzano Academy",2021-2022,374,372,<5,>95,29.3,42.4,28.2,19.8,9.4,372,<5,>95,44.0,31.1,24.7,21.2,22.8,-,-,-,-,-,-
02073,"Lomie G Heard Elementary School A Marzano Academy",2022-2023,365,365,<5,>95,32.0,40.5,27.3,23.0,9.0,365,<5,>95,40.0,36.1,23.8,22.4,17.5,-,-,-,-,-,-
02073,"Lomie G Heard Elementary School A Marzano Academy",2023-2024,339,339,<5,>95,40.7,29.2,30.0,19.7,20.9,338,<5,>95,46.7,34.9,18.3,22.1,24.5,-,-,-,-,-,-
02073,"Lomie G Heard Elementary School",2024-2025,304,304,<5,>95,48.3,26.9,24.6,25.0,23.3,303,<5,>95,46.8,29.3,23.7,25.7,21.1,-,-,-,-,-,-
02074,"Don and Dee Snyder Elementary School",2017-2018,404,343,,84.9,43.7,23.9,32.3,26.2,17.4,343,,84.9,60.9,18.0,20.9,29.4,31.4,-,-,-,-,-,-
02074,"Don and Dee Snyder Elementary School",2018-2019,394,357,9.3,90.6,43.1,21.0,35.8,26.6,16.5,359,8.8,91.1,56.2,22.0,21.7,29.8,26.4,-,-,-,-,-,-
02074,"Don and Dee Snyder Elementary School",2020-2021,392,233,40.5,59.4,30.9,39.9,29.1,18.8,12.0,245,37.5,62.5,48.9,29.3,21.6,25.7,23.2,-,-,-,-,-,-
02074,"Don and Dee Snyder Elementary School",2021-2022,349,346,<5,>95,39.5,33.5,26.8,19.0,20.5,346,<5,>95,51.7,28.6,19.6,25.1,26.5,-,-,-,-,-,-
02074,"Don and Dee Snyder Elementary School",2022-2023,343,342,<5,>95,37.1,35.9,26.9,19.5,17.5,343,<5,>95,45.1,34.1,20.6,20.4,24.7,-,-,-,-,-,-
02074,"Don and Dee Snyder Elementary School",2023-2024,311,311,<5,>95,35.0,40.1,24.7,21.2,13.8,311,<5,>95,44.6,34.4,20.9,22.1,22.5,-,-,-,-,-,-
02074,"Don & Dee Snyder Elementary School",2024-2025,324,323,<5,>95,38.0,32.8,29.1,20.7,17.3,324,<5,>95,54.0,28.0,17.9,27.4,26.5,-,-,-,-,-,-
02076,"Ruby Duncan Elementary School",2015-2016,329,285,,86.6,31.9,29.4,38.5,21.7,10.1,285,,86.6,43.8,25.2,30.8,25.2,18.5,84,60.7,--,27.3,50.0,-
02076,"Ruby Duncan Elementary School",2016-2017,364,316,,86.8,31.3,34.8,33.8,22.7,8.5,317,,87.0,46.0,27.7,26.1,29.3,16.7,113,17.6,43.3,38.9,--,-
02076,"Ruby Duncan Elementary School",2017-2018,295,250,,84.7,26.8,43.6,29.6,18.0,8.7,250,,84.7,37.6,38.0,24.4,22.8,14.8,-,-,-,-,-,-
02076,"Ruby Duncan Elementary School",2018-2019,317,272,14.1,85.8,33.0,33.8,33.0,27.9,5.1,271,14.5,85.4,37.6,36.1,26.1,23.9,13.6,-,-,-,-,-,-
02076,"Ruby Duncan Elementary School",2020-2021,290,119,58.9,41.0,10.9,65.5,23.5,-,-,121,58.2,41.7,28.9,52.0,19.0,18.1,10.7,-,-,-,-,-,-
02076,"Ruby Duncan Elementary School",2021-2022,288,281,<5,>95,18.8,59.0,22.0,--,<5,282,<5,>95,31.5,51.0,17.3,18.4,13.1,-,-,-,-,-,-
02076,"Ruby Duncan Elementary School",2022-2023,293,292,<5,>95,25.6,51.0,23.2,17.4,8.2,292,<5,>95,33.5,49.6,16.7,19.8,13.6,-,-,-,-,-,-
02076,"Ruby Duncan Elementary School",2023-2024,309,305,<5,>95,23.2,48.1,28.5,16.7,6.5,307,<5,>95,31.5,50.1,18.2,23.1,8.4,-,-,-,-,-,-
02076,"Ruby Duncan Elementary School",2024-2025,341,337,<5,>95,23.1,50.7,26.1,13.0,10.0,339,<5,>95,33.6,45.7,20.6,21.8,11.7,-,-,-,-,-,-
02077,"Shirley & Bill Wallin Elementary School",2015-2016,422,391,,92.6,74.9,<5,--,30.9,43.9,391,,92.6,83.3,<5,--,29.1,54.2,120,87.5,-,--,50.8,36.6
02077,"Shirley & Bill Wallin Elementary School",2016-2017,389,373,,>95,76.4,<5,--,29.7,46.6,373,,>95,82.8,<5,--,27.0,55.7,114,56.1,12.2,31.5,43.8,12.2
02077,"Shirley & Bill Wallin Elementary School",2017-2018,477,440,,92.2,76.1,7.5,16.3,33.6,42.5,441,,92.4,80.7,5.2,14.0,27.4,53.2,-,-,-,-,-,-
02077,"Shirley & Bill Wallin Elementary School",2018-2019,327,304,7.0,92.9,75.6,7.5,16.7,28.2,47.3,304,7.0,92.9,83.2,5.2,11.5,25.3,57.8,-,-,-,-,-,-
02077,"Shirley & Bill Wallin Elementary School",2020-2021,270,219,18.8,81.1,45.2,25.1,29.6,25.5,19.6,221,18.1,81.8,61.0,19.4,19.4,32.5,28.5,-,-,-,-,-,-
02077,"Shirley & Bill Wallin Elementary School",2021-2022,269,265,<5,>95,60.0,18.1,21.8,26.0,33.9,266,<5,>95,68.7,15.4,15.7,30.8,37.9,-,-,-,-,-,-
02077,"Shirley & Bill Wallin Elementary School",2022-2023,237,235,<5,>95,63.8,17.4,18.7,30.2,33.6,237,<5,>95,64.1,21.9,13.9,24.8,39.2,-,-,-,-,-,-
02077,"Shirley & Bill Wallin Elementary School",2023-2024,335,335,<5,>95,71.9,13.4,14.6,33.1,38.8,335,<5,>95,71.9,12.5,15.5,30.1,41.7,-,-,-,-,-,-
02077,"Shirley & Bill Wallin Elementary School",2024-2025,352,352,<5,>95,65.6,16.1,18.1,28.9,36.6,352,<5,>95,69.6,14.4,15.9,29.8,39.7,-,-,-,-,-,-
02078,"Evelyn Stuckey Elementary School",2015-2016,499,467,,93.5,65.3,12.2,22.4,30.8,34.4,467,,93.5,68.7,13.4,17.7,28.6,40.0,154,69.4,10.3,20.1,44.8,24.6
02078,"Evelyn Stuckey Elementary School",2016-2017,509,473,,92.9,66.3,13.5,20.0,27.4,38.9,474,,93.1,64.9,16.8,18.1,24.8,40.0,163,43.5,22.6,33.7,36.1,7.3
02078,"Evelyn Stuckey Elementary School",2017-2018,477,437,,91.6,69.3,11.6,18.9,28.8,40.5,440,,92.2,65.6,15.2,19.0,24.3,41.3,-,-,-,-,-,-
02078,"Evelyn Stuckey Elementary School",2018-2019,325,306,5.8,94.1,77.1,6.8,16.0,33.0,44.1,306,5.8,94.1,72.8,10.4,16.6,28.4,44.4,-,-,-,-,-,-
02078,"Evelyn Stuckey Elementary School",2020-2021,291,136,53.2,46.7,47.0,21.3,31.6,33.0,13.9,142,51.2,48.7,54.2,15.4,30.2,33.8,20.4,-,-,-,-,-,-
02078,"Evelyn Stuckey Elementary School",2021-2022,303,292,<5,>95,58.2,20.5,21.2,25.6,32.5,294,<5,>95,62.9,17.0,20.0,25.5,37.4,-,-,-,-,-,-
02078,"Evelyn Stuckey Elementary School",2022-2023,289,287,<5,>95,56.7,20.5,22.6,23.3,33.4,287,<5,>95,58.8,21.9,19.1,21.2,37.6,-,-,-,-,-,-
02078,"Evelyn Stuckey Elementary School",2023-2024,283,282,<5,>95,63.1,14.8,21.9,31.2,31.9,282,<5,>95,64.8,18.0,17.0,29.4,35.4,-,-,-,-,-,-
02078,"Evelyn Stuckey Elementary School",2024-2025,283,282,<5,>95,57.0,17.0,25.8,29.0,28.0,282,<5,>95,64.5,14.8,20.5,31.9,32.6,-,-,-,-,-,-
02079,"Charlotte & Jerry Keller Elementary     ",2015-2016,352,299,,84.9,27.0,36.7,36.1,20.7,6.3,300,,85.2,40.6,29.6,29.6,28.3,12.3,108,39.8,--,30.5,35.1,-
02079,"Charlotte & Jerry Keller Elementary     ",2016-2017,333,304,,91.2,28.6,37.8,33.5,21.7,6.9,304,,91.2,43.7,32.8,23.3,29.6,14.1,77,12.9,48.0,38.9,--,-
02079,"Charlotte & Jerry Keller Elementary     ",2017-2018,311,276,,88.7,28.2,40.2,31.5,20.6,7.6,276,,88.7,42.0,28.2,29.7,32.2,9.7,-,-,-,-,-,-
02079,"Charlotte & Jerry Keller Elementary     ",2018-2019,296,263,11.1,88.8,36.1,34.6,29.2,20.5,15.5,263,11.1,88.8,40.6,30.4,28.8,26.6,14.0,-,-,-,-,-,-
02079,"Charlotte & Jerry Keller Elementary     ",2020-2021,262,195,25.5,74.4,12.3,64.1,23.5,--,-,195,25.5,74.4,22.5,52.8,24.6,15.3,7.1,-,-,-,-,-,-
02079,"Charlotte & Jerry Keller Elementary     ",2021-2022,244,241,<5,>95,21.5,51.8,26.5,14.1,7.4,241,<5,>95,29.8,48.9,21.1,21.9,7.8,-,-,-,-,-,-
02079,"Charlotte & Jerry Keller Elementary     ",2022-2023,238,238,<5,>95,32.3,48.7,18.9,23.1,9.2,238,<5,>95,30.6,54.2,15.1,22.2,8.4,-,-,-,-,-,-
02079,"Charlotte & Jerry Keller Elementary     ",2023-2024,221,221,<5,>95,34.3,42.9,22.6,20.8,13.5,221,<5,>95,38.0,49.3,12.6,23.9,14.0,-,-,-,-,-,-
02079,"Charlotte & Jerry Keller Elementary School",2024-2025,207,207,<5,>95,37.1,36.7,26.0,16.4,20.7,207,<5,>95,46.3,32.8,20.7,22.2,24.1,-,-,-,-,-,-
02080,"Mark L Fine Elementary School           ",2015-2016,499,432,,86.5,48.3,21.9,29.6,30.3,18.0,432,,86.5,63.1,18.9,17.8,28.2,34.9,157,62.4,14.0,23.5,37.5,24.8
02080,"Mark L Fine Elementary School           ",2016-2017,497,450,,90.5,47.1,24.4,28.4,30.6,16.4,450,,90.5,58.6,20.4,20.8,28.4,30.2,147,27.8,30.6,41.4,--,-
02080,"Mark L Fine Elementary School           ",2017-2018,380,338,,88.9,53.8,20.1,26.0,26.3,27.5,340,,89.4,64.7,17.9,17.3,30.0,34.7,-,-,-,-,-,-
02080,"Mark L Fine Elementary School           ",2018-2019,409,381,6.8,93.1,55.9,19.9,24.1,30.1,25.7,381,6.8,93.1,60.6,21.5,17.8,27.5,33.0,-,-,-,-,-,-
02080,"Mark L Fine Elementary School           ",2020-2021,342,205,40.0,59.9,28.7,45.3,25.8,21.4,7.3,206,39.7,60.2,44.6,28.6,26.6,30.0,14.5,-,-,-,-,-,-
02080,"Mark L Fine Elementary School           ",2021-2022,376,372,<5,>95,40.0,32.5,27.4,25.0,15.0,374,<5,>95,54.0,21.6,24.3,26.7,27.2,-,-,-,-,-,-
02080,"Mark L Fine Elementary School           ",2022-2023,364,362,<5,>95,34.5,42.2,23.2,22.0,12.4,360,<5,>95,35.5,38.0,26.3,21.6,13.8,-,-,-,-,-,-
02080,"Mark L Fine Elementary School           ",2023-2024,361,360,<5,>95,35.2,41.9,22.7,23.6,11.6,360,<5,>95,45.0,37.7,17.2,26.9,18.0,-,-,-,-,-,-
02080,"Mark L Fine Elementary School",2024-2025,321,318,<5,>95,40.5,31.7,27.6,20.4,20.1,319,<5,>95,45.4,31.0,23.5,20.6,24.7,-,-,-,-,-,-
02081,"Henry & Evelyn Bozarth Elementary School",2015-2016,483,438,,90.6,54.7,16.4,28.7,34.9,19.8,440,,91.0,71.1,10.9,17.9,33.8,37.2,148,70.2,8.7,20.9,46.6,23.6
02081,"Henry & Evelyn Bozarth Elementary School",2016-2017,490,464,,94.6,55.1,14.0,30.8,32.5,22.6,465,,94.8,67.9,10.7,21.2,37.8,30.1,149,42.2,18.7,38.9,34.2,8.0
02081,"Henry & Evelyn Bozarth Elementary School",2017-2018,487,458,,94.0,64.1,10.2,25.5,32.0,32.0,458,,94.0,73.3,10.0,16.5,35.1,38.2,-,-,-,-,-,-
02081,"Henry & Evelyn Bozarth Elementary School",2018-2019,378,359,5.0,94.9,63.2,13.9,22.8,33.1,30.0,359,5.0,94.9,71.3,10.0,18.6,29.5,41.7,-,-,-,-,-,-
02081,"Henry & Evelyn Bozarth Elementary School",2020-2021,391,336,14.0,85.9,35.7,33.6,30.6,24.4,11.3,339,13.2,86.7,51.3,25.9,22.7,28.0,23.3,-,-,-,-,-,-
02081,"Henry & Evelyn Bozarth Elementary School",2021-2022,366,359,<5,>95,55.9,17.5,26.4,32.5,23.3,359,<5,>95,64.3,16.7,18.9,31.1,33.1,-,-,-,-,-,-
02081,"Henry & Evelyn Bozarth Elementary School",2022-2023,376,374,<5,>95,53.2,21.6,25.1,29.9,23.2,374,<5,>95,61.2,18.7,20.0,31.0,30.2,-,-,-,-,-,-
02081,"Henry & Evelyn Bozarth Elementary School",2023-2024,372,372,<5,>95,53.2,22.0,24.7,27.4,25.8,372,<5,>95,64.2,20.4,15.3,31.4,32.7,-,-,-,-,-,-
