school_name,accountability_year,organization_code,district_name,chronic_absenteeism_rate
"Walter V Long Elementary School",2024-2025,02270,Clark,29.4
"Ward (Gene) ES",2018-2019,02258,Clark,24.7
"Ward (Gene) ES",2020-2021,02258,Clark,40.3
"Ward (Gene) ES",2021-2022,02258,Clark,47.0
"Ward (Gene) ES",2022-2023,02258,Clark,38.8
"Ward (Gene) ES",2023-2024,02258,Clark,31.3
"Ward (Kitty) ES",2018-2019,02100,Clark,15.3
"Ward (Kitty) ES",2020-2021,02100,Clark,8.0
"Ward (Kitty) ES",2021-2022,02100,Clark,25.3
"Ward (Kitty) ES",2022-2023,02100,Clark,21.2
"Ward (Kitty) ES",2023-2024,02100,Clark,13.3
"Warren ES",2018-2019,02238,Clark,8.3
"Warren ES",2020-2021,02238,Clark,21.0
"Warren ES",2021-2022,02238,Clark,48.3
"Warren ES",2022-2023,02238,Clark,45.0
"Warren ES",2023-2024,02238,Clark,41.2
"Wasden ES",2018-2019,02247,Clark,29.2
"Wasden ES",2020-2021,02247,Clark,38.9
"Wasden ES",2021-2022,02247,Clark,49.7
"Wasden ES",2022-2023,02247,Clark,41.5
"Wasden ES",2023-2024,02247,Clark,39.1
"Watson ES",2018-2019,02177,Clark,17.0
"Watson ES",2020-2021,02177,Clark,20.5
"Watson ES",2021-2022,02177,Clark,39.0
"Watson ES",2022-2023,02177,Clark,33.2
"Watson ES",2023-2024,02177,Clark,32.2
"Wayne N Tanaka Elementary School",2024-2025,02190,Clark,16.7
"Webb MS",2018-2019,02355,Clark,10.0
"Webb MS",2020-2021,02355,Clark,19.6
"Webb MS",2021-2022,02355,Clark,26.2
"Webb MS",2022-2023,02355,Clark,27.9
"Webb MS",2023-2024,02355,Clark,20.4
"Wendell Williams Elementary School",2024-2025,02224,Clark,52.0
"Wengert ES",2018-2019,02259,Clark,15.5
"Wengert ES",2020-2021,02259,Clark,25.7
"Wengert ES",2021-2022,02259,Clark,42.0
"Wengert ES",2022-2023,02259,Clark,34.4
"Wengert ES",2023-2024,02259,Clark,29.9
"West Prep ES",2018-2019,02089,Clark,13.6
"West Prep ES",2020-2021,02089,Clark,18.7
"West Prep ES",2021-2022,02089,Clark,34.4
"West Prep ES",2022-2023,02089,Clark,24.0
"West Prep ES",2023-2024,02089,Clark,14.6
"West Prep Sec",2018-2019,02330,Clark,26.3
"West Prep Sec",2020-2021,02330,Clark,58.9
"West Prep Sec",2021-2022,02330,Clark,44.6
"West Prep Sec",2022-2023,02330,Clark,42.5
"West Prep Sec",2023-2024,02330,Clark,38.5
"West Preparatory Academy Elementary School",2024-2025,02089,Clark,21.3
"West Preparatory Institute JR/SR High School",2024-2025,02330,Clark,32.8
"White MS",2018-2019,02326,Clark,14.7
"White MS",2020-2021,02326,Clark,32.3
"White MS",2021-2022,02326,Clark,28.5
"White MS",2022-2023,02326,Clark,24.9
"White MS",2023-2024,02326,Clark,18.9
"Whitney Elementary School",2024-2025,02256,Clark,30.3
"Whitney ES",2018-2019,02256,Clark,38.7
"Whitney ES",2020-2021,02256,Clark,40.4
"Whitney ES",2021-2022,02256,Clark,53.8
"Whitney ES",2022-2023,02256,Clark,48.6
"Whitney ES",2023-2024,02256,Clark,34.8
"Wiener ES",2018-2019,02142,Clark,20.5
"Wiener ES",2020-2021,02142,Clark,23.0
"Wiener ES",2021-2022,02142,Clark,43.9
"Wiener ES",2022-2023,02142,Clark,45.1
"Wiener ES",2023-2024,02142,Clark,37.9
"Wilbur & Theresa Faiss Middle School",2024-2025,02362,Clark,18.3
"Wilhelm ES",2018-2019,02149,Clark,27.5
"Wilhelm ES",2020-2021,02149,Clark,33.0
"Wilhelm ES",2021-2022,02149,Clark,42.0
"Wilhelm ES",2022-2023,02149,Clark,45.4
"Wilhelm ES",2023-2024,02149,Clark,33.3
"Will Beckley Elementary School",2024-2025,02248,Clark,30.4
"William & Mary Scherkenbach Elementary School",2024-2025,02188,Clark,15.5
"William E Ferron Elementary School",2024-2025,02257,Clark,17.8
"William E Orr Middle School",2024-2025,02312,Clark,45.8
"William E Snyder Elementary School",2024-2025,02175,Clark,29.3
"William G Bennett Elementary School",2024-2025,02292,Clark,34.9
"William K Moore Elementary School",2024-2025,02282,Clark,38.6
"William Lummis Elementary School",2024-2025,02141,Clark,16.5
"William V Wright Elementary School",2024-2025,02200,Clark,24.7
"Williams (Tom) ES",2018-2019,02242,Clark,11.3
"Williams (Tom) ES",2020-2021,02242,Clark,23.8
"Williams (Tom) ES",2021-2022,02242,Clark,42.6
"Williams (Tom) ES",2022-2023,02242,Clark,37.9
"Williams (Tom) ES",2023-2024,02242,Clark,24.0
"Williams (Wendell) ES",2018-2019,02224,Clark,39.5
"Williams (Wendell) ES",2020-2021,02224,Clark,72.1
"Williams (Wendell) ES",2021-2022,02224,Clark,75.5
"Williams (Wendell) ES",2022-2023,02224,Clark,64.2
"Williams (Wendell) ES",2023-2024,02224,Clark,52.9
"Wing and Lilly Fong Elementary School",2024-2025,02119,Clark,32.8
"Wolfe (Eva) ES",2018-2019,02152,Clark,15.2
"Wolfe (Eva) ES",2020-2021,02152,Clark,21.3
"Wolfe (Eva) ES",2021-2022,02152,Clark,39.6
"Wolfe (Eva) ES",2022-2023,02152,Clark,40.8
"Wolfe (Eva) ES",2023-2024,02152,Clark,26.6
"Wolff (Elise) ES",2018-2019,02287,Clark,8.1
"Wolff (Elise) ES",2020-2021,02287,Clark,9.6
"Wolff (Elise) ES",2021-2022,02287,Clark,26.8
"Wolff (Elise) ES",2022-2023,02287,Clark,22.1
"Wolff (Elise) ES",2023-2024,02287,Clark,17.7
"Woodbury MS",2018-2019,02314,Clark,26.3
"Woodbury MS",2020-2021,02314,Clark,62.1
"Woodbury MS",2021-2022,02314,Clark,45.8
"Woodbury MS",2022-2023,02314,Clark,44.5
"Woodbury MS",2023-2024,02314,Clark,42.1
"Woolley ES",2018-2019,02116,Clark,18.1
"Woolley ES",2020-2021,02116,Clark,19.0
"Woolley ES",2021-2022,02116,Clark,49.4
"Woolley ES",2022-2023,02116,Clark,47.4
"Woolley ES",2023-2024,02116,Clark,36.7
"Wright ES",2018-2019,02200,Clark,10.3
"Wright ES",2020-2021,02200,Clark,14.8
"Wright ES",2021-2022,02200,Clark,37.7
"Wright ES",2022-2023,02200,Clark,28.9
"Wright ES",2023-2024,02200,Clark,25.1
"Wynn ES",2018-2019,02121,Clark,18.7
"Wynn ES",2020-2021,02121,Clark,30.6
"Wynn ES",2021-2022,02121,Clark,41.7
"Wynn ES",2022-2023,02121,Clark,42.3
"Wynn ES",2023-2024,02121,Clark,38.7
