school_name,accountability_year,organization_code,district_name,chronic_absenteeism_rate
"Odyssey Charter ES",2020-2021,02299,Clark,7.1
"Odyssey Charter ES",2021-2022,02299,Clark,9.6
"Odyssey Charter ES",2022-2023,02299,Clark,6.0
"Odyssey Charter ES",2023-2024,02299,Clark,<5
"Odyssey Charter MS",2018-2019,02358,Clark,<5
"Odyssey Charter MS",2020-2021,02358,Clark,<5
"Odyssey Charter MS",2021-2022,02358,Clark,<5
"Odyssey Charter MS",2022-2023,02358,Clark,<5
"Odyssey Charter MS",2023-2024,02358,Clark,<5
"Odyssey Charter Schools 6-8 Middle School",2024-2025,02358,Clark,<5
"Odyssey Charter Schools K-5 Elementary School",2024-2025,02299,Clark,<5
"Ollie Detwiler Elementary School",2024-2025,02300,Clark,29.1
"Oran K Gragson Elementary School",2024-2025,02275,Clark,26.4
"Orr MS",2018-2019,02312,Clark,39.1
"Orr MS",2020-2021,02312,Clark,61.4
"Orr MS",2021-2022,02312,Clark,54.7
"Orr MS",2022-2023,02312,Clark,50.6
"Orr MS",2023-2024,02312,Clark,49.1
"P A Diskin Elementary School",2024-2025,02263,Clark,21.8
"Paradise PDS",2018-2019,02232,Clark,35.1
"Paradise PDS",2020-2021,02232,Clark,38.3
"Paradise PDS",2021-2022,02232,Clark,58.0
"Paradise PDS",2022-2023,02232,Clark,46.7
"Paradise PDS",2023-2024,02232,Clark,43.2
"Paradise Professional Development Elementary School",2024-2025,02232,Clark,37.9
"Park ES",2018-2019,02216,Clark,31.1
"Park ES",2020-2021,02216,Clark,40.6
"Park ES",2021-2022,02216,Clark,46.5
"Park ES",2022-2023,02216,Clark,45.5
"Park ES",2023-2024,02216,Clark,49.3
"Parson ES",2018-2019,02110,Clark,24.6
"Parson ES",2020-2021,02110,Clark,42.6
"Parson ES",2021-2022,02110,Clark,42.0
"Parson ES",2022-2023,02110,Clark,38.4
"Parson ES",2023-2024,02110,Clark,41.1
"Patricia A Bendorf Elementary School",2024-2025,02138,Clark,26.2
"Paul E Culley Elementary School",2024-2025,02233,Clark,30.3
"Perkins (Dr. Claude G.) ES",2018-2019,02091,Clark,18.0
"Perkins (Dr. Claude G.) ES",2020-2021,02091,Clark,27.0
"Perkins (Dr. Claude G.) ES",2021-2022,02091,Clark,49.8
"Perkins (Dr. Claude G.) ES",2022-2023,02091,Clark,46.1
"Perkins (Dr. Claude G.) ES",2023-2024,02091,Clark,39.8
"Perkins (Ute) ES",2018-2019,02114,Clark,13.3
"Perkins (Ute) ES",2020-2021,02114,Clark,21.8
"Perkins (Ute) ES",2021-2022,02114,Clark,54.1
"Perkins (Ute) ES",2022-2023,02114,Clark,32.0
"Perkins (Ute) ES",2023-2024,02114,Clark,34.3
"Petersen ES",2018-2019,02289,Clark,29.5
"Petersen ES",2020-2021,02289,Clark,49.9
"Petersen ES",2021-2022,02289,Clark,57.9
"Petersen ES",2022-2023,02289,Clark,53.2
"Petersen ES",2023-2024,02289,Clark,53.5
"Peterson Academic Center JR/SR High School",2024-2025,02933,Clark,63.6
"Peterson Behavior Jr./Sr. HS",2018-2019,02933,Clark,69.5
"Peterson Behavior Jr./Sr. HS",2020-2021,02933,Clark,75.0
"Peterson Behavior Jr./Sr. HS",2021-2022,02933,Clark,74.2
"Peterson Behavior Jr./Sr. HS",2022-2023,02933,Clark,70.9
"Peterson Behavior Jr./Sr. HS",2023-2024,02933,Clark,69.8
"Piggott Academy Elementary School",2024-2025,02145,Clark,8.5
"Piggott ES",2018-2019,02145,Clark,7.9
"Piggott ES",2020-2021,02145,Clark,5.6
"Piggott ES",2021-2022,02145,Clark,24.1
"Piggott ES",2022-2023,02145,Clark,18.8
"Piggott ES",2023-2024,02145,Clark,13.0
"Pittman ES",2018-2019,02244,Clark,17.4
"Pittman ES",2020-2021,02244,Clark,29.6
"Pittman ES",2021-2022,02244,Clark,46.7
"Pittman ES",2022-2023,02244,Clark,43.4
"Pittman ES",2023-2024,02244,Clark,39.3
"Priest ES",2018-2019,02253,Clark,20.0
"Priest ES",2020-2021,02253,Clark,32.3
"Priest ES",2021-2022,02253,Clark,42.4
"Priest ES",2022-2023,02253,Clark,43.1
"Priest ES",2023-2024,02253,Clark,32.4
"Quannah McCall Elementary School",2024-2025,02234,Clark,25.2
"Quest Program",2023-2024,02965,Clark,-
"Quest Program",2024-2025,02965,Clark,5.2
"R E Tobler Elementary School",2024-2025,02290,Clark,15.2
"R Guild Gray Elementary School",2024-2025,02278,Clark,22.4
"Rainbow Dream AC Academy",2018-2019,02367,Clark,30.4
"Rainbow Dreams Academy",2018-2019,02087,Clark,37.4
"Rainbow Dreams Academy",2020-2021,02087,Clark,89.2
"Rainbow Dreams Academy",2021-2022,02087,Clark,53.1
"Rainbow Dreams Academy",2022-2023,02087,Clark,51.2
"Rainbow Dreams Academy",2023-2024,02087,Clark,31.3
"Rainbow Dreams Early Learning Academy",2024-2025,02087,Clark,22.2
"Ralph Cadwallader Middle School",2024-2025,02348,Clark,18.7
"Raul P Elizondo Elementary School",2024-2025,02164,Clark,36.1
"Red Rock Elementary School",2024-2025,02235,Clark,29.7
"Red Rock ES",2018-2019,02235,Clark,24.9
"Red Rock ES",2020-2021,02235,Clark,29.7
"Red Rock ES",2021-2022,02235,Clark,42.3
"Red Rock ES",2022-2023,02235,Clark,43.0
"Red Rock ES",2023-2024,02235,Clark,38.1
"Reed ES",2018-2019,02295,Clark,21.4
"Reed ES",2020-2021,02295,Clark,34.1
"Reed ES",2021-2022,02295,Clark,52.2
"Reed ES",2022-2023,02295,Clark,49.9
"Reed ES",2023-2024,02295,Clark,41.2
"Reedom ES",2018-2019,02084,Clark,14.8
"Reedom ES",2020-2021,02084,Clark,10.1
"Reedom ES",2021-2022,02084,Clark,37.0
"Reedom ES",2022-2023,02084,Clark,29.9
"Reedom ES",2023-2024,02084,Clark,26.4
"Reid ES",2018-2019,02104,Clark,29.0
"Reid ES",2020-2021,02104,Clark,30.4
"Reid ES",2021-2022,02104,Clark,41.7
"Reid ES",2022-2023,02104,Clark,15.4
"Reid ES",2023-2024,02104,Clark,16.7
"Rex Bell Elementary School",2024-2025,02236,Clark,30.7
"Reynaldo L Martinez Elementary School",2024-2025,02281,Clark,24.4
"Rhodes ES",2018-2019,02160,Clark,11.3
"Rhodes ES",2020-2021,02160,Clark,10.9
"Rhodes ES",2021-2022,02160,Clark,30.5
"Rhodes ES",2022-2023,02160,Clark,31.3
"Rhodes ES",2023-2024,02160,Clark,24.3
"Richard C Priest Elementary School",2024-2025,02253,Clark,35.2
"Richard H Bryan Elementary School",2024-2025,02148,Clark,23.4
"Richard Rundle Elementary School",2024-2025,02128,Clark,25.9
"Ries ES",2018-2019,02194,Clark,12.8
"Ries ES",2020-2021,02194,Clark,10.9
"Ries ES",2021-2022,02194,Clark,30.5
"Ries ES",2022-2023,02194,Clark,27.4
"Ries ES",2023-2024,02194,Clark,23.4
"Robert & Sandy Ellis Elementary School",2024-2025,02064,Clark,18.7
"Robert E Lake Elementary School",2024-2025,02237,Clark,34.8
"Robert L Forbuss Elementary School",2024-2025,02097,Clark,22.6
"Robert L Taylor Elementary School",2024-2025,02254,Clark,37.3
"Robert Lunt Elementary School",2024-2025,02117,Clark,26.6
"Robert O Gibson Leadership Academy Middle School",2024-2025,02310,Clark,26.6
"Roberta C Cartwright Elementary School",2024-2025,02158,Clark,38.0
"Roberts ES",2018-2019,02150,Clark,16.0
"Roberts ES",2020-2021,02150,Clark,19.4
"Roberts ES",2021-2022,02150,Clark,37.5
"Roberts ES",2022-2023,02150,Clark,33.6
"Roberts ES",2023-2024,02150,Clark,27.7
"Robison MS",2018-2019,02315,Clark,24.6
"Robison MS",2020-2021,02315,Clark,51.6
"Robison MS",2021-2022,02315,Clark,49.3
"Robison MS",2022-2023,02315,Clark,46.2
"Robison MS",2023-2024,02315,Clark,30.9
"Roger D Gehring Academy of Science and Technology Elementary School",2024-2025,02181,Clark,<5
"Roger M Bryan Elementary School",2024-2025,02156,Clark,23.5
"Rogers ES",2018-2019,02174,Clark,14.4
"Rogers ES",2020-2021,02174,Clark,17.8
"Rogers ES",2021-2022,02174,Clark,39.8
"Rogers ES",2022-2023,02174,Clark,33.8
"Rogers ES",2023-2024,02174,Clark,28.3
"Rogich MS",2018-2019,02339,Clark,11.0
"Rogich MS",2020-2021,02339,Clark,14.5
"Rogich MS",2021-2022,02339,Clark,23.5
"Rogich MS",2022-2023,02339,Clark,25.7
"Rogich MS",2023-2024,02339,Clark,21.2
"Ronnow ES",2018-2019,02203,Clark,16.5
"Ronnow ES",2020-2021,02203,Clark,29.1
"Ronnow ES",2021-2022,02203,Clark,43.7
"Ronnow ES",2022-2023,02203,Clark,41.1
"Ronnow ES",2023-2024,02203,Clark,25.5
"Ronzone ES",2018-2019,02201,Clark,22.6
"Ronzone ES",2020-2021,02201,Clark,34.3
"Ronzone ES",2021-2022,02201,Clark,40.9
"Ronzone ES",2022-2023,02201,Clark,38.1
"Ronzone ES",2023-2024,02201,Clark,33.1
"Rose Warren Elementary School",2024-2025,02238,Clark,34.0
"Roundy ES",2018-2019,02096,Clark,19.5
"Roundy ES",2020-2021,02096,Clark,15.7
"Roundy ES",2021-2022,02096,Clark,47.5
"Roundy ES",2022-2023,02096,Clark,46.3
"Roundy ES",2023-2024,02096,Clark,38.6
"Rowe ES",2018-2019,02221,Clark,25.1
"Rowe ES",2020-2021,02221,Clark,28.1
"Rowe ES",2021-2022,02221,Clark,46.2
"Rowe ES",2022-2023,02221,Clark,39.7
"Rowe ES",2023-2024,02221,Clark,33.3
"Roy W Martin Middle School",2024-2025,02311,Clark,37.8
"Ruben P Diaz Elementary School",2024-2025,02085,Clark,25.3
"Ruby Duncan Elementary School",2024-2025,02076,Clark,29.7
"Ruby S Thomas Elementary School",2024-2025,02239,Clark,51.9
"Rundle ES",2018-2019,02128,Clark,24.5
"Rundle ES",2020-2021,02128,Clark,31.8
"Rundle ES",2021-2022,02128,Clark,52.3
"Rundle ES",2022-2023,02128,Clark,46.2
"Rundle ES",2023-2024,02128,Clark,35.1
"Ruthe Deskin Elementary School",2024-2025,02106,Clark,23.9
"Sandra B Abston Elementary School",2024-2025,02061,Clark,28.4
"Sandra L Thompson Elementary School",2024-2025,02198,Clark,20.8
"Sandy Searles Miller Elementary School",2024-2025,02274,Clark,8.6
"Sandy Valley Elementary School",2024-2025,02291,Clark,36.6
"Sandy Valley ES",2018-2019,02291,Clark,10.1
"Sandy Valley ES",2020-2021,02291,Clark,18.1
"Sandy Valley ES",2021-2022,02291,Clark,38.1
"Sandy Valley ES",2022-2023,02291,Clark,34.7
"Sandy Valley ES",2023-2024,02291,Clark,36.4
"Sandy Valley JR/SR High School",2024-2025,02320,Clark,28.5
"Sandy Valley Jr/Sr HS",2018-2019,02320,Clark,21.6
"Sandy Valley Jr/Sr HS",2020-2021,02320,Clark,33.7
"Sandy Valley Jr/Sr HS",2021-2022,02320,Clark,31.8
"Sandy Valley Jr/Sr HS",2022-2023,02320,Clark,35.4
"Sandy Valley Jr/Sr HS",2023-2024,02320,Clark,30.5
"Saville MS",2018-2019,02354,Clark,15.3
"Saville MS",2020-2021,02354,Clark,41.3
"Saville MS",2021-2022,02354,Clark,34.9
"Saville MS",2022-2023,02354,Clark,34.9
"Saville MS",2023-2024,02354,Clark,31.3
"Sawyer MS",2018-2019,02328,Clark,23.7
"Sawyer MS",2020-2021,02328,Clark,54.4
"Sawyer MS",2021-2022,02328,Clark,42.3
"Sawyer MS",2022-2023,02328,Clark,35.3
"Sawyer MS",2023-2024,02328,Clark,22.3
"Scherkenbach ES",2018-2019,02188,Clark,13.2
"Scherkenbach ES",2020-2021,02188,Clark,10.2
"Scherkenbach ES",2021-2022,02188,Clark,31.6
"Scherkenbach ES",2022-2023,02188,Clark,29.5
"Scherkenbach ES",2023-2024,02188,Clark,21.3
"Schofield MS",2018-2019,02344,Clark,17.6
"Schofield MS",2020-2021,02344,Clark,35.5
"Schofield MS",2021-2022,02344,Clark,41.2
"Schofield MS",2022-2023,02344,Clark,39.4
"Schofield MS",2023-2024,02344,Clark,25.6
"Schorr ES",2018-2019,02099,Clark,17.1
"Schorr ES",2020-2021,02099,Clark,18.5
"Schorr ES",2021-2022,02099,Clark,42.7
"Schorr ES",2022-2023,02099,Clark,34.0
"Schorr ES",2023-2024,02099,Clark,31.3
"Scott ES",2018-2019,02086,Clark,30.0
"Scott ES",2020-2021,02086,Clark,42.6
"Scott ES",2021-2022,02086,Clark,57.4
"Scott ES",2022-2023,02086,Clark,43.1
"Scott ES",2023-2024,02086,Clark,41.9
"Sedway MS",2018-2019,02345,Clark,26.0
"Sedway MS",2020-2021,02345,Clark,59.4
"Sedway MS",2021-2022,02345,Clark,48.3
"Sedway MS",2022-2023,02345,Clark,49.8
"Sedway MS",2023-2024,02345,Clark,45.9
"Selma F Bartlett Elementary School",2024-2025,02137,Clark,17.7
"Sewell ES",2018-2019,02251,Clark,17.8
"Sewell ES",2020-2021,02251,Clark,27.3
"Sewell ES",2021-2022,02251,Clark,43.9
"Sewell ES",2022-2023,02251,Clark,42.6
"Sewell ES",2023-2024,02251,Clark,41.9
"Sheila Tarr Academy of International Studies Elementary School",2024-2025,02285,Clark,11.4
"Shelley Berkley Elementary School",2024-2025,02070,Clark,21.4
"Shirley & Bill Wallin Elementary School",2024-2025,02077,Clark,20.2
"Shirley A Barber Elementary",2018-2019,02066,Clark,16.5
"Shirley A Barber Elementary",2020-2021,02066,Clark,26.3
"Shirley A Barber Elementary",2021-2022,02066,Clark,35.8
"Shirley A Barber Elementary",2022-2023,02066,Clark,36.6
"Shirley A Barber Elementary",2023-2024,02066,Clark,31.8
"Shirley A Barber Elementary School",2024-2025,02066,Clark,28.3
"Sig Rogich Middle School",2024-2025,02339,Clark,17.5
"Silvestri JHS",2018-2019,02334,Clark,15.6
"Silvestri JHS",2020-2021,02334,Clark,32.2
"Silvestri JHS",2021-2022,02334,Clark,40.4
"Silvestri JHS",2022-2023,02334,Clark,38.6
"Silvestri JHS",2023-2024,02334,Clark,32.1
"Simmons ES",2018-2019,02189,Clark,17.2
"Simmons ES",2020-2021,02189,Clark,22.3
"Simmons ES",2021-2022,02189,Clark,35.7
"Simmons ES",2022-2023,02189,Clark,35.6
"Simmons ES",2023-2024,02189,Clark,27.2
"Sister Robert Joseph Bailey Elementary School",2024-2025,02095,Clark,28.8
"Smalley ES",2018-2019,02090,Clark,6.9
"Smalley ES",2020-2021,02090,Clark,<5
"Smalley ES",2021-2022,02090,Clark,19.4
"Smalley ES",2022-2023,02090,Clark,13.6
"Smalley ES",2023-2024,02090,Clark,10.1
"Smith (Hal) ES",2018-2019,02284,Clark,29.3
"Smith (Hal) ES",2020-2021,02284,Clark,59.5
"Smith (Hal) ES",2021-2022,02284,Clark,65.6
"Smith (Hal) ES",2022-2023,02284,Clark,52.2
"Smith (Hal) ES",2023-2024,02284,Clark,46.5
"Smith (Helen) ES",2018-2019,02264,Clark,13.0
"Smith (Helen) ES",2020-2021,02264,Clark,17.2
"Smith (Helen) ES",2021-2022,02264,Clark,31.6
"Smith (Helen) ES",2022-2023,02264,Clark,23.6
"Smith (Helen) ES",2023-2024,02264,Clark,20.5
"Smith (J.D.) MS",2018-2019,02305,Clark,23.6
"Smith (J.D.) MS",2020-2021,02305,Clark,56.7
"Smith (J.D.) MS",2021-2022,02305,Clark,49.8
"Smith (J.D.) MS",2022-2023,02305,Clark,50.0
"Smith (J.D.) MS",2023-2024,02305,Clark,40.9
"Snyder ES",2018-2019,02074,Clark,16.6
"Snyder ES",2018-2019,02175,Clark,22.6
"Snyder ES",2020-2021,02074,Clark,17.0
"Snyder ES",2020-2021,02175,Clark,26.5
"Snyder ES",2021-2022,02074,Clark,36.5
"Snyder ES",2021-2022,02175,Clark,51.8
"Snyder ES",2022-2023,02074,Clark,36.8
"Snyder ES",2022-2023,02175,Clark,49.7
"Snyder ES",2023-2024,02074,Clark,28.6
"Snyder ES",2023-2024,02175,Clark,41.9
"South Academic Center JR/SR High School",2024-2025,02928,Clark,68.8
"South Continuation Jr./Sr. Hig",2018-2019,02928,Clark,76.3
"South Continuation Jr./Sr. Hig",2020-2021,02928,Clark,92.9
"South Continuation Jr./Sr. Hig",2021-2022,02928,Clark,67.7
"South Continuation Jr./Sr. Hig",2022-2023,02928,Clark,52.3
"South Continuation Jr./Sr. Hig",2023-2024,02928,Clark,72.6
"Spring Mountain JR/SR High School",2024-2025,02913,Clark,-
"Spring Mountain Jr/Sr HS",2018-2019,02913,Clark,6.1
"Spring Mountain Jr/Sr HS",2020-2021,02913,Clark,-
"Spring Mountain Jr/Sr HS",2021-2022,02913,Clark,-
"Spring Mountain Jr/Sr HS",2022-2023,02913,Clark,<5
"Spring Mountain Jr/Sr HS",2023-2024,02913,Clark,-
"Squires ES",2018-2019,02204,Clark,20.7
"Squires ES",2020-2021,02204,Clark,35.4
"Squires ES",2021-2022,02204,Clark,46.8
"Squires ES",2022-2023,02204,Clark,45.7
"Squires ES",2023-2024,02204,Clark,41.9
"Stanford Elementary School",2024-2025,02294,Clark,17.2
"Stanford ES",2018-2019,02294,Clark,15.3
"Stanford ES",2020-2021,02294,Clark,14.2
"Stanford ES",2021-2022,02294,Clark,25.9
"Stanford ES",2022-2023,02294,Clark,18.4
"Stanford ES",2023-2024,02294,Clark,21.2
"Staton ES",2018-2019,02286,Clark,<5
"Staton ES",2020-2021,02286,Clark,<5
"Staton ES",2021-2022,02286,Clark,19.3
"Staton ES",2022-2023,02286,Clark,20.4
"Staton ES",2023-2024,02286,Clark,16.7
"Steele ES",2018-2019,02098,Clark,13.4
"Steele ES",2020-2021,02098,Clark,16.6
"Steele ES",2021-2022,02098,Clark,36.7
"Steele ES",2022-2023,02098,Clark,28.5
"Steele ES",2023-2024,02098,Clark,24.1
"Steve and Linda Cozine Elementary School",2024-2025,02180,Clark,24.7
"Steve Schorr Elementary School",2024-2025,02099,Clark,29.9
"Stevens Elementary School",2018-2019,02071,Clark,16.8
"Stevens Elementary School",2020-2021,02071,Clark,18.0
"Stevens Elementary School",2021-2022,02071,Clark,44.1
"Stevens Elementary School",2022-2023,02071,Clark,41.8
"Stevens Elementary School",2023-2024,02071,Clark,34.6
"Stuckey ES",2018-2019,02078,Clark,12.9
"Stuckey ES",2020-2021,02078,Clark,16.5
"Stuckey ES",2021-2022,02078,Clark,29.5
"Stuckey ES",2022-2023,02078,Clark,31.2
"Stuckey ES",2023-2024,02078,Clark,24.8
"Sue H Morrow Elementary School",2024-2025,02162,Clark,26.7
"Sunrise Acres Elementary School",2024-2025,02241,Clark,33.1
"Sunrise Acres ES",2018-2019,02241,Clark,24.9
"Sunrise Acres ES",2020-2021,02241,Clark,43.0
"Sunrise Acres ES",2021-2022,02241,Clark,50.9
"Sunrise Acres ES",2022-2023,02241,Clark,52.4
"Sunrise Acres ES",2023-2024,02241,Clark,39.9
"Swainston MS",2018-2019,02325,Clark,19.9
"Swainston MS",2020-2021,02325,Clark,62.4
"Swainston MS",2021-2022,02325,Clark,48.1
"Swainston MS",2022-2023,02325,Clark,46.9
"Swainston MS",2023-2024,02325,Clark,31.2
"Tanaka ES",2018-2019,02190,Clark,19.1
"Tanaka ES",2020-2021,02190,Clark,16.8
"Tanaka ES",2021-2022,02190,Clark,43.9
"Tanaka ES",2022-2023,02190,Clark,39.7
"Tanaka ES",2023-2024,02190,Clark,33.7
"Tarkanian MS",2018-2019,02360,Clark,12.4
"Tarkanian MS",2020-2021,02360,Clark,21.7
"Tarkanian MS",2021-2022,02360,Clark,30.6
"Tarkanian MS",2022-2023,02360,Clark,27.6
"Tarkanian MS",2023-2024,02360,Clark,21.0
"Tarr ES",2018-2019,02285,Clark,13.5
"Tarr ES",2020-2021,02285,Clark,8.5
"Tarr ES",2021-2022,02285,Clark,24.3
"Tarr ES",2022-2023,02285,Clark,23.5
"Tarr ES",2023-2024,02285,Clark,16.1
"Tartan ES",2018-2019,02191,Clark,25.5
"Tartan ES",2020-2021,02191,Clark,36.7
"Tartan ES",2021-2022,02191,Clark,48.1
"Tartan ES",2022-2023,02191,Clark,48.6
"Tartan ES",2023-2024,02191,Clark,39.8
"Tate ES",2018-2019,02260,Clark,37.7
"Tate ES",2020-2021,02260,Clark,48.5
"Tate ES",2021-2022,02260,Clark,53.6
"Tate ES",2022-2023,02260,Clark,50.3
"Tate ES",2023-2024,02260,Clark,35.6
"Taylor (Glen) ES",2018-2019,02230,Clark,10.8
"Taylor (Glen) ES",2020-2021,02230,Clark,10.8
"Taylor (Glen) ES",2021-2022,02230,Clark,28.6
"Taylor (Glen) ES",2022-2023,02230,Clark,25.6
"Taylor (Glen) ES",2023-2024,02230,Clark,19.8
"Taylor (Robert) ES",2018-2019,02254,Clark,31.0
"Taylor (Robert) ES",2020-2021,02254,Clark,38.2
"Taylor (Robert) ES",2021-2022,02254,Clark,60.6
"Taylor (Robert) ES",2022-2023,02254,Clark,50.8
"Taylor (Robert) ES",2023-2024,02254,Clark,43.6
"The Delta Academy JR/SR High School",2024-2025,02621,Clark,15.8
"Theron H & Naomi D Goynes Elementary School",2024-2025,02197,Clark,29.0
"Theron L Swainston Middle School",2024-2025,02325,Clark,28.1
"Thiriot ES",2018-2019,02192,Clark,14.0
"Thiriot ES",2020-2021,02192,Clark,21.0
"Thiriot ES",2021-2022,02192,Clark,38.3
"Thiriot ES",2022-2023,02192,Clark,34.4
"Thiriot ES",2023-2024,02192,Clark,23.0
"Thomas ES",2018-2019,02239,Clark,34.5
"Thomas ES",2020-2021,02239,Clark,44.6
"Thomas ES",2021-2022,02239,Clark,56.5
"Thomas ES",2022-2023,02239,Clark,56.7
"Thomas ES",2023-2024,02239,Clark,57.2
"Thomas ORoarke Elementary School",2024-2025,02083,Clark,18.7
"Thompson ES",2018-2019,02198,Clark,11.2
"Thompson ES",2020-2021,02198,Clark,16.7
"Thompson ES",2021-2022,02198,Clark,35.3
"Thompson ES",2022-2023,02198,Clark,30.7
"Thompson ES",2023-2024,02198,Clark,25.1
"Thompson, Tyrone ES",2020-2021,02060,Clark,16.2
"Thompson, Tyrone ES",2021-2022,02060,Clark,25.7
"Thompson, Tyrone ES",2022-2023,02060,Clark,21.6
"Thompson, Tyrone ES",2023-2024,02060,Clark,24.9
"Thorpe ES",2018-2019,02139,Clark,28.2
"Thorpe ES",2020-2021,02139,Clark,33.6
"Thorpe ES",2021-2022,02139,Clark,57.9
"Thorpe ES",2022-2023,02139,Clark,50.3
"Thorpe ES",2023-2024,02139,Clark,40.6
"Thurman White Academy of the Arts Middle School",2024-2025,02326,Clark,17.7
"Tobler ES",2018-2019,02290,Clark,21.1
"Tobler ES",2020-2021,02290,Clark,31.8
"Tobler ES",2021-2022,02290,Clark,39.4
"Tobler ES",2022-2023,02290,Clark,33.3
"Tobler ES",2023-2024,02290,Clark,16.9
"Tom Williams Elementary School",2024-2025,02242,Clark,25.3
"Tomiyasu ES",2018-2019,02265,Clark,12.7
"Tomiyasu ES",2020-2021,02265,Clark,18.2
"Tomiyasu ES",2021-2022,02265,Clark,42.2
"Tomiyasu ES",2022-2023,02265,Clark,38.8
"Tomiyasu ES",2023-2024,02265,Clark,32.8
"Tony Alamo Elementary School",2024-2025,02178,Clark,18.7
"Treem ES",2018-2019,02127,Clark,13.3
"Treem ES",2020-2021,02127,Clark,20.8
"Treem ES",2021-2022,02127,Clark,51.9
"Treem ES",2022-2023,02127,Clark,44.1
"Treem ES",2023-2024,02127,Clark,41.4
"Triggs ES",2018-2019,02082,Clark,13.3
"Triggs ES",2020-2021,02082,Clark,13.1
"Triggs ES",2021-2022,02082,Clark,34.6
"Triggs ES",2022-2023,02082,Clark,28.3
"Triggs ES",2023-2024,02082,Clark,21.7
"Twin Lakes Elementary School",2024-2025,02243,Clark,17.4
"Twin Lakes ES",2018-2019,02243,Clark,14.0
"Twin Lakes ES",2020-2021,02243,Clark,24.3
"Twin Lakes ES",2021-2022,02243,Clark,37.5
"Twin Lakes ES",2022-2023,02243,Clark,32.4
"Twin Lakes ES",2023-2024,02243,Clark,25.2
"Twitchell ES",2018-2019,02176,Clark,9.0
"Twitchell ES",2020-2021,02176,Clark,8.1
"Twitchell ES",2021-2022,02176,Clark,25.2
"Twitchell ES",2022-2023,02176,Clark,16.1
"Twitchell ES",2023-2024,02176,Clark,12.1
"Tyrone Thompson Elementary School",2024-2025,02060,Clark,23.5
"Ulis Newton Elementary School",2024-2025,02146,Clark,20.6
"Ullom ES",2018-2019,02214,Clark,26.0
"Ullom ES",2020-2021,02214,Clark,26.8
"Ullom ES",2021-2022,02214,Clark,45.6
"Ullom ES",2022-2023,02214,Clark,43.0
"Ullom ES",2023-2024,02214,Clark,38.0
"Ute Perkins Elementary School",2024-2025,02114,Clark,32.3
"Vail Pittman Elementary School",2024-2025,02244,Clark,32.5
"Vanderburg ES",2018-2019,02154,Clark,8.1
"Vanderburg ES",2020-2021,02154,Clark,5.8
"Vanderburg ES",2021-2022,02154,Clark,13.1
"Vanderburg ES",2022-2023,02154,Clark,15.6
"Vanderburg ES",2023-2024,02154,Clark,13.9
"Variety Elementary School",2024-2025,02935,Clark,48.7
"Variety ES",2018-2019,02935,Clark,48.6
"Variety ES",2020-2021,02935,Clark,52.9
"Variety ES",2021-2022,02935,Clark,66.7
"Variety ES",2022-2023,02935,Clark,45.2
"Variety ES",2023-2024,02935,Clark,60.5
"Variety JR/SR High School",2024-2025,02911,Clark,43.0
"Variety SEC",2018-2019,02911,Clark,46.1
"Variety SEC",2020-2021,02911,Clark,34.7
"Variety SEC",2021-2022,02911,Clark,52.3
"Variety SEC",2022-2023,02911,Clark,44.2
"Variety SEC",2023-2024,02911,Clark,40.7
"Vassiliadis ES",2018-2019,02069,Clark,<5
"Vassiliadis ES",2020-2021,02069,Clark,<5
"Vassiliadis ES",2021-2022,02069,Clark,17.1
"Vassiliadis ES",2022-2023,02069,Clark,12.6
"Vassiliadis ES",2023-2024,02069,Clark,9.0
"Vegas Verdes Elementary School",2024-2025,02245,Clark,21.3
"Vegas Verdes ES",2018-2019,02245,Clark,16.8
"Vegas Verdes ES",2020-2021,02245,Clark,27.4
"Vegas Verdes ES",2021-2022,02245,Clark,40.8
"Vegas Verdes ES",2022-2023,02245,Clark,36.5
"Vegas Verdes ES",2023-2024,02245,Clark,26.0
"Victoria Fertitta Middle School",2024-2025,02347,Clark,6.0
"Vincent L Triggs Elementary School",2024-2025,02082,Clark,22.7
"Virgin Valley Elementary School",2024-2025,02255,Clark,18.8
"Virgin Valley ES",2018-2019,02255,Clark,13.0
"Virgin Valley ES",2020-2021,02255,Clark,19.5
"Virgin Valley ES",2021-2022,02255,Clark,31.9
"Virgin Valley ES",2022-2023,02255,Clark,22.9
"Virgin Valley ES",2023-2024,02255,Clark,17.7
"Von Tobel MS",2018-2019,02301,Clark,30.7
"Von Tobel MS",2020-2021,02301,Clark,58.5
"Von Tobel MS",2021-2022,02301,Clark,50.5
"Von Tobel MS",2022-2023,02301,Clark,48.7
"Von Tobel MS",2023-2024,02301,Clark,44.1
"Walker International ES",2018-2019,02183,Clark,14.5
"Walker International ES",2020-2021,02183,Clark,16.2
"Walker International ES",2021-2022,02183,Clark,25.9
"Walker International ES",2022-2023,02183,Clark,22.6
"Walker International ES",2023-2024,02183,Clark,26.7
"Wallin ES",2018-2019,02077,Clark,5.8
"Wallin ES",2020-2021,02077,Clark,7.1
"Wallin ES",2021-2022,02077,Clark,19.7
"Wallin ES",2022-2023,02077,Clark,25.1
"Wallin ES",2023-2024,02077,Clark,19.9
"Walter Bracken Elementary School",2024-2025,02246,Clark,8.4
"Walter Jacobson Elementary School",2024-2025,02123,Clark,17.1
"Walter Johnson Junior High School Academy of International Studies",2024-2025,02323,Clark,23.5
